ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-11-05,8,22.156,RAM,,ATL,W 20-7,,,,,,,,,,,,,,,,,,,,,,,,,
2,1972,1972-11-12,9,22.163,RAM,,DEN,L 10-16,,,,,,,,,,,,,,,,,,,,,,,,,
3,1972,1972-11-19,10,22.170,RAM,,MIN,L 41-45,,,,,,,,,,,,,,,,,,,,,,,,,
4,1973,1973-09-16,1,23.106,RAM,@,KAN,W 23-13,21,120,5.71,0,3,53,17.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
5,1973,1973-09-23,2,23.113,RAM,,ATL,W 31-0,19,65,3.42,0,5,33,6.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1973,1973-09-30,3,23.120,RAM,@,SFO,W 40-20,15,77,5.13,1,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
7,1973,1973-10-07,4,23.127,RAM,@,HOU,W 31-26,21,83,3.95,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1973,1973-10-14,5,23.134,RAM,,DAL,W 37-31,3,15,5.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1973,1973-11-04,8,23.155,RAM,@,ATL,L 13-15,16,76,4.75,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1973,1973-11-11,9,23.162,RAM,,NOR,W 29-7,21,115,5.48,0,3,34,11.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
11,1973,1973-11-18,10,23.169,RAM,,SFO,W 31-13,20,79,3.95,0,3,19,6.33,0,0,0,,0,0,0,,0,0,,,1,6,6.00,0,0,0
12,1973,1973-11-25,11,23.176,RAM,@,NOR,W 24-13,20,152,7.60,0,5,51,10.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1973,1973-12-02,12,23.183,RAM,@,CHI,W 26-0,24,152,6.33,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1973,1973-12-10,13,23.191,RAM,,NYG,W 40-6,11,80,7.27,1,2,27,13.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
15,1973,1973-12-16,14,23.197,RAM,,CLE,W 30-17,19,83,4.37,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1974,1974-09-15,1,24.105,RAM,@,DEN,W 17-10,17,68,4.00,0,2,20,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1974,1974-09-22,2,24.112,RAM,,NOR,W 24-0,16,102,6.38,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1974,1974-09-29,3,24.119,RAM,@,NWE,L 14-20,14,51,3.64,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1974,1974-10-06,4,24.126,RAM,,DET,W 16-13,21,124,5.90,0,5,43,8.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1974,1974-10-13,5,24.133,RAM,@,GNB,L 6-17,21,109,5.19,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1974,1974-10-20,6,24.140,RAM,,SFO,W 37-14,19,56,2.95,0,3,67,22.33,2,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
22,1974,1974-10-27,7,24.147,RAM,@,NYJ,W 20-13,23,139,6.04,2,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
23,1974,1974-11-04,8,24.155,RAM,@,SFO,W 15-13,17,70,4.12,0,3,10,3.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1974,1974-11-10,9,24.161,RAM,,ATL,W 21-0,22,140,6.36,0,1,42,42.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1974,1974-11-17,10,24.168,RAM,@,NOR,L 7-20,11,28,2.55,0,5,28,5.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1974,1974-11-24,11,24.175,RAM,,MIN,W 20-17,15,64,4.27,0,7,58,8.29,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1974,1974-12-01,12,24.182,RAM,@,ATL,W 30-7,16,53,3.31,0,3,40,13.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1974,1974-12-09,13,24.190,RAM,,WAS,L 17-23,17,60,3.53,1,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
29,1974,1974-12-15,14,24.196,RAM,,BUF,W 19-14,7,45,6.43,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1975,1975-09-21,1,25.111,RAM,@,DAL,L 7-18,13,67,5.15,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1975,1975-09-28,2,25.118,RAM,@,SFO,W 23-14,19,66,3.47,0,5,59,11.80,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
32,1975,1975-10-05,3,25.125,RAM,,BAL,W 24-13,20,95,4.75,1,3,16,5.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
33,1975,1975-10-12,4,25.132,RAM,@,SDG,W 13-10,20,112,5.60,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1975,1975-10-19,5,25.139,RAM,,ATL,W 22-7,19,68,3.58,0,5,37,7.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1975,1975-10-26,6,25.146,RAM,,NOR,W 38-14,12,36,3.00,0,3,28,9.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
36,1975,1975-11-03,7,25.154,RAM,@,PHI,W 42-3,18,101,5.61,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1975,1975-11-09,8,25.160,RAM,,SFO,L 23-24,12,40,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1975,1975-11-16,9,25.167,RAM,@,ATL,W 16-7,15,23,1.53,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1975,1975-11-23,10,25.174,RAM,,CHI,W 38-10,15,114,7.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
40,1975,1975-11-27,11,25.178,RAM,@,DET,W 20-0,17,62,3.65,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1975,1975-12-07,12,25.188,RAM,@,NOR,W 14-7,15,54,3.60,0,3,9,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1975,1975-12-14,13,25.195,RAM,,GNB,W 22-5,18,73,4.06,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1976,1976-09-12,1,26.102,RAM,@,ATL,W 30-14,26,115,4.42,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1976,1976-09-19,2,26.109,RAM,@,MIN,T 10-10,29,110,3.79,0,3,35,11.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1976,1976-09-26,3,26.116,RAM,,NYG,W 24-10,19,73,3.84,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1976,1976-10-03,4,26.123,RAM,@,MIA,W 31-28,22,91,4.14,1,5,99,19.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
47,1976,1976-10-11,5,26.131,RAM,,SFO,L 0-16,16,72,4.50,0,8,86,10.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
