ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2005,2005-10-23,7,23.192,TEN,@,ARI,L 10-20,,0,0,,0,0,0,0,,0,0.0%,
2,2005,2005-12-18,14,23.248,TEN,,SEA,L 24-28,,0,0,,0,,0,0,,0,0.0%,
3,2005,2006-01-01,16,23.262,TEN,@,JAX,L 13-40,,6,32,5.33,0,3,3,14,4.67,0,100.0%,4.67
4,2006,2006-11-12,9,24.212,DEN,@,OAK,W 17-13,,4,14,3.50,0,0,0,0,,0,0.0%,
5,2006,2006-11-19,10,24.219,DEN,,SDG,L 27-35,,10,52,5.20,0,5,3,36,12.00,0,60.0%,7.20
6,2006,2006-11-23,11,24.223,DEN,@,KAN,L 10-19,,4,0,0.00,0,2,1,5,5.00,0,50.0%,2.50
