ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1988,1988-09-05,1,22.051,WAS,@,NYG,L 20-27,2,2,100.0,2,2,100.0,0,8,0,0,,0
2,1988,1988-09-11,2,22.057,WAS,,PIT,W 30-29,3,3,100.0,3,4,75.0,0,12,0,0,,0
3,1988,1988-09-18,3,22.064,WAS,,PHI,W 17-10,2,2,100.0,1,2,50.0,0,5,0,0,,0
4,1988,1988-09-25,4,22.071,WAS,@,PHO,L 21-30,3,3,100.0,,1,0.0,0,3,0,0,,0
5,1988,1988-10-02,5,22.078,WAS,,NYG,L 23-24,2,3,66.7,1,2,50.0,0,5,0,0,,0
6,1988,1988-10-09,6,22.085,WAS,@,DAL,W 35-17,5,5,100.0,,1,0.0,0,5,6,208,34.67,0
7,1988,1988-10-16,7,22.092,WAS,,PHO,W 33-17,4,4,100.0,1,1,100.0,0,7,0,0,,0
8,1988,1988-10-23,8,22.099,WAS,@,GNB,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
9,1988,1988-10-30,9,22.106,WAS,@,HOU,L 17-41,2,2,100.0,1,1,100.0,0,5,0,0,,0
10,1988,1988-11-06,10,22.113,WAS,,NOR,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
11,1988,1988-11-13,11,22.120,WAS,,CHI,L 14-34,2,2,100.0,,,,0,2,,,,
12,1988,1988-11-21,12,22.128,WAS,@,SFO,L 21-37,3,3,100.0,,,,0,3,,,,
13,1988,1988-11-27,13,22.134,WAS,,CLE,L 13-17,1,1,100.0,2,2,100.0,0,7,0,0,,0
14,1988,1988-12-04,14,22.141,WAS,@,PHI,W 20-19,2,2,100.0,2,2,100.0,0,8,0,0,,0
15,1988,1988-12-11,15,22.148,WAS,,DAL,L 17-24,2,2,100.0,1,1,100.0,0,5,0,0,,0
16,1988,1988-12-17,16,22.154,WAS,@,CIN,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
17,1989,1989-09-11,1,23.057,WAS,,NYG,L 24-27,3,3,100.0,1,2,50.0,0,6,0,0,,0
18,1989,1989-09-17,2,23.063,WAS,,PHI,L 37-42,4,4,100.0,1,1,100.0,0,7,0,0,,0
19,1989,1989-09-24,3,23.070,WAS,@,DAL,W 30-7,3,3,100.0,3,3,100.0,0,12,0,0,,0
20,1989,1989-10-01,4,23.077,WAS,@,NOR,W 16-14,1,1,100.0,3,3,100.0,0,10,0,0,,0
21,1989,1989-10-08,5,23.084,WAS,,PHO,W 30-28,3,3,100.0,3,4,75.0,0,12,0,0,,0
22,1989,1989-10-15,6,23.091,WAS,@,NYG,L 17-20,2,2,100.0,1,1,100.0,0,5,0,0,,0
23,1989,1989-10-22,7,23.098,WAS,,TAM,W 32-28,3,3,100.0,3,3,100.0,0,12,0,0,,0
24,1989,1989-10-29,8,23.105,WAS,@,RAI,L 24-37,3,3,100.0,1,1,100.0,0,6,0,0,,0
25,1989,1989-11-05,9,23.112,WAS,,DAL,L 3-13,,,,1,2,50.0,0,3,0,0,,0
26,1989,1989-11-12,10,23.119,WAS,@,PHI,W 10-3,1,1,100.0,1,2,50.0,0,4,0,0,,0
27,1989,1989-11-20,11,23.127,WAS,,DEN,L 10-14,1,1,100.0,1,2,50.0,0,4,0,0,,0
28,1989,1989-11-26,12,23.133,WAS,,CHI,W 38-14,5,5,100.0,1,3,33.3,0,8,0,0,,0
29,1989,1989-12-03,13,23.140,WAS,@,PHO,W 29-10,3,3,100.0,2,2,100.0,0,9,0,0,,0
30,1989,1989-12-10,14,23.147,WAS,,SDG,W 26-21,2,2,100.0,4,4,100.0,0,14,0,0,,0
31,1989,1989-12-17,15,23.154,WAS,@,ATL,W 31-30,4,4,100.0,1,4,25.0,0,7,0,0,,0
32,1989,1989-12-23,16,23.160,WAS,@,SEA,W 29-0,3,3,100.0,2,3,66.7,0,9,0,0,,0
33,1990,1990-09-09,1,24.055,WAS,,PHO,W 31-0,4,4,100.0,1,1,100.0,0,7,0,0,,0
34,1990,1990-09-16,2,24.062,WAS,@,SFO,L 13-26,1,1,100.0,2,3,66.7,0,7,0,0,,0
35,1990,1990-09-23,3,24.069,WAS,,DAL,W 19-15,1,1,100.0,4,4,100.0,0,13,0,0,,0
36,1990,1990-09-30,4,24.076,WAS,@,PHO,W 38-10,5,5,100.0,1,2,50.0,0,8,0,0,,0
37,1990,1990-10-14,5,24.090,WAS,,NYG,L 20-24,2,2,100.0,2,3,66.7,0,8,0,0,,0
38,1990,1990-10-21,6,24.097,WAS,,PHI,W 13-7,1,1,100.0,2,6,33.3,0,7,0,0,,0
39,1990,1990-10-28,7,24.104,WAS,@,NYG,L 10-21,1,1,100.0,1,1,100.0,0,4,0,0,,0
40,1990,1990-11-04,8,24.111,WAS,@,DET,W 41-38,5,5,100.0,2,2,100.0,0,11,0,0,,0
41,1990,1990-11-12,9,24.119,WAS,@,PHI,L 14-28,2,2,100.0,,,,0,2,,,,
42,1990,1990-11-18,10,24.125,WAS,,NOR,W 31-17,4,4,100.0,1,1,100.0,0,7,0,0,,0
43,1990,1990-11-22,11,24.129,WAS,@,DAL,L 17-27,2,2,100.0,1,2,50.0,0,5,0,0,,0
