ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2016,2016-09-11,1,21.340,CLE,@,PHI,L 10-29,,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2016,2016-09-18,2,21.347,CLE,,BAL,L 20-25,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,2016,2016-09-25,3,21.354,CLE,@,MIA,L 24-30,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
4,2016,2016-10-02,4,21.361,CLE,@,WAS,L 20-31,,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2016,2016-10-09,5,22.002,CLE,,NWE,L 13-33,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,2016,2016-10-16,6,22.009,CLE,@,TEN,L 26-28,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
7,2016,2016-10-23,7,22.016,CLE,@,CIN,L 17-31,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
8,2016,2016-10-30,8,22.023,CLE,,NYJ,L 28-31,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
9,2016,2016-11-06,9,22.030,CLE,,DAL,L 10-35,,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2016,2016-11-10,10,22.034,CLE,@,BAL,L 7-28,,0,0,0,,0,0.0%,,0,0,,0,0,0
11,2016,2016-11-20,11,22.044,CLE,,PIT,L 9-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
12,2016,2016-11-27,12,22.051,CLE,,NYG,L 13-27,,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0
13,2016,2016-12-11,13,22.065,CLE,,CIN,L 10-23,,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2016,2016-12-18,14,22.072,CLE,@,BUF,L 13-33,,0,0,0,,0,0.0%,,0,0,,0,0,0
15,2016,2016-12-24,15,22.078,CLE,,SDG,W 20-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
16,2016,2017-01-01,16,22.086,CLE,@,PIT,L 24-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
17,2017,2017-09-17,2,22.345,CLE,@,BAL,L 10-24,*,11,7,95,13.57,0,63.6%,8.64,1,4,4.00,0,0,0
18,2017,2017-09-24,3,22.352,CLE,@,IND,L 28-31,,6,2,10,5.00,0,33.3%,1.67,0,0,,0,0,0
19,2017,2017-10-01,4,22.359,CLE,,CIN,L 7-31,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0
20,2017,2017-10-08,5,23.001,CLE,,NYJ,L 14-17,,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0
21,2017,2017-10-15,6,23.008,CLE,@,HOU,L 17-33,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
22,2017,2017-10-22,7,23.015,CLE,,TEN,L 9-12,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
23,2017,2017-10-29,8,23.022,CLE,,MIN,L 16-33,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
24,2017,2017-11-12,9,23.036,CLE,@,DET,L 24-38,,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0
25,2017,2017-11-19,10,23.043,CLE,,JAX,L 7-19,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
26,2017,2017-11-26,11,23.050,CLE,@,CIN,L 16-30,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0
27,2017,2017-12-03,12,23.057,CLE,@,LAC,L 10-19,,0,0,0,,0,0.0%,,0,0,,0,0,0
28,2017,2017-12-10,13,23.064,CLE,,GNB,L 21-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
29,2017,2017-12-17,14,23.071,CLE,,BAL,L 10-27,,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0
30,2017,2017-12-24,15,23.078,CLE,@,CHI,L 3-20,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
31,2017,2017-12-31,16,23.085,CLE,@,PIT,L 24-28,*,4,3,68,22.67,2,75.0%,17.00,0,0,,0,2,12
32,2018,2018-09-09,1,23.337,CLE,,PIT,T 21-21,,4,1,38,38.00,0,25.0%,9.50,0,0,,0,0,0
33,2018,2018-09-16,2,23.344,CLE,@,NOR,L 18-21,,7,5,47,9.40,0,71.4%,6.71,0,0,,0,0,0
34,2018,2018-09-20,3,23.348,CLE,,NYJ,W 21-17,,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0
