ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.070,GNB,,RAM,W 36-24,,0,0,,0,,,0,0,,0,4,79,19.75,0,0,0
2,1990,1990-09-16,2,22.077,GNB,,CHI,L 13-31,,0,0,,0,,,0,0,,0,3,62,20.67,0,0,0
3,1990,1990-09-30,4,22.091,GNB,@,DET,W 24-21,,0,0,,0,,,,,,,0,0,,0,,
4,1990,1990-10-07,5,22.098,GNB,@,CHI,L 13-27,,0,0,,0,,,0,0,,0,2,39,19.50,0,0,0
5,1990,1990-10-14,6,22.105,GNB,@,TAM,L 14-26,,0,0,,0,,,0,0,,0,4,90,22.50,0,0,0
6,1990,1990-10-28,7,22.119,GNB,,MIN,W 24-10,,0,0,,0,,,0,0,,0,1,26,26.00,0,0,0
7,1990,1990-11-04,8,22.126,GNB,,SFO,L 20-24,,1,12,12.00,0,,,0,0,,0,2,61,30.50,0,0,0
8,1990,1990-11-11,9,22.133,GNB,@,RAI,W 29-16,,0,0,,0,,,0,0,,0,2,66,33.00,0,0,0
9,1990,1990-11-18,10,22.140,GNB,@,PHO,W 24-21,,0,0,,0,,,,,,,0,0,,0,,
10,1990,1990-11-25,11,22.147,GNB,,TAM,W 20-10,,0,0,,0,,,0,0,,0,3,76,25.33,0,0,0
11,1990,1990-12-02,12,22.154,GNB,@,MIN,L 7-23,,0,0,,0,,,0,0,,0,2,42,21.00,0,0,0
12,1990,1990-12-09,13,22.161,GNB,,SEA,L 14-20,,0,0,,0,,,0,0,,0,4,74,18.50,0,0,0
13,1990,1990-12-16,14,22.168,GNB,@,PHI,L 0-31,,0,0,,0,,,0,0,,0,4,74,18.50,0,0,0
14,1990,1990-12-22,15,22.174,GNB,,DET,L 17-24,,5,60,12.00,0,,,0,0,,0,2,55,27.50,0,0,0
15,1990,1990-12-30,16,22.182,GNB,@,DEN,L 13-22,,1,12,12.00,0,,,0,0,,0,2,54,27.00,0,0,0
16,1991,1991-09-01,1,23.062,GNB,,PHI,L 3-20,,2,18,9.00,0,,,0,0,,0,4,75,18.75,0,0,0
