ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1997,1997-09-21,4,23.349,BAL,@,TEN,W 36-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,14,14.00,0,0,0
2,1997,1997-11-09,10,24.033,BAL,@,PIT,L 0-37,,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
3,1997,1997-11-16,11,24.040,BAL,,PHI,T 10-10,,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
4,1997,1997-11-30,13,24.054,BAL,@,JAX,L 27-29,,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
5,1997,1997-12-07,14,24.061,BAL,,SEA,W 31-24,,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
6,1997,1997-12-14,15,24.068,BAL,,TEN,W 21-19,,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
7,1997,1997-12-21,16,24.075,BAL,@,CIN,L 14-16,,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
8,1998,1998-09-06,1,24.334,BAL,,PIT,L 13-20,,6,23,3.83,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1998,1998-09-13,2,24.341,BAL,@,NYJ,W 24-10,,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1998,1998-09-20,3,24.348,BAL,@,JAX,L 10-24,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,1,11,11.00,0,0,0
11,1998,1998-09-27,4,24.355,BAL,,CIN,W 31-24,,27,173,6.41,2,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,1,19,19.00,0,2,12
12,1998,1998-10-11,5,25.004,BAL,,TEN,L 8-12,,14,29,2.07,0,15,13,98,7.54,0,86.7%,6.53,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1998,1998-10-18,6,25.011,BAL,@,PIT,L 6-16,,23,76,3.30,0,8,6,42,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1998,1998-10-25,7,25.018,BAL,@,GNB,L 10-28,,10,41,4.10,0,5,4,25,6.25,0,80.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1998,1998-11-01,8,25.025,BAL,,JAX,L 19-45,,3,10,3.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1998,1998-11-08,9,25.032,BAL,,OAK,W 13-10,,27,99,3.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1998,1998-11-15,10,25.039,BAL,@,SDG,L 13-14,,6,9,1.50,0,3,1,1,1.00,0,33.3%,0.33,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
18,1998,1998-11-22,11,25.046,BAL,@,CIN,W 20-13,,36,227,6.31,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
19,1998,1998-11-29,12,25.053,BAL,,IND,W 38-31,,22,103,4.68,2,5,4,26,6.50,0,80.0%,5.20,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
20,1998,1998-12-06,13,25.060,BAL,@,TEN,L 14-16,,11,27,2.45,0,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1998,1998-12-13,14,25.067,BAL,,MIN,L 28-38,,8,39,4.88,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
22,1998,1998-12-20,15,25.074,BAL,@,CHI,L 3-24,,11,17,1.55,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1998,1998-12-27,16,25.081,BAL,,DET,W 19-10,,28,132,4.71,1,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1999,1999-09-12,1,25.340,BAL,@,STL,L 10-27,,12,52,4.33,0,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,1999,1999-09-19,2,25.347,BAL,,PIT,L 20-23,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1999,1999-11-07,8,26.031,BAL,@,CLE,W 41-9,,10,40,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,1999,1999-11-21,10,26.045,BAL,@,CIN,W 34-31,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
28,1999,1999-12-05,12,26.059,BAL,,TEN,W 41-14,,9,100,11.11,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1999,1999-12-12,13,26.066,BAL,@,PIT,W 31-24,*,18,130,7.22,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
30,1999,1999-12-19,14,26.073,BAL,,NOR,W 31-8,*,10,28,2.80,0,3,3,44,14.67,1,100.0%,14.67,0,0,,0,0,0,,,,,,0,0,,0,1,6
31,1999,1999-12-26,15,26.080,BAL,,CIN,W 22-0,*,13,59,4.54,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1999,2000-01-02,16,26.087,BAL,@,NWE,L 3-20,*,16,95,5.94,0,8,6,43,7.17,0,75.0%,5.38,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,2000,2000-09-03,1,26.332,BAL,@,PIT,W 16-0,,27,119,4.41,0,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,2000,2000-09-10,2,26.339,BAL,,JAX,W 39-36,*,10,54,5.40,0,8,4,18,4.50,0,50.0%,2.25,0,0,,0,0,0,,,,,,1,7,7.00,0,0,0
