ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1970,1970-09-20,1,33.206,MIN,,KAN,W 27-10,,,,
2,1970,1970-09-27,2,33.213,MIN,,NOR,W 26-0,,,,
3,1970,1970-10-04,3,33.220,MIN,@,GNB,L 10-13,1,1,1.00,0
4,1970,1970-10-11,4,33.227,MIN,@,CHI,W 24-0,,,,
5,1970,1970-10-18,5,33.234,MIN,,DAL,W 54-13,,,,
6,1970,1970-10-26,6,33.242,MIN,,RAM,W 13-3,,,,
7,1970,1970-11-01,7,33.248,MIN,@,DET,W 30-17,,,,
8,1970,1970-11-08,8,33.255,MIN,@,WAS,W 19-10,,,,
9,1970,1970-11-15,9,33.262,MIN,,DET,W 24-20,,,,
10,1970,1970-11-22,10,33.269,MIN,,GNB,W 10-3,,,,
11,1970,1970-11-29,11,33.276,MIN,@,NYJ,L 10-20,,,,
12,1970,1970-12-05,12,33.282,MIN,,CHI,W 16-13,,,,
13,1970,1970-12-13,13,33.290,MIN,@,BOS,W 35-14,,,,
14,1970,1970-12-20,14,33.297,MIN,@,ATL,W 37-7,,,,
15,1971,1971-11-21,10,34.268,STL,,PHI,L 20-37,,,,
16,1971,1971-11-28,11,34.275,STL,@,NYG,W 24-7,1,0,0.00,0
17,1971,1971-12-05,12,34.282,STL,,GNB,T 16-16,,,,
18,1971,1971-12-12,13,34.289,STL,@,PHI,L 7-19,,,,
19,1971,1971-12-18,14,34.295,STL,@,DAL,L 12-31,,,,
