ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,23.352,DAL,@,WAS,W 41-35,,,,,
2,1999,1999-09-20,2,23.360,DAL,,ATL,W 24-7,,,,,
3,1999,1999-10-03,3,24.008,DAL,,ARI,W 35-7,,0.0,1,6,0
4,1999,1999-10-10,4,24.015,DAL,@,PHI,L 10-13,,,,,
5,1999,1999-10-18,5,24.023,DAL,@,NYG,L 10-13,,,,,
6,1999,1999-10-24,6,24.029,DAL,,WAS,W 38-20,,,,,
7,1999,1999-10-31,7,24.036,DAL,@,IND,L 24-34,,1.0,0,0,0
8,1999,1999-11-08,8,24.044,DAL,@,MIN,L 17-27,,,,,
9,1999,1999-11-14,9,24.050,DAL,,GNB,W 27-13,,,,,
10,1999,1999-11-21,10,24.057,DAL,@,ARI,L 9-13,,,,,
11,1999,1999-11-25,11,24.061,DAL,,MIA,W 20-0,,,,,
12,1999,1999-12-05,12,24.071,DAL,@,NWE,L 6-13,,,,,
13,1999,1999-12-12,13,24.078,DAL,,PHI,W 20-10,,,,,
14,1999,1999-12-19,14,24.085,DAL,,NYJ,L 21-22,,,,,
15,1999,1999-12-24,15,24.090,DAL,@,NOR,L 24-31,,,,,
16,1999,2000-01-02,16,24.099,DAL,,NYG,W 26-18,,,,,
17,2000,2000-09-03,1,24.344,DAL,,PHI,L 14-41,*,0.0,1,24,0
18,2000,2000-09-10,2,24.351,DAL,@,ARI,L 31-32,*,,,,
19,2000,2000-10-15,6,25.020,DAL,@,NYG,L 14-19,*,,,,
20,2000,2000-11-12,10,25.048,DAL,,CIN,W 23-6,,0.0,1,7,0
21,2000,2000-11-19,11,25.055,DAL,@,BAL,L 0-27,,,,,
22,2000,2000-11-23,12,25.059,DAL,,MIN,L 15-27,,,,,
23,2000,2000-12-03,13,25.069,DAL,@,TAM,L 7-27,,,,,
24,2000,2000-12-10,14,25.076,DAL,,WAS,W 32-13,,,,,
25,2000,2000-12-17,15,25.083,DAL,,NYG,L 13-17,*,,,,
26,2000,2000-12-25,16,25.091,DAL,@,TEN,L 0-31,*,,,,
27,2001,2001-09-09,1,25.349,DAL,,TAM,L 6-10,*,,,,
28,2001,2001-09-23,2,25.363,DAL,,SDG,L 21-32,*,,,,
29,2001,2001-09-30,3,26.005,DAL,@,PHI,L 18-40,*,,,,
30,2001,2001-10-07,4,26.012,DAL,@,OAK,L 21-28,*,,,,
31,2001,2001-10-15,5,26.020,DAL,,WAS,W 9-7,*,,,,
32,2001,2001-10-28,6,26.033,DAL,,ARI,W 17-3,*,,,,
33,2001,2001-11-04,7,26.040,DAL,@,NYG,L 24-27,*,,,,
34,2001,2001-11-11,8,26.047,DAL,@,ATL,L 13-20,*,,,,
35,2001,2001-11-18,9,26.054,DAL,,PHI,L 3-36,*,,,,
36,2001,2001-11-22,10,26.058,DAL,,DEN,L 24-26,*,,,,
37,2001,2001-12-02,11,26.068,DAL,@,WAS,W 20-14,*,,,,
38,2001,2001-12-09,12,26.075,DAL,,NYG,W 20-13,*,,,,
39,2001,2001-12-16,13,26.082,DAL,@,SEA,L 3-29,*,,,,
40,2001,2001-12-23,14,26.089,DAL,@,ARI,L 10-17,*,,,,
41,2001,2001-12-30,15,26.096,DAL,,SFO,W 27-21,*,,,,
42,2001,2002-01-06,16,26.103,DAL,@,DET,L 10-15,*,,,,
43,2002,2002-09-08,1,26.348,DAL,@,HOU,L 10-19,*,1.0,0,0,0
44,2002,2002-11-17,10,27.053,DAL,@,IND,L 3-20,*,,,,
45,2002,2002-11-24,11,27.060,DAL,,JAX,W 21-19,*,,,,
46,2002,2002-11-28,12,27.064,DAL,,WAS,W 27-20,*,,,,
47,2002,2002-12-08,13,27.074,DAL,,SFO,L 27-31,*,,,,
48,2002,2002-12-15,14,27.081,DAL,@,NYG,L 7-37,*,,,,
49,2002,2002-12-21,15,27.087,DAL,,PHI,L 3-27,*,,,,
50,2002,2002-12-29,16,27.095,DAL,@,WAS,L 14-20,*,,,,
51,2003,2003-09-07,1,27.347,DAL,,ATL,L 13-27,*,1.0,0,0,0
52,2003,2003-09-15,2,27.355,DAL,@,NYG,W 35-32,*,,,,
53,2003,2003-09-28,3,28.003,DAL,@,NYJ,W 17-6,*,,,,
54,2003,2003-10-05,4,28.010,DAL,,ARI,W 24-7,*,,,,
55,2003,2003-10-12,5,28.017,DAL,,PHI,W 23-21,*,,,,
56,2003,2003-10-19,6,28.024,DAL,@,DET,W 38-7,*,,,,
57,2003,2003-10-26,7,28.031,DAL,@,TAM,L 0-16,*,,,,
58,2003,2003-11-02,8,28.038,DAL,,WAS,W 21-14,*,1.0,0,0,0
59,2003,2003-11-09,9,28.045,DAL,,BUF,W 10-6,*,,,,
60,2003,2003-11-16,10,28.052,DAL,@,NWE,L 0-12,*,,,,
61,2003,2003-11-23,11,28.059,DAL,,CAR,W 24-20,*,,,,
62,2003,2003-11-27,12,28.063,DAL,,MIA,L 21-40,*,,,,
63,2003,2003-12-07,13,28.073,DAL,@,PHI,L 10-36,*,,,,
64,2003,2003-12-14,14,28.080,DAL,@,WAS,W 27-0,*,,,,
65,2003,2003-12-21,15,28.087,DAL,,NYG,W 19-3,*,,,,
66,2003,2003-12-28,16,28.094,DAL,@,NOR,L 7-13,*,,,,
67,2004,2004-09-12,1,28.353,DAL,@,MIN,L 17-35,*,,,,
68,2004,2004-09-19,2,28.360,DAL,,CLE,W 19-12,*,0.0,1,19,0
69,2004,2004-09-27,3,29.002,DAL,@,WAS,W 21-18,*,,,,
70,2004,2004-10-10,4,29.015,DAL,,NYG,L 10-26,*,,,,
71,2004,2004-10-17,5,29.022,DAL,,PIT,L 20-24,*,,,,
72,2004,2004-10-24,6,29.029,DAL,@,GNB,L 20-41,*,,,,
73,2004,2004-10-31,7,29.036,DAL,,DET,W 31-21,*,,,,
74,2004,2004-11-07,8,29.043,DAL,@,CIN,L 3-26,*,,,,
75,2004,2004-11-15,9,29.051,DAL,,PHI,L 21-49,*,,,,
76,2004,2004-11-21,10,29.057,DAL,@,BAL,L 10-30,*,,,,
77,2004,2004-11-25,11,29.061,DAL,,CHI,W 21-7,*,0.0,1,2,0
78,2004,2004-12-06,12,29.072,DAL,@,SEA,W 43-39,*,,,,
79,2004,2004-12-12,13,29.078,DAL,,NOR,L 13-27,*,,,,
80,2004,2004-12-19,14,29.085,DAL,@,PHI,L 7-12,*,1.0,0,0,0
81,2004,2004-12-26,15,29.092,DAL,,WAS,W 13-10,*,,,,
82,2004,2005-01-02,16,29.099,DAL,@,NYG,L 24-28,*,0.0,1,-2,0
83,2005,2005-09-11,1,29.351,DAL,@,SDG,W 28-24,*,,,,
84,2005,2005-09-19,2,29.359,DAL,,WAS,L 13-14,*,1.0,0,0,0
85,2005,2005-09-25,3,30.000,DAL,@,SFO,W 34-31,*,0.0,1,7,0
86,2005,2005-10-02,4,30.007,DAL,@,OAK,L 13-19,*,,,,
87,2005,2005-10-30,8,30.035,DAL,,ARI,W 34-13,,,,,
88,2005,2005-11-14,9,30.050,DAL,@,PHI,W 21-20,,,,,
89,2005,2005-11-20,10,30.056,DAL,,DET,W 20-7,,,,,
90,2005,2005-11-24,11,30.060,DAL,,DEN,L 21-24,,,,,
