ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-04,1,21.257,GNB,@,SEA,L 16-36,,0,0,,0,1.0,3,2,0,0,0
2,2014,2014-09-14,2,21.267,GNB,,NYJ,W 31-24,,1,0,0.00,0,0.0,1,1,0,0,0
3,2014,2014-09-21,3,21.274,GNB,@,DET,L 7-19,,0,0,,0,0.0,1,0,1,9,0
4,2014,2014-09-28,4,21.281,GNB,@,CHI,W 38-17,,0,0,,0,0.0,5,0,0,0,0
5,2014,2014-10-02,5,21.285,GNB,,MIN,W 42-10,,0,0,,0,0.0,5,1,0,0,0
6,2014,2014-10-12,6,21.295,GNB,@,MIA,W 27-24,,0,0,,0,0.0,7,0,0,0,0
7,2014,2014-10-19,7,21.302,GNB,,CAR,W 38-17,*,0,0,,0,0.0,8,1,0,0,0
8,2014,2014-10-26,8,21.309,GNB,@,NOR,L 23-44,*,0,0,,0,0.0,3,5,0,0,0
9,2014,2014-11-09,9,21.323,GNB,,CHI,W 55-14,*,0,0,,0,0.0,3,1,0,0,0
10,2014,2014-11-16,10,21.330,GNB,,PHI,W 53-20,*,0,0,,0,0.0,6,2,0,0,0
11,2014,2014-11-23,11,21.337,GNB,@,MIN,W 24-21,*,0,0,,0,0.0,7,2,0,0,0
12,2014,2014-11-30,12,21.344,GNB,,NWE,W 26-21,*,0,0,,0,0.0,3,3,0,0,0
13,2014,2014-12-08,13,21.352,GNB,,ATL,W 43-37,*,0,0,,0,0.0,5,2,0,0,0
14,2014,2014-12-14,14,21.358,GNB,@,BUF,L 13-21,*,0,0,,0,0.0,6,7,0,0,0
15,2014,2014-12-21,15,22.000,GNB,@,TAM,W 20-3,*,0,0,,0,0.0,3,1,0,0,0
16,2014,2014-12-28,16,22.007,GNB,,DET,W 30-20,*,,,,,,,,,,
17,2015,2015-09-13,1,22.266,GNB,@,CHI,W 31-23,*,0,0,,0,0.0,5,1,0,0,0
18,2015,2015-09-20,2,22.273,GNB,,SEA,W 27-17,*,0,0,,0,0.0,7,2,0,0,0
19,2015,2015-09-28,3,22.281,GNB,,KAN,W 38-28,*,0,0,,0,0.0,5,1,0,0,0
20,2015,2015-10-04,4,22.287,GNB,@,SFO,W 17-3,*,0,0,,0,0.0,7,0,0,0,0
21,2015,2015-10-11,5,22.294,GNB,,STL,W 24-10,*,0,0,,0,0.0,6,0,1,0,0
22,2015,2015-10-18,6,22.301,GNB,,SDG,W 27-20,*,0,0,,0,0.0,7,1,0,0,0
23,2015,2015-11-01,7,22.315,GNB,@,DEN,L 10-29,*,0,0,,0,0.0,4,1,0,0,0
24,2015,2015-11-08,8,22.322,GNB,@,CAR,L 29-37,*,0,0,,0,0.0,2,3,0,0,0
25,2015,2015-11-15,9,22.329,GNB,,DET,L 16-18,*,0,0,,0,0.0,9,2,1,2,0
26,2015,2015-11-22,10,22.336,GNB,@,MIN,W 30-13,*,0,0,,0,1.0,8,0,0,0,0
27,2015,2015-11-26,11,22.340,GNB,,CHI,L 13-17,*,0,0,,0,0.0,5,3,0,0,0
28,2015,2015-12-03,12,22.347,GNB,@,DET,W 27-23,*,0,0,,0,1.0,4,3,0,0,0
29,2015,2015-12-13,13,22.357,GNB,,DAL,W 28-7,*,0,0,,0,0.0,3,0,0,0,0
30,2015,2015-12-20,14,22.364,GNB,@,OAK,W 30-20,*,0,0,,0,0.0,3,0,0,0,0
31,2015,2015-12-27,15,23.006,GNB,@,ARI,L 8-38,*,0,0,,0,0.0,3,0,0,0,0
32,2015,2016-01-03,16,23.013,GNB,,MIN,L 13-20,*,0,0,,0,1.0,4,0,0,0,0
33,2016,2016-09-11,1,23.265,GNB,@,JAX,W 27-23,*,0,0,,0,0.0,5,0,0,0,0
34,2016,2016-09-18,2,23.272,GNB,@,MIN,L 14-17,*,0,0,,0,0.0,2,1,0,0,0
35,2016,2016-09-25,3,23.279,GNB,,DET,W 34-27,*,0,0,,0,0.0,4,1,0,0,0
36,2016,2016-10-09,4,23.293,GNB,,NYG,W 23-16,*,0,0,,0,0.0,5,1,0,0,0
37,2016,2016-10-16,5,23.300,GNB,,DAL,L 16-30,*,0,0,,0,0.0,6,1,0,0,0
38,2016,2016-10-20,6,23.304,GNB,,CHI,W 26-10,*,0,0,,0,0.0,0,1,0,0,0
39,2016,2016-10-30,7,23.314,GNB,@,ATL,L 32-33,*,0,0,,0,0.0,4,1,0,0,0
40,2016,2016-11-06,8,23.321,GNB,,IND,L 26-31,*,0,0,,0,0.5,1,2,2,20,0
41,2016,2016-11-13,9,23.328,GNB,@,TEN,L 25-47,*,0,0,,0,0.0,5,2,0,0,0
42,2016,2016-11-20,10,23.335,GNB,@,WAS,L 24-42,*,0,0,,0,0.0,4,0,0,0,0
43,2016,2016-11-28,11,23.343,GNB,@,PHI,W 27-13,*,0,0,,0,0.0,3,0,1,12,0
44,2016,2016-12-04,12,23.349,GNB,,HOU,W 21-13,*,0,0,,0,0.0,6,1,0,0,0
45,2016,2016-12-11,13,23.356,GNB,,SEA,W 38-10,*,0,0,,0,0.0,3,1,0,0,0
46,2016,2016-12-18,14,23.363,GNB,@,CHI,W 30-27,*,0,0,,0,0.0,3,2,2,43,0
47,2016,2016-12-24,15,24.003,GNB,,MIN,W 38-25,*,0,0,,0,0.0,5,3,0,0,0
48,2016,2017-01-01,16,24.011,GNB,@,DET,W 31-24,*,0,0,,0,0.0,5,1,0,0,0
