ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
49,2017,2017-09-10,1,24.263,GNB,,SEA,W 17-9,*,0,0,,0,0.0,4,0,0,0,0
50,2017,2017-09-17,2,24.270,GNB,@,ATL,L 23-34,*,0,0,,0,0.0,4,2,0,0,0
51,2017,2017-09-24,3,24.277,GNB,,CIN,W 27-24,*,0,0,,0,0.0,2,1,0,0,0
52,2017,2017-09-28,4,24.281,GNB,,CHI,W 35-14,*,0,0,,0,0.0,8,0,1,3,0
53,2017,2017-10-08,5,24.291,GNB,@,DAL,W 35-31,*,0,0,,0,0.0,3,2,0,0,0
54,2017,2017-10-15,6,24.298,GNB,@,MIN,L 10-23,*,0,0,,0,0.0,4,0,0,0,0
55,2017,2017-10-22,7,24.305,GNB,,NOR,L 17-26,*,0,0,,0,0.0,6,2,0,0,0
56,2017,2017-11-06,8,24.320,GNB,,DET,L 17-30,*,0,0,,0,0.0,5,0,0,0,0
57,2017,2017-11-12,9,24.326,GNB,@,CHI,W 23-16,*,0,0,,0,0.0,2,1,0,0,0
58,2017,2017-11-19,10,24.333,GNB,,BAL,L 0-23,*,0,0,,0,0.0,5,0,1,0,0
59,2017,2017-11-26,11,24.340,GNB,@,PIT,L 28-31,*,0,0,,0,0.0,2,1,0,0,0
60,2017,2017-12-03,12,24.347,GNB,,TAM,W 26-20,*,0,0,,0,0.0,7,2,0,0,0
61,2017,2017-12-10,13,24.354,GNB,@,CLE,W 27-21,*,0,0,,0,0.0,4,2,1,2,0
62,2017,2017-12-17,14,24.361,GNB,@,CAR,L 24-31,*,0,0,,0,0.0,4,1,0,0,0
63,2017,2017-12-23,15,25.002,GNB,,MIN,L 0-16,*,0,0,,0,0.0,4,0,0,0,0
64,2017,2017-12-31,16,25.010,GNB,@,DET,L 11-35,*,0,0,,0,0.0,1,0,0,0,0
65,2018,2018-09-09,1,25.262,GNB,,CHI,W 24-23,*,0,0,,0,0.0,7,0,0,0,0
66,2018,2018-09-16,2,25.269,GNB,,MIN,T 29-29,*,0,0,,0,0.0,3,0,1,24,0
67,2018,2018-09-23,3,25.276,GNB,@,WAS,L 17-31,*,0,0,,0,0.0,2,3,1,1,0
