ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,23.030,NWE,,CIN,W 38-24,*,0,0,,0,0,0,0.0,4,0,0,0,0
2,2010,2010-09-19,2,23.037,NWE,@,NYJ,L 14-28,*,0,0,,0,0,0,0.0,2,1,0,0,0
3,2010,2010-09-26,3,23.044,NWE,,BUF,W 38-30,*,0,0,,0,0,0,0.0,5,0,0,0,0
4,2010,2010-10-04,4,23.052,NWE,@,MIA,W 41-14,*,0,0,,0,0,0,0.0,4,0,0,0,0
5,2010,2010-10-17,5,23.065,NWE,,BAL,W 23-20,*,0,0,,0,0,0,0.0,3,1,0,0,0
6,2010,2010-10-24,6,23.072,NWE,@,SDG,W 23-20,*,0,0,,0,0,0,0.0,2,1,1,0,0
7,2010,2010-10-31,7,23.079,NWE,,MIN,W 28-18,*,0,0,,0,0,0,0.0,4,1,1,37,0
8,2010,2010-11-07,8,23.086,NWE,@,CLE,L 14-34,*,0,0,,0,0,0,0.0,6,0,0,0,0
9,2010,2010-11-14,9,23.093,NWE,@,PIT,W 39-26,*,0,0,,0,0,0,0.0,7,2,0,0,0
10,2010,2010-11-21,10,23.100,NWE,,IND,W 31-28,*,0,0,,0,0,0,0.0,5,1,1,0,0
11,2010,2010-11-25,11,23.104,NWE,@,DET,W 45-24,*,0,0,,0,0,0,0.0,2,2,2,73,0
12,2010,2010-12-06,12,23.115,NWE,,NYJ,W 45-3,*,0,0,,0,0,0,0.0,2,0,1,0,0
13,2010,2010-12-12,13,23.121,NWE,@,CHI,W 36-7,*,0,0,,0,0,0,0.0,3,0,0,0,0
14,2010,2010-12-19,14,23.128,NWE,,GNB,W 31-27,*,0,0,,0,0,0,1.0,7,3,0,0,0
15,2010,2010-12-26,15,23.135,NWE,@,BUF,W 34-3,*,0,0,,0,0,0,0.0,3,1,0,0,0
16,2010,2011-01-02,16,23.142,NWE,,MIA,W 38-7,*,0,0,,0,0,0,0.0,1,0,1,0,0
17,2011,2011-09-12,1,24.030,NWE,@,MIA,W 38-24,*,0,0,,0,0,0,0.0,10,1,0,0,0
18,2011,2011-09-18,2,24.036,NWE,,SDG,W 35-21,*,0,0,,0,0,0,0.0,2,0,0,0,0
19,2011,2011-09-25,3,24.043,NWE,@,BUF,L 31-34,*,0,0,,0,0,0,0.0,8,3,0,0,0
20,2011,2011-10-02,4,24.050,NWE,@,OAK,W 31-19,*,0,0,,0,0,0,0.0,7,1,0,0,0
21,2011,2011-10-09,5,24.057,NWE,,NYJ,W 30-21,*,0,0,,0,0,0,0.0,1,0,0,0,0
22,2011,2011-10-16,6,24.064,NWE,,DAL,W 20-16,*,0,0,,0,0,0,0.0,3,1,0,0,0
23,2011,2011-10-30,7,24.078,NWE,@,PIT,L 17-25,*,0,0,,0,0,0,0.0,7,4,0,0,0
24,2011,2011-11-06,8,24.085,NWE,,NYG,L 20-24,*,1,24,24.00,0,0,0,0.0,5,1,0,0,0
25,2011,2011-11-13,9,24.092,NWE,@,NYJ,W 37-16,*,0,0,,0,0,0,0.0,3,0,0,0,0
26,2011,2011-12-04,12,24.113,NWE,,IND,W 31-24,*,0,0,,0,0,0,0.0,4,0,0,0,0
27,2011,2011-12-11,13,24.120,NWE,@,WAS,W 34-27,*,0,0,,0,0,0,0.0,6,2,0,0,0
28,2011,2011-12-18,14,24.127,NWE,@,DEN,W 41-23,*,0,0,,0,0,0,0.0,1,1,0,0,0
29,2011,2011-12-24,15,24.133,NWE,,MIA,W 27-24,*,0,0,,0,0,0,0.0,4,5,1,0,0
30,2011,2012-01-01,16,24.141,NWE,,BUF,W 49-21,*,0,0,,0,0,0,0.0,2,3,1,38,0
31,2012,2012-09-09,1,25.027,NWE,@,TEN,W 34-13,*,1,28,28.00,0,0,0,0.0,5,2,0,0,0
32,2012,2012-09-16,2,25.034,NWE,,ARI,L 18-20,*,2,46,23.00,0,0,0,0.0,1,2,0,0,0
33,2012,2012-09-23,3,25.041,NWE,@,BAL,L 30-31,*,1,24,24.00,0,0,0,0.0,6,1,0,0,0
34,2012,2012-09-30,4,25.048,NWE,@,BUF,W 52-28,*,1,20,20.00,0,0,0,0.0,5,0,2,34,0
35,2012,2012-10-07,5,25.055,NWE,,DEN,W 31-21,*,1,23,23.00,0,0,0,0.0,4,0,0,0,0
36,2012,2012-10-14,6,25.062,NWE,@,SEA,L 23-24,*,0,0,,0,0,0,0.0,4,1,0,0,0
37,2012,2012-10-21,7,25.069,NWE,,NYJ,W 29-26,*,6,199,33.17,1,0,6,0.0,5,0,0,0,0
38,2012,2012-10-28,8,25.076,NWE,@,STL,W 45-7,*,1,19,19.00,0,0,0,0.0,2,0,0,0,0
39,2012,2012-11-11,9,25.090,NWE,,BUF,W 37-31,*,2,36,18.00,0,0,0,0.0,4,4,1,0,0
40,2012,2012-11-18,10,25.097,NWE,,IND,W 59-24,*,4,94,23.50,0,0,0,0.0,4,3,0,0,0
41,2012,2012-11-22,11,25.101,NWE,@,NYJ,W 49-19,*,2,29,14.50,0,0,0,0.0,4,3,0,0,0
42,2012,2012-12-02,12,25.111,NWE,@,MIA,W 23-16,*,1,29,29.00,0,0,0,0.0,2,1,0,0,0
43,2012,2012-12-10,13,25.119,NWE,,HOU,W 42-14,*,0,0,,0,0,0,0.0,5,0,1,19,0
44,2012,2012-12-16,14,25.125,NWE,,SFO,L 34-41,*,5,107,21.40,0,0,0,0.0,1,1,1,0,0
45,2012,2012-12-23,15,25.132,NWE,@,JAX,W 23-16,*,0,0,,0,0,0,0.0,4,1,0,0,0
46,2012,2012-12-30,16,25.139,NWE,,MIA,W 28-0,*,0,0,,0,0,0,0.0,4,0,0,0,0
47,2013,2013-09-08,1,26.026,NWE,@,BUF,W 23-21,*,0,0,,0,0,0,0.0,2,1,0,0,0
48,2013,2013-09-12,2,26.030,NWE,,NYJ,W 13-10,*,0,0,,0,0,0,0.0,1,1,0,0,0
49,2013,2013-09-22,3,26.040,NWE,,TAM,W 23-3,*,0,0,,0,0,0,0.0,1,1,0,0,0
50,2013,2013-09-29,4,26.047,NWE,@,ATL,W 30-23,*,0,0,,0,0,0,0.0,6,3,0,0,0
51,2013,2013-10-06,5,26.054,NWE,@,CIN,L 6-13,*,3,74,24.67,0,0,0,0.0,8,4,0,0,0
52,2013,2013-10-13,6,26.061,NWE,,NOR,W 30-27,*,0,0,,0,0,0,0.0,3,0,0,0,0
53,2013,2013-10-20,7,26.068,NWE,@,NYJ,L 27-30,*,0,0,,0,0,0,0.0,5,2,0,0,0
54,2013,2013-10-27,8,26.075,NWE,,MIA,W 27-17,*,0,0,,0,0,0,0.0,2,4,0,0,0
55,2013,2013-11-03,9,26.082,NWE,,PIT,W 55-31,*,1,7,7.00,0,0,0,0.0,4,2,1,0,0
56,2013,2013-11-18,10,26.097,NWE,@,CAR,L 20-24,*,0,0,,0,0,0,0.0,2,0,0,0,0
