ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2017,2017-09-10,1,23.276,NYJ,@,BUF,L 12-21,*,0,0,,0,5,2,10,5.00,0,40.0%,2.00,0,0,,0
2,2017,2017-09-17,2,23.283,NYJ,@,OAK,L 20-45,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
3,2017,2017-09-24,3,23.290,NYJ,,MIA,W 20-6,,0,0,,0,1,1,24,24.00,0,100.0%,24.00,0,0,,0
4,2017,2017-10-01,4,23.297,NYJ,,JAX,W 23-20,,0,0,,0,0,0,0,,0,0.0%,,1,32,32.00,0
5,2017,2017-10-08,5,23.304,NYJ,@,CLE,W 17-14,,2,12,6.00,0,0,0,0,,0,0.0%,,1,14,14.00,0
6,2017,2017-10-15,6,23.311,NYJ,,NWE,L 17-24,,1,6,6.00,0,2,1,2,2.00,0,50.0%,1.00,3,53,17.67,0
7,2017,2017-10-22,7,23.318,NYJ,@,MIA,L 28-31,,0,0,,0,0,0,0,,0,0.0%,,2,30,15.00,0
8,2017,2017-11-02,9,23.329,NYJ,,BUF,W 34-21,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0
9,2017,2017-11-12,10,23.339,NYJ,@,TAM,L 10-15,,1,4,4.00,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0
10,2017,2017-11-26,11,23.353,NYJ,,CAR,L 27-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
11,2017,2017-12-03,12,23.360,NYJ,,KAN,W 38-31,*,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0
12,2017,2017-12-10,13,24.002,NYJ,@,DEN,L 0-23,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0
13,2017,2017-12-17,14,24.009,NYJ,@,NOR,L 19-31,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0
14,2017,2017-12-24,15,24.016,NYJ,,LAC,L 7-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
15,2017,2017-12-31,16,24.023,NYJ,@,NWE,L 6-26,,0,0,,0,2,1,46,46.00,0,50.0%,23.00,0,0,,0
