ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,23.067,TAM,,DET,L 20-27,*,,,,,
2,2011,2011-09-18,2,23.074,TAM,@,MIN,W 24-20,*,0,0,0.0,0,0
3,2011,2011-09-25,3,23.081,TAM,,ATL,W 16-13,*,0,0,1.0,2,0
4,2011,2011-10-03,4,23.089,TAM,,IND,W 24-17,*,0,0,1.0,2,0
5,2011,2011-10-09,5,23.095,TAM,@,SFO,L 3-48,*,0,0,0.0,1,1
6,2011,2011-10-16,6,23.102,TAM,,NOR,W 26-20,*,0,0,0.0,1,1
7,2011,2011-10-23,7,23.109,TAM,,CHI,L 18-24,*,0,0,1.0,3,0
8,2011,2011-11-06,8,23.123,TAM,@,NOR,L 16-27,*,0,0,0.0,1,1
9,2011,2011-11-13,9,23.130,TAM,,HOU,L 9-37,*,0,0,0.0,3,1
10,2011,2011-11-20,10,23.137,TAM,@,GNB,L 26-35,*,0,0,1.0,2,0
11,2011,2011-11-27,11,23.144,TAM,@,TEN,L 17-23,*,0,0,1.0,3,0
12,2011,2011-12-04,12,23.151,TAM,,CAR,L 19-38,*,0,0,0.5,2,3
13,2011,2011-12-11,13,23.158,TAM,@,JAX,L 14-41,*,0,0,1.0,3,1
14,2011,2011-12-17,14,23.164,TAM,,DAL,L 15-31,*,0,0,1.0,2,2
15,2011,2011-12-24,15,23.171,TAM,@,CAR,L 16-48,*,0,0,0.0,2,2
16,2011,2012-01-01,16,23.179,TAM,@,ATL,L 24-45,*,0,0,0.0,0,1
17,2012,2012-09-09,1,24.065,TAM,,CAR,W 16-10,*,0,0,0.0,0,1
18,2012,2012-09-16,2,24.072,TAM,@,NYG,L 34-41,*,,,,,
19,2012,2012-09-23,3,24.079,TAM,@,DAL,L 10-16,*,0,0,0.0,1,0
20,2013,2013-09-08,1,25.064,TAM,@,NYJ,L 17-18,*,0,0,0.0,2,1
21,2013,2013-09-15,2,25.071,TAM,,NOR,L 14-16,*,0,0,1.0,3,2
22,2013,2013-09-22,3,25.078,TAM,@,NWE,L 3-23,*,0,0,1.0,5,1
23,2013,2013-09-29,4,25.085,TAM,,ARI,L 10-13,*,0,0,0.0,3,0
24,2013,2013-10-13,5,25.099,TAM,,PHI,L 20-31,*,0,0,0.0,4,0
25,2013,2013-10-20,6,25.106,TAM,@,ATL,L 23-31,*,0,0,0.0,1,1
26,2013,2013-10-24,7,25.110,TAM,,CAR,L 13-31,*,0,0,1.0,4,0
27,2013,2013-11-03,8,25.120,TAM,@,SEA,L 24-27,*,0,0,0.0,2,0
28,2013,2013-11-11,9,25.128,TAM,,MIA,W 22-19,*,0,0,0.0,0,1
29,2013,2013-11-17,10,25.134,TAM,,ATL,W 41-28,*,0,0,0.0,5,2
30,2013,2013-11-24,11,25.141,TAM,@,DET,W 24-21,*,0,0,1.0,3,2
31,2013,2013-12-01,12,25.148,TAM,@,CAR,L 6-27,*,0,0,0.0,1,3
32,2013,2013-12-08,13,25.155,TAM,,BUF,W 27-6,*,0,0,0.0,2,1
33,2013,2013-12-15,14,25.162,TAM,,SFO,L 14-33,*,0,0,1.0,1,1
34,2013,2013-12-22,15,25.169,TAM,@,STL,L 13-23,*,0,0,0.0,2,1
35,2013,2013-12-29,16,25.176,TAM,@,NOR,L 17-42,*,0,0,0.5,6,4
36,2014,2014-09-07,1,26.063,TAM,,CAR,L 14-20,*,0,0,0.0,1,0
37,2015,2015-09-14,1,27.070,ATL,,PHI,W 26-24,*,0,0,0.0,1,0
38,2015,2015-09-20,2,27.076,ATL,@,NYG,W 24-20,*,0,0,0.0,0,0
39,2015,2015-09-27,3,27.083,ATL,@,DAL,W 39-28,,0,0,1.0,2,0
40,2015,2015-10-04,4,27.090,ATL,,HOU,W 48-21,,0,0,0.0,0,0
41,2015,2015-10-11,5,27.097,ATL,,WAS,W 25-19,*,0,0,0.0,2,0
42,2015,2015-10-15,6,27.101,ATL,@,NOR,L 21-31,,0,0,1.0,2,0
43,2015,2015-10-25,7,27.111,ATL,@,TEN,W 10-7,*,0,0,0.0,0,0
44,2015,2015-11-01,8,27.118,ATL,,TAM,L 20-23,,0,0,0.0,1,0
45,2015,2015-11-08,9,27.125,ATL,@,SFO,L 16-17,*,0,0,0.0,0,0
46,2015,2015-11-22,10,27.139,ATL,,IND,L 21-24,,0,0,0.0,2,0
47,2015,2015-11-29,11,27.146,ATL,,MIN,L 10-20,,0,0,0.0,1,0
48,2015,2015-12-06,12,27.153,ATL,@,TAM,L 19-23,,0,0,0.0,0,1
49,2015,2015-12-13,13,27.160,ATL,@,CAR,L 0-38,,0,0,0.0,1,0
50,2015,2015-12-20,14,27.167,ATL,@,JAX,W 23-17,,0,0,1.0,1,0
51,2015,2015-12-27,15,27.174,ATL,,CAR,W 20-13,,0,0,0.0,0,0
52,2015,2016-01-03,16,27.181,ATL,,NOR,L 17-20,,0,0,0.0,1,0
53,2016,2016-09-11,1,28.067,ATL,,TAM,L 24-31,*,0,0,0.0,2,0
54,2016,2016-09-18,2,28.074,ATL,@,OAK,W 35-28,,0,0,0.0,2,0
55,2016,2016-09-26,3,28.082,ATL,@,NOR,W 45-32,,0,0,0.0,0,0
56,2016,2016-10-02,4,28.088,ATL,,CAR,W 48-33,*,0,0,0.0,3,0
57,2016,2016-10-09,5,28.095,ATL,@,DEN,W 23-16,,0,0,0.5,2,1
58,2016,2016-10-16,6,28.102,ATL,@,SEA,L 24-26,*,0,0,0.0,1,0
59,2016,2016-10-23,7,28.109,ATL,,SDG,L 30-33,,1,6,1.0,3,0
60,2016,2016-10-30,8,28.116,ATL,,GNB,W 33-32,,0,0,2.0,3,0
61,2016,2016-11-03,9,28.120,ATL,@,TAM,W 43-28,*,0,0,1.0,3,0
62,2016,2016-11-13,10,28.130,ATL,@,PHI,L 15-24,*,0,0,0.0,0,0
63,2016,2016-11-27,11,28.144,ATL,,ARI,W 38-19,,0,0,0.0,0,0
64,2016,2016-12-24,15,28.171,ATL,@,CAR,W 33-16,*,0,0,0.0,0,2
65,2016,2017-01-01,16,28.179,ATL,,NOR,W 38-32,*,0,0,0.0,0,0
66,2017,2017-09-10,1,29.066,ATL,@,CHI,W 23-17,,0,0,0.0,1,0
67,2017,2017-09-17,2,29.073,ATL,,GNB,W 34-23,*,0,0,1.0,1,0
68,2017,2017-09-24,3,29.080,ATL,@,DET,W 30-26,,0,0,1.0,2,0
69,2017,2017-10-01,4,29.087,ATL,,BUF,L 17-23,,0,0,0.0,1,0
70,2017,2017-10-15,5,29.101,ATL,,MIA,L 17-20,,0,0,0.0,0,1
71,2017,2017-10-22,6,29.108,ATL,@,NWE,L 7-23,,0,0,0.0,0,0
72,2017,2017-10-29,7,29.115,ATL,@,NYJ,W 25-20,,0,0,0.0,2,0
73,2017,2017-11-05,8,29.122,ATL,@,CAR,L 17-20,*,0,0,0.0,1,1
74,2017,2017-11-12,9,29.129,ATL,,DAL,W 27-7,,0,0,6.0,6,0
75,2017,2017-11-20,10,29.137,ATL,@,SEA,W 34-31,,1,6,0.0,1,0
76,2017,2017-11-26,11,29.143,ATL,,TAM,W 34-20,,0,0,0.0,0,0
77,2017,2017-12-03,12,29.150,ATL,,MIN,L 9-14,,0,0,0.0,1,0
78,2017,2017-12-07,13,29.154,ATL,,NOR,W 20-17,,0,0,1.0,1,0
79,2017,2017-12-18,14,29.165,ATL,@,TAM,W 24-21,,0,0,0.5,0,1
80,2017,2017-12-24,15,29.171,ATL,@,NOR,L 13-23,,0,0,0.0,0,1
81,2017,2017-12-31,16,29.178,ATL,,CAR,W 22-10,,0,0,0.0,0,0
82,2018,2018-09-09,1,30.065,NWE,,HOU,W 27-20,,0,0,0.0,0,0
83,2018,2018-09-16,2,30.072,NWE,@,JAX,L 20-31,,0,0,0.0,0,0
84,2018,2018-09-23,3,30.079,NWE,@,DET,L 10-26,*,0,0,0.0,1,0
