ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1967,1967-09-09,1,22.330,KAN,@,HOU,W 25-20,,,,,,,0,0,4,150,37.50,0
2,1967,1967-09-24,2,22.345,KAN,@,MIA,W 24-0,,,,,,,0,0,4,163,40.75,0
3,1967,1967-10-01,3,22.352,KAN,@,OAK,L 21-23,,,,,,,0,0,8,333,41.63,0
4,1967,1967-10-08,4,22.359,KAN,,MIA,W 41-0,,,,,,,0,0,3,90,30.00,0
5,1968,1968-10-20,7,24.006,HOU,,NYJ,L 14-20,2,2,100.0,,1,0.0,0,2,0,0,,0
6,1968,1968-10-27,8,24.013,HOU,@,BUF,W 30-7,3,3,100.0,3,5,60.0,0,12,0,0,,0
7,1968,1968-11-03,9,24.020,HOU,@,CIN,W 27-17,3,3,100.0,2,2,100.0,0,9,0,0,,0
8,1968,1968-11-10,10,24.027,HOU,@,NYJ,L 7-26,1,1,100.0,,,,0,1,,,,
9,1968,1968-11-17,11,24.034,HOU,,DEN,W 38-17,5,5,100.0,1,1,100.0,0,8,0,0,,0
10,1968,1968-11-28,12,24.045,HOU,@,KAN,L 10-24,1,1,100.0,1,2,50.0,0,4,0,0,,0
11,1968,1968-12-07,13,24.054,HOU,,BUF,W 35-6,5,5,100.0,,2,0.0,0,5,0,0,,0
12,1968,1968-12-15,14,24.062,HOU,,BOS,W 45-17,6,6,100.0,1,3,33.3,0,9,0,0,,0
