ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1976,1976-09-12,1,22.006,OAK,,PIT,W 31-28
2,1976,1976-09-20,2,22.014,OAK,@,KAN,W 24-21
3,1976,1976-09-26,3,22.020,OAK,@,HOU,W 14-13
4,1976,1976-10-03,4,22.027,OAK,@,NWE,L 17-48
5,1976,1976-10-10,5,22.034,OAK,@,SDG,W 27-17
6,1976,1976-10-17,6,22.041,OAK,@,DEN,W 17-10
7,1976,1976-10-24,7,22.048,OAK,,GNB,W 18-14
8,1976,1976-10-31,8,22.055,OAK,,DEN,W 19-6
9,1976,1976-11-07,9,22.062,OAK,@,CHI,W 28-27
10,1976,1976-11-14,10,22.069,OAK,,KAN,W 21-10
11,1976,1976-11-21,11,22.076,OAK,@,PHI,W 26-7
12,1976,1976-11-28,12,22.083,OAK,,TAM,W 49-16
13,1976,1976-12-06,13,22.091,OAK,,CIN,W 35-20
14,1976,1976-12-12,14,22.097,OAK,,SDG,W 24-0
15,1977,1977-10-23,6,23.047,GNB,@,TAM,W 13-0
16,1977,1977-10-30,7,23.054,GNB,,CHI,L 0-26
17,1977,1977-11-06,8,23.061,GNB,@,KAN,L 10-20
18,1977,1977-11-13,9,23.068,GNB,,RAM,L 6-24
19,1977,1977-11-27,11,23.082,GNB,,MIN,L 6-13
20,1977,1977-12-04,12,23.089,GNB,,DET,W 10-9
21,1977,1977-12-11,13,23.096,GNB,@,CHI,L 10-21
22,1977,1977-12-18,14,23.103,GNB,,SFO,W 16-14
