ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1968,1968-09-15,1,21.268,NOR,,CLE,L 10-24,1,16,16.00,0,1,6,6.00,0,0,0,0,0,0
2,1968,1968-09-22,2,21.275,NOR,,WAS,W 37-17,3,67,22.33,0,0,0,,0,0,0,0,0,0
3,1968,1968-09-29,3,21.282,NOR,,STL,L 20-21,0,0,,0,0,0,,0,0,0,1,16,0
4,1968,1968-10-06,4,21.289,NOR,@,NYG,L 21-38,4,120,30.00,0,0,0,,0,0,0,0,0,0
5,1968,1968-10-13,5,21.296,NOR,,MIN,W 20-17,2,53,26.50,0,0,0,,0,0,0,0,0,0
6,1968,1968-10-20,6,21.303,NOR,@,PIT,W 16-12,1,18,18.00,0,0,0,,0,0,0,0,0,0
7,1968,1968-10-27,7,21.310,NOR,@,STL,L 17-31,3,68,22.67,0,0,0,,0,0,0,0,0,0
8,1968,1968-11-03,8,21.317,NOR,,DAL,L 3-17,0,0,,0,3,20,6.67,0,0,0,1,35,0
9,1968,1968-11-10,9,21.324,NOR,@,CLE,L 17-35,1,15,15.00,0,2,13,6.50,0,0,0,0,0,0
10,1968,1968-11-17,10,21.331,NOR,@,GNB,L 7-29,3,63,21.00,0,1,3,3.00,0,0,0,0,0,0
11,1968,1968-11-24,11,21.338,NOR,@,DET,T 20-20,3,81,27.00,0,1,0,0.00,0,0,0,0,0,0
12,1968,1968-12-01,12,21.345,NOR,,CHI,L 17-23,2,32,16.00,0,0,0,,0,0,0,0,0,0
13,1968,1968-12-08,13,21.352,NOR,@,PHI,L 17-29,0,0,,0,0,0,,0,0,0,1,0,0
14,1969,1969-09-28,2,22.280,NOR,,DAL,L 17-21,1,22,22.00,0,0,0,,0,0,0,0,0,0
15,1969,1969-10-19,5,22.301,NOR,,BAL,L 10-30,2,46,23.00,0,0,0,,0,0,0,0,0,0
16,1969,1969-11-02,7,22.315,NOR,@,STL,W 51-42,1,86,86.00,0,0,0,,0,0,0,0,0,0
17,1969,1969-11-09,8,22.322,NOR,@,DAL,L 17-33,3,39,13.00,0,1,1,1.00,0,0,0,0,0,0
18,1969,1969-11-16,9,22.329,NOR,@,NYG,W 25-24,0,0,,0,1,2,2.00,0,0,0,0,0,0
19,1969,1969-11-23,10,22.336,NOR,,SFO,W 43-38,0,0,,0,2,22,11.00,0,0,0,1,0,0
20,1969,1969-11-30,11,22.343,NOR,,PHI,W 26-17,0,0,,0,2,37,18.50,0,0,0,1,0,0
21,1969,1969-12-07,12,22.350,NOR,@,ATL,L 17-45,1,15,15.00,0,1,4,4.00,0,0,0,0,0,0
22,1969,1969-12-14,13,22.357,NOR,@,WAS,L 14-17,1,19,19.00,0,1,7,7.00,0,0,0,0,0,0
23,1969,1969-12-21,14,22.364,NOR,,PIT,W 27-24,0,0,,0,1,0,0.00,0,0,0,0,0,0
24,1970,1970-09-20,1,23.272,NOR,,ATL,L 3-14,,,,,,,,,,,,,
25,1970,1970-09-27,2,23.279,NOR,@,MIN,L 0-26,0,0,,0,2,5,2.50,0,0,0,0,0,0
26,1970,1970-10-04,3,23.286,NOR,,NYG,W 14-10,0,0,,0,1,4,4.00,0,0,0,0,0,0
27,1970,1970-10-11,4,23.293,NOR,@,STL,L 17-24,0,0,,0,1,0,0.00,0,0,0,0,0,0
28,1970,1970-10-18,5,23.300,NOR,@,SFO,T 20-20,0,0,,0,1,5,5.00,0,0,0,0,0,0
29,1970,1970-12-06,12,23.349,NOR,@,RAM,L 16-34,,,,,,,,,,,,,
30,1970,1970-12-13,13,23.356,NOR,,SFO,L 27-38,,,,,,,,,,,,,
31,1970,1970-12-20,14,23.363,NOR,,CHI,L 3-24,,,,,,,,,,,,,
32,1971,1971-09-19,1,24.271,RAM,@,NOR,L 20-24,2,59,29.50,0,0,0,,0,0,0,0,0,0
33,1971,1971-09-26,2,24.278,RAM,,ATL,T 20-20,2,38,19.00,0,0,0,,0,0,0,0,0,0
34,1971,1971-10-03,3,24.285,RAM,,CHI,W 17-3,,,,,,,,,,,,,
35,1971,1971-10-10,4,24.292,RAM,@,SFO,W 20-13,1,15,15.00,0,0,0,,0,0,0,1,6,0
36,1971,1971-10-17,5,24.299,RAM,@,ATL,W 24-16,0,0,,0,0,0,,0,0,0,1,23,0
37,1971,1971-10-24,6,24.306,RAM,,GNB,W 30-13,,,,,,,,,,,,,
38,1971,1971-10-31,7,24.313,RAM,,MIA,L 14-20,,,,,,,,,,,,,
39,1971,1971-11-08,8,24.321,RAM,@,BAL,L 17-24,1,29,29.00,0,0,0,,0,0,0,1,20,0
40,1971,1971-11-14,9,24.327,RAM,@,DET,W 21-13,,,,,,,,,,,,,
41,1971,1971-11-21,10,24.334,RAM,,SFO,W 17-6,0,0,,0,0,0,,0,0,0,3,50,0
42,1971,1971-11-25,11,24.338,RAM,@,DAL,L 21-28,,,,,,,,,,,,,
43,1971,1971-12-05,12,24.348,RAM,,NOR,W 45-28,,,,,,,,,,,,,
44,1971,1971-12-13,13,24.356,RAM,,WAS,L 24-38,1,23,23.00,0,0,0,,0,0,0,0,0,0
45,1971,1971-12-19,14,24.362,RAM,@,PIT,W 23-14,,,,,,,,,,,,,
46,1972,1972-09-17,1,25.270,RAM,,NOR,W 34-14,,,,,,,,,,,,,
47,1972,1972-09-24,2,25.277,RAM,@,CHI,T 13-13,0,0,,0,0,0,,0,1,6,1,24,1
48,1972,1972-10-01,3,25.284,RAM,@,ATL,L 3-31,,,,,,,,,,,,,
49,1972,1972-10-08,4,25.291,RAM,,SFO,W 31-7,,,,,,,,,,,,,
50,1972,1972-10-15,5,25.298,RAM,@,PHI,W 34-3,0,0,,0,0,0,,0,0,0,1,0,0
51,1972,1972-10-22,6,25.305,RAM,,CIN,W 15-12,,,,,,,,,,,,,
52,1972,1972-10-29,7,25.312,RAM,@,OAK,L 17-45,,,,,,,,,,,,,
53,1972,1972-11-12,9,25.326,RAM,,DEN,L 10-16,0,0,,0,0,0,,0,0,0,1,2,0
54,1972,1972-11-19,10,25.333,RAM,,MIN,L 41-45,,,,,,,,,,,,,
55,1972,1972-11-26,11,25.340,RAM,@,NOR,L 16-19,2,51,25.50,0,0,0,,0,0,0,0,0,0
56,1972,1972-12-04,12,25.348,RAM,@,SFO,W 26-16,,,,,,,,,,,,,
57,1972,1972-12-10,13,25.354,RAM,@,STL,L 14-24,,,,,,,,,,,,,
58,1972,1972-12-17,14,25.361,RAM,,DET,L 17-34,,,,,,,,,,,,,
