ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1985,1985-11-03,9,23.159,NYG,,TAM,W 22-20,1,1,100.0,5,5,100.0,0,16
2,1985,1985-11-10,10,23.166,NYG,,RAM,W 24-19,3,3,100.0,1,1,100.0,0,6
3,1985,1985-11-18,11,23.174,NYG,@,WAS,L 21-23,3,3,100.0,,,,0,3
4,1985,1985-11-24,12,23.180,NYG,@,STL,W 34-3,4,4,100.0,2,3,66.7,0,10
5,1985,1985-12-01,13,23.187,NYG,,CLE,L 33-35,3,4,75.0,2,3,66.7,0,9
6,1985,1985-12-08,14,23.194,NYG,@,HOU,W 35-14,5,5,100.0,,,,0,5
7,1985,1985-12-15,15,23.201,NYG,@,DAL,L 21-28,3,3,100.0,,,,0,3
8,1985,1985-12-21,16,23.207,NYG,,PIT,W 28-10,4,4,100.0,,1,0.0,0,4
9,1986,1986-11-23,12,24.179,STL,,KAN,W 23-14,2,2,100.0,1,2,50.0,0,5
10,1986,1986-11-30,13,24.186,STL,,WAS,L 17-20,2,2,100.0,1,1,100.0,0,5
11,1986,1986-12-07,14,24.193,STL,@,PHI,T 10-10,1,1,100.0,1,4,25.0,0,4
12,1986,1986-12-14,15,24.200,STL,@,NYG,L 7-27,1,1,100.0,,1,0.0,0,1
13,1986,1986-12-21,16,24.207,STL,,TAM,W 21-17,3,3,100.0,,3,0.0,0,3
14,1987,1987-10-04,3,25.129,NWE,,CLE,L 10-20,1,1,100.0,1,2,50.0,0,4
