ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2017,2017-10-01,4,21.326,ATL,,BUF,L 17-23,,0,0,,0,0,0,0,,0,0.0%,
2,2017,2017-11-19,10,22.010,CIN,@,DEN,W 20-17,,0,0,,0,0,0,0,,0,0.0%,
3,2017,2017-12-04,12,22.025,CIN,,PIT,L 20-23,,0,0,,0,0,0,0,,0,0.0%,
4,2017,2017-12-10,13,22.031,CIN,,CHI,L 7-33,,2,8,4.00,0,1,1,2,2.00,0,100.0%,2.00
5,2017,2017-12-17,14,22.038,CIN,@,MIN,L 7-34,,5,12,2.40,0,0,0,0,,0,0.0%,
6,2017,2017-12-24,15,22.045,CIN,,DET,W 26-17,,4,17,4.25,0,1,1,34,34.00,0,100.0%,34.00
7,2017,2017-12-31,16,22.052,CIN,@,BAL,W 31-27,,0,0,,0,0,0,0,,0,0.0%,
8,2018,2018-09-23,3,22.318,ATL,,NOR,L 37-43,,0,0,,0,0,0,0,,0,0.0%,
