ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1951,1951-09-30,1,24.050,DET,,WAS,W 35-17,2,50,25.00,1,0,0,,0,,,,,1,
2,1951,1951-10-08,2,24.058,DET,,NYY,W 37-10,0,0,,0,1,25,25.00,0,,,,,0,
3,1951,1951-10-14,3,24.064,DET,,RAM,L 21-27,2,14,7.00,0,1,-2,-2.00,0,,,,,0,
4,1951,1951-10-21,4,24.071,DET,,NYY,T 24-24,1,21,21.00,0,0,0,,0,,,,,0,
5,1951,1951-10-28,5,24.078,DET,,CHI,L 23-28,5,140,28.00,1,0,0,,0,,,,,1,
6,1952,1952-09-28,1,25.048,DET,@,SFO,L 3-17,1,21,21.00,0,0,0,,0,,,,,0,
7,1952,1952-10-03,2,25.053,DET,@,RAM,W 17-14,1,7,7.00,0,0,0,,0,,,,,0,
8,1952,1952-10-12,3,25.062,DET,,SFO,L 0-28,1,-2,-2.00,0,0,0,,0,,,,,0,
9,1952,1952-10-26,5,25.076,DET,@,GNB,W 52-17,2,37,18.50,0,0,0,,0,,,,,0,
10,1952,1952-11-09,7,25.090,DET,@,PIT,W 31-6,0,0,,0,1,3,3.00,0,,,,,0,
11,1952,1952-11-16,8,25.097,DET,,DTX,W 43-13,3,60,20.00,0,0,33,,0,,,,,0,
12,1952,1952-12-07,11,25.118,DET,,CHI,W 45-21,2,24,12.00,1,0,0,,0,,,,,1,
13,1953,1953-11-22,9,26.103,DET,@,CHI,W 20-16,3,31,10.33,0,0,0,,0,,,,,0,
14,1953,1953-12-06,11,26.117,DET,,CHI,W 13-7,1,30,30.00,0,0,0,,0,,,,,0,
15,1953,1953-12-13,12,26.124,DET,@,NYG,W 27-16,2,14,7.00,0,0,0,,0,,,,,0,
16,1954,1954-10-24,4,27.074,DET,@,SFO,L 31-37,3,21,7.00,2,0,0,,0,,,,,2,
17,1954,1954-10-31,5,27.081,DET,@,RAM,W 27-24,2,60,30.00,0,0,0,,0,,,,,0,
18,1954,1954-11-06,6,27.087,DET,@,BAL,W 27-3,1,26,26.00,0,0,0,,0,,,,,0,
19,1954,1954-11-14,7,27.095,DET,,SFO,W 48-7,2,38,19.00,1,0,0,,0,,,,,1,
20,1954,1954-12-12,11,27.123,DET,@,CHI,L 24-28,2,58,29.00,1,0,0,,0,,,,,1,
21,1955,1955-09-25,1,28.045,DET,@,GNB,L 17-20,3,86,28.67,1,0,0,,0,,,,,1,
22,1955,1955-10-01,2,28.051,DET,@,BAL,L 13-28,2,43,21.50,0,0,0,,0,,,,,0,
23,1955,1955-10-09,3,28.059,DET,,RAM,L 10-17,7,80,11.43,0,0,0,,0,,,,,0,
24,1955,1955-10-16,4,28.066,DET,,SFO,L 24-27,2,35,17.50,0,0,0,,0,,,,,0,
