ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-15,2,25.097,BAL,,TAM,L 0-25,
2,2002,2002-10-06,4,25.118,BAL,@,CLE,W 26-21,
3,2002,2002-10-13,5,25.125,BAL,@,IND,L 20-22,
4,2002,2002-10-20,6,25.132,BAL,,JAX,W 17-10,
5,2002,2002-10-27,7,25.139,BAL,,PIT,L 18-31,
6,2002,2002-11-03,8,25.146,BAL,@,ATL,L 17-20,
7,2002,2002-11-10,9,25.153,BAL,,CIN,W 38-27,
8,2002,2002-11-17,10,25.160,BAL,@,MIA,L 7-26,
9,2002,2002-11-24,11,25.167,BAL,,TEN,W 13-12,
10,2002,2002-12-01,12,25.174,BAL,@,CIN,W 27-23,
11,2002,2002-12-08,13,25.181,BAL,,NOR,L 25-37,
12,2002,2002-12-15,14,25.188,BAL,@,HOU,W 23-19,
13,2002,2002-12-29,16,25.202,BAL,@,PIT,L 31-34,
14,2003,2003-09-07,1,26.089,BAL,@,PIT,L 15-34,
