ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,22.150,SEA,,CLE,L 7-21,0,0,,0,,,,
2,1982,1982-09-19,2,22.157,SEA,@,HOU,L 21-23,0,0,,0,,,,
3,1982,1982-11-21,3,22.220,SEA,@,DEN,W 17-10,0,0,,0,,,,
4,1982,1982-11-28,4,22.227,SEA,,PIT,W 16-0,0,0,,0,,,,
5,1982,1982-12-05,5,22.234,SEA,@,RAI,L 23-28,0,0,,0,,,,
6,1982,1982-12-12,6,22.241,SEA,,CHI,W 20-14,0,0,,0,,,,
7,1982,1982-12-19,7,22.248,SEA,,NWE,L 0-16,0,0,,0,,,,
8,1982,1982-12-26,8,22.255,SEA,@,CIN,L 10-24,0,0,,0,,,,
9,1982,1983-01-02,9,22.262,SEA,,DEN,W 13-11,2,41,20.50,0,0.0,0,0,0
10,1983,1983-09-04,1,23.142,SEA,@,KAN,L 13-17,2,43,21.50,0,0.0,0,0,0
11,1983,1983-09-11,2,23.149,SEA,@,NYJ,W 17-10,1,16,16.00,0,0.0,0,0,0
12,1983,1983-11-27,13,23.226,SFO,@,CHI,L 3-13,,,,,,,,
13,1983,1983-12-04,14,23.233,SFO,,TAM,W 35-21,,,,,,,,
14,1983,1983-12-11,15,23.240,SFO,@,BUF,W 23-10,,,,,,,,
15,1983,1983-12-19,16,23.248,SFO,,DAL,W 42-17,,,,,,,,
16,1984,1984-09-09,2,24.147,KAN,@,CIN,W 27-22,,,,,,,,
17,1984,1984-09-16,3,24.154,KAN,,RAI,L 20-22,,,,,,,,
18,1984,1984-09-23,4,24.161,KAN,@,DEN,L 0-21,0,0,,0,1.0,0,0,0
19,1984,1984-09-30,5,24.168,KAN,,CLE,W 10-6,0,0,,0,2.5,1,22,0
20,1984,1984-10-07,6,24.175,KAN,,NYJ,L 16-17,,,,,,,,
21,1984,1984-10-14,7,24.182,KAN,,SDG,W 31-13,,,,,,,,
22,1984,1984-10-21,8,24.189,KAN,@,NYJ,L 7-28,,,,,,,,
23,1984,1984-10-28,9,24.196,KAN,,TAM,W 24-20,0,0,,0,0.0,1,11,0
24,1984,1984-11-04,10,24.203,KAN,@,SEA,L 0-45,,,,,,,,
25,1984,1984-11-11,11,24.210,KAN,,HOU,L 16-17,,,,,,,,
26,1984,1984-11-18,12,24.217,KAN,@,RAI,L 7-17,,,,,,,,
27,1984,1984-11-25,13,24.224,KAN,@,NYG,L 27-28,,,,,,,,
28,1984,1984-12-02,14,24.231,KAN,,DEN,W 16-13,0,0,,0,0.5,0,0,0
29,1984,1984-12-09,15,24.238,KAN,,SEA,W 34-7,,,,,,,,
30,1984,1984-12-16,16,24.245,KAN,@,SDG,W 42-21,,,,,,,,
31,1986,1986-09-07,1,26.145,KAN,,CIN,W 24-14,0,0,,0,1.0,0,0,0
32,1986,1986-09-14,2,26.152,KAN,@,SEA,L 17-23,,,,,,,,
33,1986,1986-09-21,3,26.159,KAN,,HOU,W 27-13,,,,,,,,
34,1987,1987-11-01,7,27.200,KAN,@,CHI,L 28-31,,,,,,,,
