ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2015,2015-09-13,1,22.092,DET,@,SDG,L 28-33,,7,50,7.14,1,4,4,44,11.00,0,100.0%,11.00,3,105,35.00,0,1,6
2,2015,2015-09-20,2,22.099,DET,@,MIN,L 16-26,*,6,9,1.50,0,1,1,9,9.00,0,100.0%,9.00,3,84,28.00,0,0,0
3,2015,2015-09-27,3,22.106,DET,,DEN,L 12-24,,8,23,2.88,0,5,2,19,9.50,1,40.0%,3.80,0,0,,0,1,6
4,2015,2015-10-05,4,22.114,DET,@,SEA,L 10-13,*,13,33,2.54,0,5,2,11,5.50,0,40.0%,2.20,2,54,27.00,0,0,0
5,2015,2015-10-11,5,22.120,DET,,ARI,L 17-42,,6,16,2.67,0,2,1,9,9.00,0,50.0%,4.50,1,41,41.00,0,0,0
6,2015,2015-10-18,6,22.127,DET,,CHI,W 37-34,*,14,48,3.43,0,4,3,21,7.00,0,75.0%,5.25,1,22,22.00,0,0,0
7,2015,2015-10-25,7,22.134,DET,,MIN,L 19-28,,8,43,5.38,0,0,0,0,,0,0.0%,,3,79,26.33,0,0,0
8,2015,2015-11-01,8,22.141,DET,@,KAN,L 10-45,,1,3,3.00,0,2,0,0,,0,0.0%,0.00,6,151,25.17,0,0,0
9,2015,2015-11-15,9,22.155,DET,@,GNB,W 18-16,,5,15,3.00,0,1,1,7,7.00,0,100.0%,7.00,2,134,67.00,0,0,0
10,2015,2015-11-22,10,22.162,DET,,OAK,W 18-13,,12,44,3.67,0,2,1,2,2.00,0,50.0%,1.00,2,54,27.00,0,0,0
11,2015,2015-11-26,11,22.166,DET,,PHI,W 45-14,*,16,63,3.94,0,2,1,12,12.00,0,50.0%,6.00,1,25,25.00,0,0,0
12,2015,2015-12-03,12,22.173,DET,,GNB,L 23-27,*,13,67,5.15,0,1,0,0,,0,0.0%,0.00,2,51,25.50,0,0,0
13,2015,2015-12-13,13,22.183,DET,@,STL,L 14-21,*,7,23,3.29,0,2,2,21,10.50,0,100.0%,10.50,1,21,21.00,0,0,0
14,2015,2015-12-21,14,22.191,DET,@,NOR,W 35-27,*,9,77,8.56,1,2,2,12,6.00,0,100.0%,6.00,4,123,30.75,0,1,6
15,2015,2015-12-27,15,22.197,DET,,SFO,W 32-17,*,8,39,4.88,0,4,4,9,2.25,0,100.0%,2.25,2,69,34.50,0,0,0
16,2015,2016-01-03,16,22.204,DET,@,CHI,W 24-20,*,10,44,4.40,0,1,1,7,7.00,0,100.0%,7.00,4,64,16.00,0,0,0
17,2016,2016-09-11,1,23.090,DET,@,IND,W 39-35,*,12,63,5.25,0,5,5,57,11.40,1,100.0%,11.40,0,0,,0,1,6
18,2016,2016-09-18,2,23.097,DET,,TEN,L 15-16,*,6,38,6.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2017,2017-09-10,1,24.089,DET,,ARI,W 35-23,*,15,30,2.00,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0
20,2017,2017-09-18,2,24.097,DET,@,NYG,W 24-10,*,17,86,5.06,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2017,2017-09-24,3,24.103,DET,,ATL,L 26-30,*,14,47,3.36,0,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0
22,2017,2017-10-01,4,24.110,DET,@,MIN,W 14-7,*,20,94,4.70,1,4,3,15,5.00,0,75.0%,3.75,0,0,,0,1,6
23,2017,2017-10-08,5,24.117,DET,,CAR,L 24-27,*,10,31,3.10,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
24,2017,2017-10-15,6,24.124,DET,@,NOR,L 38-52,*,14,54,3.86,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
25,2017,2017-10-29,7,24.138,DET,,PIT,L 15-20,*,11,27,2.45,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0
26,2017,2017-11-06,8,24.146,DET,@,GNB,W 30-17,*,21,48,2.29,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,6
27,2017,2017-11-12,9,24.152,DET,,CLE,W 38-24,*,11,52,4.73,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,1,6
28,2017,2017-11-19,10,24.159,DET,@,CHI,W 27-24,*,11,22,2.00,0,2,2,13,6.50,1,100.0%,6.50,1,15,15.00,0,1,6
29,2017,2017-11-23,11,24.163,DET,,MIN,L 23-30,*,6,14,2.33,0,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0
30,2017,2017-12-16,14,24.186,DET,,CHI,W 20-10,,1,8,8.00,0,4,3,13,4.33,0,75.0%,3.25,1,25,25.00,0,0,0
31,2017,2017-12-24,15,24.194,DET,@,CIN,L 17-26,,6,21,3.50,0,2,1,5,5.00,0,50.0%,2.50,5,114,22.80,0,0,0
32,2017,2017-12-31,16,24.201,DET,,GNB,W 35-11,,8,18,2.25,1,2,1,11,11.00,0,50.0%,5.50,1,25,25.00,0,1,6
