ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,30.048,HOU,@,PIT,W 19-7,,,
2,1970,1970-09-27,2,30.055,HOU,,MIA,L 10-20,,,
3,1970,1970-10-04,3,30.062,HOU,@,CIN,W 20-13,,,
4,1970,1970-10-11,4,30.069,HOU,,BAL,L 20-24,,,
5,1970,1970-10-18,5,30.076,HOU,,PIT,L 3-7,,,
6,1970,1970-10-25,6,30.083,HOU,@,SDG,T 31-31,,,
7,1970,1970-11-01,7,30.090,HOU,@,STL,L 0-44,,,
8,1970,1970-11-08,8,30.097,HOU,@,KAN,L 9-24,,,
9,1970,1970-11-15,9,30.104,HOU,,SFO,L 20-30,,,
10,1970,1970-11-22,10,30.111,HOU,@,CLE,L 14-28,,,
11,1970,1970-11-29,11,30.118,HOU,,DEN,W 31-21,,,
12,1970,1970-12-07,12,30.126,HOU,,CLE,L 10-21,,,
13,1970,1970-12-13,13,30.132,HOU,,CIN,L 20-30,,,
14,1970,1970-12-20,14,30.139,HOU,@,DAL,L 10-52,,,
15,1971,1971-09-19,1,31.047,HOU,@,CLE,L 0-31,,,
16,1971,1971-09-26,2,31.054,HOU,,KAN,L 16-20,,,
17,1971,1971-10-03,3,31.061,HOU,,NOR,T 13-13,,,
18,1971,1971-10-10,4,31.068,HOU,@,WAS,L 13-22,,,
19,1971,1971-10-17,5,31.075,HOU,,DET,L 7-31,,,
20,1971,1971-10-24,6,31.082,HOU,@,PIT,L 16-23,,,
21,1971,1971-10-31,7,31.089,HOU,,CIN,W 10-6,,,
22,1971,1971-11-07,8,31.096,HOU,@,NWE,L 20-28,,,
23,1971,1971-11-14,9,31.103,HOU,@,OAK,L 21-41,,,
24,1971,1971-11-21,10,31.110,HOU,@,CIN,L 13-28,,,
25,1971,1971-11-28,11,31.117,HOU,,CLE,L 24-37,,,
26,1971,1971-12-05,12,31.124,HOU,,PIT,W 29-3,,,
27,1971,1971-12-12,13,31.131,HOU,@,BUF,W 20-14,,,
28,1971,1971-12-19,14,31.138,HOU,,SDG,W 49-33,,,
29,1972,1972-09-17,1,32.045,HOU,@,DEN,L 17-30,,,
30,1972,1972-09-24,2,32.052,HOU,@,MIA,L 13-34,,,
31,1972,1972-10-01,3,32.059,HOU,,NYJ,W 26-20,,,
32,1972,1972-10-09,4,32.067,HOU,,OAK,L 0-34,,,
33,1972,1972-10-15,5,32.073,HOU,@,PIT,L 7-24,,,
34,1972,1972-10-22,6,32.080,HOU,,CLE,L 17-23,,,
35,1972,1972-10-29,7,32.087,HOU,@,CIN,L 7-30,,,
36,1972,1972-11-05,8,32.094,HOU,@,CLE,L 0-20,,,
37,1972,1972-11-12,9,32.101,HOU,,PHI,L 17-18,,,
38,1972,1972-11-19,10,32.108,HOU,,GNB,L 10-23,,,
39,1972,1972-11-26,11,32.115,HOU,@,SDG,L 20-34,,,
40,1972,1972-12-03,12,32.122,HOU,@,ATL,L 10-20,,,
41,1972,1972-12-10,13,32.129,HOU,,PIT,L 3-9,,,
42,1972,1972-12-17,14,32.136,HOU,,CIN,L 17-61,,,
43,1973,1973-09-16,1,33.044,KAN,,RAM,L 13-23,,,
44,1973,1973-09-23,2,33.051,KAN,@,NWE,W 10-7,,,
45,1973,1973-09-30,3,33.058,KAN,,OAK,W 16-3,,,
46,1973,1973-10-07,4,33.065,KAN,,DEN,W 16-14,,,
47,1973,1973-10-14,5,33.072,KAN,@,GNB,T 10-10,,,
48,1973,1973-10-21,6,33.079,KAN,@,CIN,L 6-14,,,
49,1973,1973-10-29,7,33.087,KAN,@,BUF,L 14-23,,,
50,1973,1973-11-04,8,33.093,KAN,@,SDG,W 19-0,1,17,0
51,1973,1973-12-08,13,33.127,KAN,@,OAK,L 7-37,,,
52,1973,1973-12-16,14,33.135,KAN,,SDG,W 33-6,,,
