ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1971,1971-10-10,4,22.124,DET,,GNB,W 31-28,,,,,,,,,,,,,,,,,,,,,,,,,
2,1971,1971-10-17,5,22.131,DET,@,HOU,W 31-7,,,,,,,,,,,,,,,,,,,,,,,,,
3,1971,1971-10-24,6,22.138,DET,,CHI,L 23-28,,,,,,,,,,,,,,,,,,,,,,,,,
4,1971,1971-11-01,7,22.146,DET,@,GNB,T 14-14,,,,,,,,,,,,,,,,,,,,,,,,,
5,1971,1971-11-07,8,22.152,DET,@,DEN,W 24-20,,,,,,,,,,,,,,,,,,,,,,,,,
6,1971,1971-11-14,9,22.159,DET,,RAM,L 13-21,,,,,,,,,,,,,,,,,,,,,,,,,
7,1971,1971-11-21,10,22.166,DET,@,CHI,W 28-3,,,,,,,,,,,,,,,,,,,,,,,,,
8,1971,1971-11-25,11,22.170,DET,,KAN,W 32-21,,,,,,,,,,,,,,,,,,,,,,,,,
9,1971,1971-12-05,12,22.180,DET,,PHI,L 20-23,,,,,,,,,,,,,,,,,,,,,,,,,
10,1971,1971-12-11,13,22.186,DET,@,MIN,L 10-29,,,,,,,,,,,,,,,,,,,,,,,,,
11,1971,1971-12-19,14,22.194,DET,@,SFO,L 27-31,,,,,,,,,,,,,,,,,,,,,,,,,
12,1972,1972-09-17,1,23.101,DET,,NYG,W 30-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,44,44.00,0,0,0
13,1972,1972-09-24,2,23.108,DET,,MIN,L 10-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,121,30.25,0,0,0
14,1972,1972-10-01,3,23.115,DET,@,CHI,W 38-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,0,0
15,1972,1972-10-08,4,23.122,DET,@,ATL,W 26-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,34,17.00,0,0,0
16,1972,1972-10-16,5,23.130,DET,,GNB,L 23-24,,,,,,,,,,,,,,,,,,,,,,,,,
17,1972,1972-10-22,6,23.136,DET,,SDG,W 34-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,5,5.00,0,0,0
18,1972,1972-10-30,7,23.144,DET,@,DAL,L 24-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,62,31.00,0,0,0
19,1972,1972-11-05,8,23.150,DET,,CHI,W 14-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,1
20,1972,1972-11-12,9,23.157,DET,@,MIN,L 14-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,82,27.33,0,0,0
21,1972,1972-11-19,10,23.164,DET,,NOR,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,0,0
22,1972,1972-11-23,11,23.168,DET,,NYJ,W 37-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,60,30.00,0,0,0
