ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2010,2010-11-14,9,25.044,DEN,,KAN,W 49-29,,,,
2,2010,2010-11-22,10,25.052,DEN,@,SDG,L 14-35,,,,
3,2010,2010-11-28,11,25.058,DEN,,STL,L 33-36,,,,
4,2010,2010-12-05,12,25.065,DEN,@,KAN,L 6-10,,,,
5,2010,2010-12-12,13,25.072,DEN,@,ARI,L 13-43,,,,
6,2010,2010-12-19,14,25.079,DEN,@,OAK,L 23-39,,,,
7,2010,2010-12-26,15,25.086,DEN,,HOU,W 24-23,,,,
8,2010,2011-01-02,16,25.093,DEN,,SDG,L 28-33,,,,
9,2011,2011-09-12,1,25.346,DEN,,OAK,L 20-23,,,,
10,2011,2011-09-18,2,25.352,DEN,,CIN,W 24-22,,,,
11,2011,2011-09-25,3,25.359,DEN,@,TEN,L 14-17,,,,
12,2011,2011-10-02,4,26.001,DEN,@,GNB,L 23-49,*,,,
13,2011,2011-10-09,5,26.008,DEN,,SDG,L 24-29,*,,,
14,2011,2011-10-23,6,26.022,DEN,@,MIA,W 18-15,,,,
15,2011,2011-10-30,7,26.029,DEN,,DET,L 10-45,,0.0,1,0
16,2011,2011-11-06,8,26.036,DEN,@,OAK,W 38-24,,,,
17,2011,2011-11-13,9,26.043,DEN,@,KAN,W 17-10,*,,,
18,2011,2011-11-17,10,26.047,DEN,,NYJ,W 17-13,,,,
19,2011,2011-11-27,11,26.057,DEN,@,SDG,W 16-13,*,,,
20,2011,2011-12-04,12,26.064,DEN,@,MIN,W 35-32,*,,,
21,2011,2011-12-11,13,26.071,DEN,,CHI,W 13-10,,,,
22,2011,2011-12-18,14,26.078,DEN,,NWE,L 23-41,,,,
23,2011,2011-12-24,15,26.084,DEN,@,BUF,L 14-40,*,,,
24,2011,2012-01-01,16,26.092,DEN,,KAN,L 3-7,,,,
25,2012,2012-09-09,1,26.344,DEN,,PIT,W 31-19,,,,
26,2012,2012-09-17,2,26.352,DEN,@,ATL,L 21-27,,,,
27,2012,2012-09-23,3,26.358,DEN,,HOU,L 25-31,,,,
28,2012,2012-09-30,4,26.365,DEN,,OAK,W 37-6,,,,
29,2012,2012-10-07,5,27.006,DEN,@,NWE,L 21-31,,,,
30,2012,2012-10-15,6,27.014,DEN,@,SDG,W 35-24,,,,
31,2012,2012-10-28,7,27.027,DEN,,NOR,W 34-14,,,,
32,2012,2012-11-04,8,27.034,DEN,@,CIN,W 31-23,,,,
33,2012,2012-11-11,9,27.041,DEN,@,CAR,W 36-14,,,,
34,2012,2012-11-18,10,27.048,DEN,,SDG,W 30-23,,,,
35,2012,2012-11-25,11,27.055,DEN,@,KAN,W 17-9,,,,
36,2012,2012-12-02,12,27.062,DEN,,TAM,W 31-23,,,,
37,2012,2012-12-06,13,27.066,DEN,@,OAK,W 26-13,,,,
38,2012,2012-12-16,14,27.076,DEN,@,BAL,W 34-17,,,,
39,2012,2012-12-23,15,27.083,DEN,,CLE,W 34-12,,,,
40,2012,2012-12-30,16,27.090,DEN,,KAN,W 38-3,,,,
41,2013,2013-09-05,1,27.339,DEN,,BAL,W 49-27,,,,
42,2013,2013-09-15,2,27.349,DEN,@,NYG,W 41-23,,,,
43,2013,2013-09-23,3,27.357,DEN,,OAK,W 37-21,*,,,
44,2013,2013-09-29,4,27.363,DEN,,PHI,W 52-20,*,,,
45,2013,2013-10-06,5,28.005,DEN,@,DAL,W 51-48,*,,,
46,2013,2013-10-13,6,28.012,DEN,,JAX,W 35-19,*,0.0,1,0
47,2013,2013-10-20,7,28.019,DEN,@,IND,L 33-39,*,,,
48,2013,2013-10-27,8,28.026,DEN,,WAS,W 45-21,*,,,
49,2013,2013-11-10,9,28.040,DEN,@,SDG,W 28-20,*,,,
50,2013,2013-11-17,10,28.047,DEN,,KAN,W 27-17,*,,,
51,2013,2013-11-24,11,28.054,DEN,@,NWE,L 31-34,*,,,
52,2013,2013-12-01,12,28.061,DEN,@,KAN,W 35-28,*,,,
53,2013,2013-12-08,13,28.068,DEN,,TEN,W 51-28,*,,,
54,2013,2013-12-12,14,28.072,DEN,,SDG,L 20-27,*,,,
55,2013,2013-12-22,15,28.082,DEN,@,HOU,W 37-13,*,,,
56,2013,2013-12-29,16,28.089,DEN,@,OAK,W 34-14,*,,,
57,2014,2014-09-07,1,28.341,DEN,,IND,W 31-24,*,,,
58,2014,2014-09-14,2,28.348,DEN,,KAN,W 24-17,*,,,
59,2014,2014-09-21,3,28.355,DEN,@,SEA,L 20-26,*,,,
60,2014,2014-10-05,4,29.004,DEN,,ARI,W 41-20,*,,,
61,2014,2014-10-12,5,29.011,DEN,@,NYJ,W 31-17,*,,,
62,2014,2014-10-19,6,29.018,DEN,,SFO,W 42-17,,,,
63,2014,2014-10-23,7,29.022,DEN,,SDG,W 35-21,,,,
64,2014,2014-11-02,8,29.032,DEN,@,NWE,L 21-43,,,,
65,2014,2014-11-09,9,29.039,DEN,@,OAK,W 41-17,,,,
66,2014,2014-11-16,10,29.046,DEN,@,STL,L 7-22,,,,
67,2014,2014-12-14,14,29.074,DEN,@,SDG,W 22-10,*,,,
68,2014,2014-12-22,15,29.082,DEN,@,CIN,L 28-37,*,,,
69,2014,2014-12-28,16,29.088,DEN,,OAK,W 47-14,,,,
70,2015,2015-09-20,2,29.354,HOU,@,CAR,L 17-24,*,0.0,0,0
71,2015,2015-09-27,3,29.361,HOU,,TAM,W 19-9,*,0.0,0,0
72,2015,2015-10-08,5,30.007,HOU,,IND,L 20-27,,0.0,0,0
73,2015,2015-10-18,6,30.017,HOU,@,JAX,W 31-20,*,0.0,0,0
74,2015,2015-10-25,7,30.024,HOU,@,MIA,L 26-44,*,0.0,0,0
75,2015,2015-11-01,8,30.031,HOU,,TEN,W 20-6,,0.0,0,0
76,2015,2015-12-06,12,30.066,HOU,@,BUF,L 21-30,,0.0,0,0
77,2015,2015-12-13,13,30.073,HOU,,NWE,L 6-27,,0.0,0,0
78,2015,2015-12-20,14,30.080,HOU,@,IND,W 16-10,,0.0,0,0
79,2015,2015-12-27,15,30.087,HOU,@,TEN,W 34-6,,0.0,0,0
80,2015,2016-01-03,16,30.094,HOU,,JAX,W 30-6,,0.0,0,0
81,2016,2016-09-11,1,30.346,HOU,,CHI,W 23-14,*,0.0,0,0
82,2016,2016-09-18,2,30.353,HOU,,KAN,W 19-12,*,0.0,0,0
83,2016,2016-09-22,3,30.357,HOU,@,NWE,L 0-27,*,0.0,0,0
84,2016,2016-10-02,4,31.001,HOU,,TEN,W 27-20,*,0.0,0,0
85,2016,2016-10-09,5,31.008,HOU,@,MIN,L 13-31,,0.0,0,0
86,2016,2016-10-16,6,31.015,HOU,,IND,W 26-23,*,0.0,0,0
87,2016,2016-10-24,7,31.023,HOU,@,DEN,L 9-27,,0.0,0,0
88,2016,2016-10-30,8,31.029,HOU,,DET,W 20-13,*,0.0,0,0
89,2016,2016-11-13,9,31.043,HOU,@,JAX,W 24-21,*,0.0,0,0
90,2016,2016-11-21,10,31.051,HOU,@,OAK,L 20-27,*,0.0,0,0
91,2016,2016-11-27,11,31.057,HOU,,SDG,L 13-21,*,0.0,0,0
92,2016,2016-12-04,12,31.064,HOU,@,GNB,L 13-21,*,0.0,0,0
93,2016,2016-12-11,13,31.071,HOU,@,IND,W 22-17,*,0.0,0,0
94,2016,2016-12-18,14,31.078,HOU,,JAX,W 21-20,*,0.0,0,0
95,2016,2016-12-24,15,31.084,HOU,,CIN,W 12-10,*,0.0,0,0
96,2016,2017-01-01,16,31.092,HOU,@,TEN,L 17-24,*,0.0,0,0
97,2017,2017-09-10,1,31.344,HOU,,JAX,L 7-29,,0.0,0,0
98,2017,2017-09-14,2,31.348,HOU,@,CIN,W 13-9,*,0.0,0,0
99,2017,2017-09-24,3,31.358,HOU,@,NWE,L 33-36,*,0.0,0,0
100,2017,2017-10-01,4,32.000,HOU,,TEN,W 57-14,*,0.0,0,0
101,2017,2017-10-08,5,32.007,HOU,,KAN,L 34-42,*,0.0,0,0
102,2017,2017-10-15,6,32.014,HOU,,CLE,W 33-17,*,0.0,0,0
103,2017,2017-11-05,8,32.035,HOU,,IND,L 14-20,,0.0,0,0
104,2017,2017-11-12,9,32.042,HOU,@,LAR,L 7-33,*,0.0,0,0
105,2017,2017-11-19,10,32.049,HOU,,ARI,W 31-21,*,0.0,0,0
106,2017,2017-11-27,11,32.057,HOU,@,BAL,L 16-23,*,0.0,0,0
107,2018,2018-09-16,2,32.350,CAR,@,ATL,L 24-31,*,0.0,0,0
108,2018,2018-09-23,3,32.357,CAR,,CIN,W 31-21,*,0.0,0,0
