ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1978,1978-09-03,1,24.312,CIN,,KAN,L 23-24,,,,,,,,,,,,,,
2,1978,1978-09-10,2,24.319,CIN,@,CLE,L 10-13,,,,,,,,,,,,,,
3,1978,1978-09-17,3,24.326,CIN,,PIT,L 3-28,,,,,,,,,,,,,,
4,1978,1978-09-24,4,24.333,CIN,,NOR,L 18-20,1,12,12.00,0,1,0,0.00,0,0,0,0.0,0,0,0
5,1978,1978-10-01,5,24.340,CIN,@,SFO,L 12-28,0,0,,0,5,-12,-2.40,0,0,0,0.0,0,0,0
6,1978,1978-10-09,6,24.348,CIN,@,MIA,L 0-21,,,,,,,,,,,,,,
7,1978,1978-10-15,7,24.354,CIN,,NWE,L 3-10,0,0,,0,0,0,,0,0,0,0.0,1,18,0
8,1978,1978-10-22,8,24.361,CIN,@,BUF,L 0-5,,,,,,,,,,,,,,
9,1978,1978-10-29,9,25.003,CIN,,HOU,W 28-13,,,,,,,,,,,,,,
10,1978,1978-11-05,10,25.010,CIN,@,SDG,L 13-22,,,,,,,,,,,,,,
11,1978,1978-11-13,11,25.018,CIN,,OAK,L 21-34,,,,,,,,,,,,,,
12,1978,1978-11-19,12,25.024,CIN,@,PIT,L 6-7,0,0,,0,0,0,,0,0,0,0.0,2,7,0
13,1978,1978-11-26,13,25.031,CIN,@,HOU,L 10-17,,,,,,,,,,,,,,
14,1978,1978-12-03,14,25.038,CIN,,ATL,W 37-7,,,,,,,,,,,,,,
15,1978,1978-12-11,15,25.046,CIN,@,RAM,W 20-19,,,,,,,,,,,,,,
16,1978,1978-12-17,16,25.052,CIN,,CLE,W 48-16,,,,,,,,,,,,,,
17,1979,1979-09-02,1,25.311,CIN,@,DEN,L 0-10,,,,,,,,,,,,,,
18,1979,1979-09-09,2,25.318,CIN,@,BUF,L 24-51,,,,,,,,,,,,,,
19,1979,1979-09-16,3,25.325,CIN,,NWE,L 14-20,,,,,,,,,,,,,,
20,1979,1979-09-23,4,25.332,CIN,,HOU,L 27-30,,,,,,,,,,,,,,
