ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,21.245,MIN,,TAM,W 17-10,,0,0,,0,,,,,,,,,,,,
2,1982,1982-09-16,2,21.249,MIN,@,BUF,L 22-23,,0,0,,0,,,,,,,,,,,,
3,1982,1982-11-21,3,21.315,MIN,@,GNB,L 7-26,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0
4,1982,1982-11-28,4,21.322,MIN,,CHI,W 35-7,,0,0,,0,,,,,,,,,,,,
5,1982,1982-12-05,5,21.329,MIN,@,MIA,L 14-22,,0,0,,0,,,,,,,,,,,,
6,1982,1982-12-12,6,21.336,MIN,,BAL,W 13-10,,0,0,,0,,,,,,,,,,,,
7,1982,1982-12-19,7,21.343,MIN,@,DET,W 34-31,,0,0,,0,,,,,,,,,,,,
8,1982,1982-12-26,8,21.350,MIN,,NYJ,L 14-42,,0,0,,0,,,,,,,,,,,,
9,1982,1983-01-03,9,21.358,MIN,,DAL,W 31-27,,1,29,29.00,0,,,0,0,,0,0,0,,0,0,0
10,1983,1983-09-18,3,22.251,MIN,@,TAM,W 19-16,,0,0,,0,,,,,,,,,,,,
11,1983,1983-09-25,4,22.258,MIN,,DET,W 20-17,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0
12,1983,1983-10-02,5,22.265,MIN,,DAL,L 24-37,,1,28,28.00,0,,,0,0,,0,0,0,,0,0,0
13,1983,1983-10-09,6,22.272,MIN,@,CHI,W 23-14,,0,0,,0,,,,,,,,,,,,
14,1983,1983-10-16,7,22.279,MIN,,HOU,W 34-14,,2,44,22.00,1,,,0,0,,0,0,0,,0,1,6
15,1983,1983-10-30,9,22.293,MIN,@,STL,L 31-41,,0,0,,0,,,,,,,,,,,,
16,1983,1983-11-06,10,22.300,MIN,,TAM,L 12-17,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0
17,1983,1983-11-13,11,22.307,MIN,,GNB,L 21-29,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0
18,1983,1983-11-20,12,22.314,MIN,@,PIT,W 17-14,,0,0,,0,,,,,,,,,,,,
19,1983,1983-11-27,13,22.321,MIN,@,NOR,L 16-17,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0
20,1983,1983-12-05,14,22.329,MIN,@,DET,L 2-13,,4,39,9.75,0,,,0,0,,0,0,0,,0,0,0
21,1983,1983-12-11,15,22.335,MIN,,CHI,L 13-19,,0,0,,0,,,,,,,,,,,,
22,1983,1983-12-17,16,22.341,MIN,,CIN,W 20-14,,2,15,7.50,1,,,0,0,,0,0,0,,0,1,6
23,1984,1984-09-02,1,23.236,MIN,,SDG,L 13-42,,3,33,11.00,0,,,0,0,,0,0,0,,0,0,0
24,1984,1984-09-09,2,23.243,MIN,@,PHI,L 17-19,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0
25,1984,1984-09-16,3,23.250,MIN,,ATL,W 27-20,,4,60,15.00,1,,,0,0,,0,0,0,,0,1,6
26,1984,1984-09-23,4,23.257,MIN,@,DET,W 29-28,,0,0,,0,,,0,0,,0,,,,,0,
27,1984,1984-09-30,5,23.264,MIN,,SEA,L 12-20,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0
28,1984,1984-10-07,6,23.271,MIN,@,TAM,L 31-35,,4,54,13.50,0,,,0,0,,0,0,0,,0,0,0
29,1984,1984-10-14,7,23.278,MIN,@,RAI,L 20-23,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
30,1984,1984-10-21,8,23.285,MIN,,DET,L 14-16,,3,48,16.00,0,,,0,0,,0,0,0,,0,0,0
31,1984,1984-10-28,9,23.292,MIN,@,CHI,L 7-16,,5,43,8.60,0,,,0,0,,0,0,0,,0,0,0
32,1984,1984-11-04,10,23.299,MIN,,TAM,W 27-24,,5,43,8.60,0,,,1,4,4.00,1,0,0,,0,1,6
33,1984,1984-11-11,11,23.306,MIN,@,GNB,L 17-45,,2,19,9.50,1,,,0,0,,0,0,0,,0,1,6
