ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-10-24,7,22.269,MIN,,SFO,W 40-16,,0,0,,0,0,0,,,,,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
2,2000,2000-09-03,1,23.219,MIN,,CHI,W 30-27,*,13,23,56.52,190,0,1,65.5,1,2,8.26,6.30,13,73,5.62,3,0,0,0,,0,0.0%,,3,18,0.0,,
3,2000,2000-09-10,2,23.226,MIN,,MIA,W 13-7,*,23,37,62.16,355,1,3,69.1,3,12,9.59,6.49,8,37,4.63,0,0,0,0,,0,0.0%,,0,0,0.0,,
4,2000,2000-09-17,3,23.233,MIN,@,NWE,W 21-13,*,19,28,67.86,177,2,1,93.9,4,16,6.32,6.14,12,59,4.92,0,0,0,0,,0,0.0%,,0,0,0.0,,
5,2000,2000-10-01,4,23.247,MIN,@,DET,W 31-24,*,17,29,58.62,269,3,0,124.1,2,8,9.28,11.34,7,29,4.14,0,0,0,0,,0,0.0%,,0,0,0.0,,
6,2000,2000-10-09,5,23.255,MIN,,TAM,W 30-23,*,15,19,78.95,231,2,1,130.5,6,24,12.16,11.89,7,35,5.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
7,2000,2000-10-15,6,23.261,MIN,@,CHI,W 28-16,*,15,26,57.69,198,3,0,120.4,3,21,7.62,9.92,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,0.0,,
8,2000,2000-10-22,7,23.268,MIN,,BUF,W 31-27,*,17,29,58.62,251,3,1,107.1,0,0,8.66,9.17,6,29,4.83,0,0,0,0,,0,0.0%,,0,0,0.0,,
9,2000,2000-10-29,8,23.275,MIN,@,TAM,L 13-41,*,29,53,54.72,313,1,2,62.9,2,11,5.91,4.58,4,35,8.75,0,0,0,0,,0,0.0%,,0,0,0.0,,
10,2000,2000-11-06,9,23.283,MIN,@,GNB,L 20-26,*,17,34,50.00,276,2,3,60.4,3,26,8.12,5.32,4,20,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
11,2000,2000-11-12,10,23.289,MIN,,ARI,W 31-14,*,25,32,78.13,302,3,1,124.2,2,4,9.44,9.91,4,26,6.50,1,0,0,0,,0,0.0%,,1,6,0.0,,
12,2000,2000-11-19,11,23.296,MIN,,CAR,W 31-17,*,22,29,75.86,357,3,0,151.1,1,28,12.31,14.38,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
13,2000,2000-11-23,12,23.300,MIN,@,DAL,W 27-15,*,15,22,68.18,205,2,0,128.0,2,13,9.32,11.14,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
14,2000,2000-11-30,13,23.307,MIN,,DET,W 24-17,*,19,32,59.38,160,1,2,56.8,0,0,5.00,2.81,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,0.0,,
15,2000,2000-12-10,14,23.317,MIN,@,STL,L 29-40,*,21,33,63.64,221,3,0,113.3,4,13,6.70,8.52,4,37,9.25,1,0,0,0,,0,0.0%,,1,6,0.0,,
16,2000,2000-12-17,15,23.324,MIN,,GNB,L 28-33,*,23,38,60.53,335,3,1,104.6,1,3,8.82,9.21,7,42,6.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
17,2000,2000-12-24,16,23.331,MIN,@,IND,L 10-31,*,7,10,70.00,97,1,0,134.2,0,0,9.70,11.70,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
18,2001,2001-09-09,1,24.224,MIN,,CAR,L 13-24,*,22,38,57.89,236,1,3,52.1,1,2,6.21,3.18,12,57,4.75,1,0,0,0,,0,0.0%,,1,6,0.0,,
19,2001,2001-09-23,2,24.238,MIN,@,CHI,L 10-17,*,24,36,66.67,233,1,0,93.9,3,18,6.47,7.03,8,42,5.25,0,0,0,0,,0,0.0%,,0,0,0.0,,
20,2001,2001-09-30,3,24.245,MIN,,TAM,W 20-16,*,30,44,68.18,322,1,2,78.0,1,10,7.32,5.73,5,20,4.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
21,2001,2001-10-07,4,24.252,MIN,@,NOR,L 15-28,*,23,34,67.65,332,2,1,106.5,6,26,9.76,9.62,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
22,2001,2001-10-14,5,24.259,MIN,,DET,W 31-26,*,20,27,74.07,244,1,1,98.4,6,46,9.04,8.11,7,83,11.86,2,0,0,0,,0,0.0%,,2,12,0.0,,
23,2001,2001-10-21,6,24.266,MIN,,GNB,W 35-13,*,18,27,66.67,184,1,0,98.4,2,7,6.81,7.56,8,75,9.38,1,0,0,0,,0,0.0%,,1,6,0.0,,
24,2001,2001-10-28,7,24.273,MIN,@,TAM,L 14-41,*,13,24,54.17,150,1,1,69.8,2,6,6.25,5.21,9,49,5.44,0,1,1,0,0.00,0,100.0%,0.00,0,0,0.0,,
25,2001,2001-11-11,8,24.287,MIN,@,PHI,L 17-48,*,21,35,60.00,285,2,1,93.2,6,40,8.14,8.00,6,21,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
26,2001,2001-11-19,9,24.295,MIN,,NYG,W 28-16,*,26,38,68.42,277,4,2,102.6,3,14,7.29,7.03,9,26,2.89,0,0,0,0,,0,0.0%,,0,0,0.0,,
27,2001,2001-11-25,10,24.301,MIN,,CHI,L 6-13,*,26,46,56.52,209,0,1,59.1,3,17,4.54,3.57,7,43,6.14,0,0,0,0,,0,0.0%,,0,0,0.0,,
28,2001,2001-12-02,11,24.308,MIN,@,PIT,L 16-21,*,12,17,70.59,140,0,1,70.7,0,0,8.24,5.59,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
29,2002,2002-09-08,1,25.223,MIN,@,CHI,L 23-27,*,16,28,57.14,234,1,2,66.7,1,6,8.36,5.86,5,6,1.20,1,0,0,0,,0,0.0%,,1,6,0.0,,
30,2002,2002-09-15,2,25.230,MIN,,BUF,L 39-45,*,25,45,55.56,281,3,0,96.6,5,45,6.24,7.58,7,20,2.86,1,0,0,0,,0,0.0%,,1,6,0.0,,
31,2002,2002-09-22,3,25.237,MIN,,CAR,L 14-21,*,19,30,63.33,191,1,4,52.9,5,14,6.37,1.03,4,32,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
32,2002,2002-09-29,4,25.244,MIN,@,SEA,L 23-48,*,29,53,54.72,273,0,2,53.4,4,24,5.15,3.45,9,63,7.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
33,2002,2002-10-13,5,25.258,MIN,,DET,W 31-24,*,27,36,75.00,295,2,1,105.7,1,4,8.19,8.06,7,39,5.57,1,0,0,0,,0,0.0%,,1,6,0.0,,
34,2002,2002-10-20,6,25.265,MIN,@,NYJ,L 7-20,*,26,39,66.67,288,0,3,56.4,0,0,7.38,3.92,5,26,5.20,0,0,0,0,,0,0.0%,,0,0,0.0,,
35,2002,2002-10-27,7,25.272,MIN,,CHI,W 25-7,*,22,29,75.86,216,1,0,107.8,0,0,7.45,8.14,8,31,3.88,0,0,0,0,,0,0.0%,,0,0,0.0,,
36,2002,2002-11-03,8,25.279,MIN,@,TAM,L 24-38,*,18,29,62.07,225,0,2,57.4,3,11,7.76,4.66,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
37,2002,2002-11-10,9,25.286,MIN,,NYG,L 20-27,*,9,20,45.00,91,0,0,58.5,3,22,4.55,4.55,6,42,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
38,2002,2002-11-17,10,25.293,MIN,,GNB,W 31-21,*,13,26,50.00,217,2,2,72.1,2,10,8.35,6.42,10,48,4.80,1,0,0,0,,0,0.0%,,1,6,0.0,,
39,2002,2002-11-24,11,25.300,MIN,@,NWE,L 17-24,*,24,49,48.98,272,2,0,79.6,4,8,5.55,6.37,5,59,11.80,0,0,0,0,,0,0.0%,,0,0,0.0,,
40,2002,2002-12-01,12,25.307,MIN,,ATL,L 24-30,*,23,43,53.49,266,1,3,51.1,6,36,6.19,3.51,7,35,5.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
41,2002,2002-12-08,13,25.314,MIN,@,GNB,L 22-26,*,15,28,53.57,136,1,1,64.0,3,11,4.86,3.96,4,26,6.50,1,0,0,0,,0,0.0%,,1,6,0.0,,
42,2002,2002-12-15,14,25.321,MIN,@,NOR,W 32-31,*,26,36,72.22,312,2,0,116.9,3,19,8.67,9.78,7,73,10.43,2,0,0,0,,0,0.0%,,2,12,0.0,,
43,2002,2002-12-21,15,25.327,MIN,,MIA,W 20-17,*,20,29,68.97,244,0,2,65.9,4,18,8.41,5.31,10,67,6.70,0,0,0,0,,0,0.0%,,0,0,0.0,,
44,2002,2002-12-29,16,25.335,MIN,@,DET,W 38-36,*,21,29,72.41,312,2,1,115.9,3,16,10.76,10.59,8,34,4.25,1,0,0,0,,0,0.0%,,1,6,0.0,,
45,2003,2003-09-07,1,26.222,MIN,@,GNB,W 30-25,*,15,30,50.00,195,3,0,104.2,2,12,6.50,8.50,9,50,5.56,0,0,0,0,,0,0.0%,,0,0,0.0,,
46,2003,2003-09-14,2,26.229,MIN,,CHI,W 24-13,*,20,26,76.92,214,2,0,126.1,3,16,8.23,9.77,7,17,2.43,0,0,0,0,,0,0.0%,,0,0,0.0,,
47,2003,2003-09-21,3,26.236,MIN,@,DET,W 23-13,*,7,13,53.85,105,0,0,80.6,1,1,8.08,8.08,2,16,8.00,2,0,0,0,,0,0.0%,,2,12,0.0,,
48,2003,2003-10-19,6,26.264,MIN,,DEN,W 28-20,*,19,26,73.08,277,2,0,133.0,2,9,10.65,12.19,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
49,2003,2003-10-26,7,26.271,MIN,,NYG,L 17-29,*,18,31,58.06,241,2,2,77.5,4,19,7.77,6.16,5,48,9.60,0,0,0,0,,0,0.0%,,0,0,0.0,,
50,2003,2003-11-02,8,26.278,MIN,,GNB,L 27-30,*,21,34,61.76,202,2,0,97.9,2,4,5.94,7.12,4,16,4.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
51,2003,2003-11-09,9,26.285,MIN,@,SDG,L 28-42,*,32,44,72.73,370,4,1,118.6,3,20,8.41,9.20,6,42,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
52,2003,2003-11-16,10,26.292,MIN,@,OAK,L 18-28,*,27,49,55.10,396,1,3,63.0,3,23,8.08,5.73,7,42,6.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
