ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2011,2011-09-25,3,22.061,CIN,,SFO,L 8-13,,,,,,,0.0%,,,,
2,2011,2011-12-18,14,22.145,CIN,@,STL,W 20-13,,1,1,7,7.00,0,100.0%,7.00,0.0,0,0
3,2011,2011-12-24,15,22.151,CIN,,ARI,W 23-16,,3,3,20,6.67,0,100.0%,6.67,0.0,0,0
4,2011,2012-01-01,16,22.159,CIN,,BAL,L 16-24,,1,0,0,,0,0.0%,0.00,0.0,0,0
5,2012,2012-10-21,7,23.087,CIN,,PIT,L 17-24,,7,4,31,7.75,0,57.1%,4.43,0.0,0,0
6,2012,2012-11-11,9,23.108,CIN,,NYG,W 31-13,,,,,,,0.0%,,,,
7,2012,2012-11-18,10,23.115,CIN,@,KAN,W 28-6,,1,1,6,6.00,0,100.0%,6.00,0.0,0,0
8,2012,2012-11-25,11,23.122,CIN,,OAK,W 34-10,,0,0,0,,0,0.0%,,0.0,0,0
9,2012,2012-12-02,12,23.129,CIN,@,SDG,W 20-13,,1,1,10,10.00,0,100.0%,10.00,0.0,0,0
10,2012,2012-12-09,13,23.136,CIN,,DAL,L 19-20,,,,,,,0.0%,,,,
11,2012,2012-12-13,14,23.140,CIN,@,PHI,W 34-13,,0,0,0,,0,0.0%,,0.0,0,0
12,2012,2012-12-23,15,23.150,CIN,@,PIT,W 13-10,,2,1,6,6.00,0,50.0%,3.00,0.0,0,0
13,2012,2012-12-30,16,23.157,CIN,,BAL,W 23-17,,1,0,0,,0,0.0%,0.00,0.0,0,0
14,2013,2013-09-16,2,24.052,CIN,,PIT,W 20-10,,0,0,0,,0,0.0%,,0.0,1,0
15,2013,2013-09-29,4,24.065,CIN,@,CLE,L 6-17,,,,,,,0.0%,,,,
16,2013,2013-10-31,9,24.097,CIN,@,MIA,L 20-22,,,,,,,0.0%,,,,
17,2013,2013-11-10,10,24.107,CIN,@,BAL,L 17-20,,,,,,,0.0%,,,,
