ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-16,3,28.271,DET,@,PHI,L 10-28,1,6,1,17,1
2,1960,1960-11-20,8,28.306,DET,@,CHI,L 7-28,0,0,1,29,0
3,1961,1961-10-08,4,29.262,DET,,CHI,L 17-31,0,0,1,0,0
4,1961,1961-10-15,5,29.269,DET,,RAM,W 14-13,0,0,1,4,0
5,1961,1961-11-05,8,29.290,DET,@,SFO,T 20-20,0,0,1,26,0
6,1961,1961-11-19,10,29.304,DET,@,MIN,W 37-10,1,6,1,8,1
7,1962,1962-12-02,12,30.317,DET,,BAL,W 21-14,0,0,1,3,0
8,1965,1965-09-19,1,33.243,DET,,RAM,W 20-0,0,0,1,14,0
9,1965,1965-09-26,2,33.250,DET,@,MIN,W 31-29,0,0,1,11,0
10,1965,1965-10-31,7,33.285,DET,@,RAM,W 31-7,0,0,1,8,0
11,1965,1965-12-05,12,33.320,DET,@,SFO,L 14-17,0,0,1,9,0
