ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1975,1975-09-21,1,22.066,WAS,,NOR,W 41-3,3,2,0.67,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0
2,1975,1975-09-28,2,22.073,WAS,,NYG,W 49-13,12,64,5.33,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0
3,1975,1975-10-05,3,22.080,WAS,@,PHI,L 10-26,7,41,5.86,0,5,52,10.40,0,0,0,,0,0,0,,0,0,,,0,0
4,1975,1975-10-13,4,22.088,WAS,,STL,W 27-17,18,100,5.56,2,1,12,12.00,0,0,0,,0,0,0,,0,0,,,2,12
5,1975,1975-10-19,5,22.094,WAS,@,HOU,L 10-13,17,11,0.65,0,5,72,14.40,0,0,0,,0,0,0,,0,0,,,0,0
6,1975,1975-10-26,6,22.101,WAS,@,CLE,W 23-7,27,124,4.59,1,2,30,15.00,1,0,0,,0,0,0,,0,0,,,2,12
7,1975,1975-11-02,7,22.108,WAS,,DAL,W 30-24,23,61,2.65,0,2,44,22.00,0,0,0,,0,0,0,,0,0,,,0,0
8,1975,1975-11-09,8,22.115,WAS,@,NYG,W 21-13,25,123,4.92,0,4,43,10.75,0,0,0,,0,0,0,,0,0,,,0,0
9,1975,1975-11-16,9,22.122,WAS,@,STL,L 17-20,25,85,3.40,0,2,30,15.00,1,0,0,,0,0,0,,0,0,,,1,6
10,1975,1975-11-23,10,22.129,WAS,,OAK,L 23-26,20,96,4.80,1,2,19,9.50,0,0,0,,0,0,0,,0,0,,,1,6
11,1975,1975-11-30,11,22.136,WAS,,MIN,W 31-30,20,74,3.70,0,4,74,18.50,1,0,0,,0,0,0,,0,0,,,1,6
12,1975,1975-12-07,12,22.143,WAS,@,ATL,W 30-27,16,54,3.38,0,5,33,6.60,0,0,0,,0,0,0,,0,0,,,0,0
13,1975,1975-12-13,13,22.149,WAS,@,DAL,L 10-31,8,14,1.75,0,2,26,13.00,0,0,0,,0,0,0,,0,0,,,0,0
14,1975,1975-12-21,14,22.157,WAS,,PHI,L 3-26,14,70,5.00,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0
15,1976,1976-09-12,1,23.057,WAS,,NYG,W 19-17,17,56,3.29,0,5,54,10.80,1,0,0,,0,0,0,,0,0,,,1,6
16,1976,1976-09-19,2,23.064,WAS,,SEA,W 31-7,27,143,5.30,1,2,16,8.00,1,0,0,,0,0,0,,0,0,,,2,12
17,1976,1976-09-27,3,23.072,WAS,@,PHI,W 20-17,18,66,3.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
18,1976,1976-10-10,5,23.085,WAS,,KAN,L 30-33,13,83,6.38,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0
19,1976,1976-10-17,6,23.092,WAS,,DET,W 20-7,19,87,4.58,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
