ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
15,1999,1999-12-12,14,25.003,PHI,@,DAL,L 10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1999,1999-12-19,15,25.010,PHI,,NWE,W 24-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0.0,,,0,0,,0
17,1999,2000-01-02,16,25.024,PHI,,STL,W 38-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
18,2000,2000-09-03,1,25.269,PHI,@,DAL,W 41-14,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0.0,,,0,0,,0
19,2000,2000-09-10,2,25.276,PHI,,NYG,L 18-33,,0,0,,0,0,0,,0,0,0,,,,,,,1,0.0,2,2,100.0,0,6,0.0,,,0,0,,0
20,2000,2000-09-17,3,25.283,PHI,@,GNB,L 3-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
21,2000,2000-09-24,4,25.290,PHI,@,NOR,W 21-7,,0,0,,0,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,,,,
22,2000,2000-10-01,5,25.297,PHI,,ATL,W 38-10,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
23,2000,2000-10-08,6,25.304,PHI,,WAS,L 14-17,,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,,,,
24,2000,2000-10-15,7,25.311,PHI,@,ARI,W 33-14,,1,15,15.00,0,0,0,,0,0,0,,,,,,3,4,75.0,2,2,100.0,0,9,0.0,,,0,0,,0
25,2000,2000-10-22,8,25.318,PHI,,CHI,W 13-9,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
26,2000,2000-10-29,9,25.325,PHI,@,NYG,L 7-24,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
27,2000,2000-11-05,10,25.332,PHI,,DAL,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0.0,,,0,0,,0
28,2000,2000-11-12,11,25.339,PHI,@,PIT,W 26-23,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,5,80.0,0,14,0.0,,,0,0,,0
29,2000,2000-11-19,12,25.346,PHI,,ARI,W 34-9,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
30,2000,2000-11-26,13,25.353,PHI,@,WAS,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
31,2000,2000-12-03,14,25.360,PHI,,TEN,L 13-15,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
32,2000,2000-12-10,15,26.001,PHI,@,CLE,W 35-24,,0,0,,0,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,,,,
33,2000,2000-12-24,16,26.015,PHI,,CIN,W 16-7,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0.0,,,0,0,,0
34,2001,2001-09-09,1,26.274,PHI,,STL,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
35,2001,2001-09-23,2,26.288,PHI,@,SEA,W 27-3,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
36,2001,2001-09-30,3,26.295,PHI,,DAL,W 40-18,,0,0,,0,0,0,,0,0,0,,,,,,4,5,80.0,2,2,100.0,0,10,0.0,,,0,0,,0
37,2001,2001-10-07,4,26.302,PHI,,ARI,L 20-21,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
38,2001,2001-10-22,5,26.317,PHI,@,NYG,W 10-9,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
39,2001,2001-10-28,6,26.323,PHI,,OAK,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
40,2001,2001-11-04,7,26.330,PHI,@,ARI,W 21-7,,0,0,,0,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,,,,
41,2001,2001-11-11,8,26.337,PHI,,MIN,W 48-17,,0,0,,0,0,0,,0,0,0,,,,,,6,6,100.0,2,2,100.0,0,12,0.0,,,0,0,,0
42,2001,2001-11-18,9,26.344,PHI,@,DAL,W 36-3,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,5,5,100.0,0,18,0.0,,,0,0,,0
43,2001,2001-11-25,10,26.351,PHI,,WAS,L 3-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
44,2001,2001-11-29,11,26.355,PHI,@,KAN,W 23-10,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
45,2001,2001-12-09,12,27.000,PHI,,SDG,W 24-14,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
46,2001,2001-12-16,13,27.007,PHI,@,WAS,W 20-6,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
47,2001,2001-12-22,14,27.013,PHI,@,SFO,L 3-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
48,2001,2001-12-30,15,27.021,PHI,,NYG,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
49,2001,2002-01-06,16,27.028,PHI,@,TAM,W 17-13,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,3,33.3,0,5,0.0,,,0,0,,0
50,2002,2002-09-08,1,27.273,PHI,@,TEN,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
51,2002,2002-09-16,2,27.281,PHI,@,WAS,W 37-7,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0.0,,,0,0,,0
52,2002,2002-09-22,3,27.287,PHI,,DAL,W 44-13,,1,10,10.00,0,0,0,,0,0,0,,,,,,5,5,100.0,3,3,100.0,0,14,0.0,,,0,0,,0
53,2002,2002-09-29,4,27.294,PHI,,HOU,W 35-17,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
54,2002,2002-10-06,5,27.301,PHI,@,JAX,L 25-28,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
55,2002,2002-10-20,6,27.315,PHI,,TAM,W 20-10,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
56,2002,2002-10-28,7,27.323,PHI,,NYG,W 17-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,3,4,75.0,0,9,0.0,,,0,0,,0
57,2002,2002-11-03,8,27.329,PHI,@,CHI,W 19-13,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,,,0,0,,0
58,2002,2002-11-10,9,27.336,PHI,,IND,L 13-35,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
59,2002,2002-11-17,10,27.343,PHI,,ARI,W 38-14,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
60,2002,2002-11-25,11,27.351,PHI,@,SFO,W 38-17,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,2,50.0,0,8,0.0,,,0,0,,0
61,2002,2002-12-01,12,27.357,PHI,,STL,W 10-3,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
62,2002,2002-12-08,13,27.364,PHI,@,SEA,W 27-20,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,,,0,0,,0
63,2002,2002-12-15,14,28.006,PHI,,WAS,W 34-21,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
64,2002,2002-12-21,15,28.012,PHI,@,DAL,W 27-3,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
65,2002,2002-12-28,16,28.019,PHI,@,NYG,L 7-10,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
66,2003,2003-09-08,1,28.273,PHI,,TAM,L 0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2003,2003-09-14,2,28.279,PHI,,NWE,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
68,2003,2003-09-28,3,28.293,PHI,@,BUF,W 23-13,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
69,2003,2003-10-05,4,28.300,PHI,,WAS,W 27-25,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
70,2003,2003-10-12,5,28.307,PHI,@,DAL,L 21-23,,0,0,,0,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,,,,
71,2003,2003-10-19,6,28.314,PHI,@,NYG,W 14-10,,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,,,,
72,2003,2003-10-26,7,28.321,PHI,,NYJ,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
73,2003,2003-11-02,8,28.328,PHI,@,ATL,W 23-16,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
74,2003,2003-11-10,9,28.336,PHI,@,GNB,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
75,2003,2003-11-16,10,28.342,PHI,,NYG,W 28-10,,0,0,,0,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,,,,
76,2003,2003-11-23,11,28.349,PHI,,NOR,W 33-20,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,0,15,0.0,,,0,0,,0
77,2003,2003-11-30,12,28.356,PHI,@,CAR,W 25-16,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,,,0,0,,0
78,2003,2003-12-07,13,28.363,PHI,,DAL,W 36-10,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
79,2003,2003-12-15,14,29.006,PHI,@,MIA,W 34-27,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
80,2003,2003-12-21,15,29.012,PHI,,SFO,L 28-31,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,,2,0.0,0,4,0.0,,,0,0,,0
81,2003,2003-12-27,16,29.018,PHI,@,WAS,W 31-7,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
82,2004,2004-09-12,1,29.278,PHI,,NYG,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
83,2004,2004-09-20,2,29.286,PHI,,MIN,W 27-16,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
84,2004,2004-09-26,3,29.292,PHI,@,DET,W 30-13,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
85,2004,2004-10-03,4,29.299,PHI,@,CHI,W 19-9,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,6,66.7,0,13,0.0,,,0,0,,0
86,2004,2004-10-17,5,29.313,PHI,,CAR,W 30-8,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,,,1,36,36.00,0
87,2004,2004-10-24,6,29.320,PHI,@,CLE,W 34-31,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
88,2004,2004-10-31,7,29.327,PHI,,BAL,W 15-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,3,3,100.0,0,9,0.0,,,0,0,,0
89,2004,2004-11-07,8,29.334,PHI,@,PIT,L 3-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
90,2004,2004-11-15,9,29.342,PHI,@,DAL,W 49-21,,0,0,,0,0,0,,0,0,,,,,,,7,7,100.0,,,,0,7,,,,,,,
91,2004,2004-11-21,10,29.348,PHI,,WAS,W 28-6,,0,0,,0,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,,,,
92,2004,2004-11-28,11,29.355,PHI,@,NYG,W 27-6,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
93,2004,2004-12-05,12,29.362,PHI,,GNB,W 47-17,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,4,4,100.0,0,17,0.0,,,0,0,,0
94,2004,2004-12-12,13,30.003,PHI,@,WAS,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
95,2004,2004-12-19,14,30.010,PHI,,DAL,W 12-7,,0,0,,0,0,0,,0,0,,,,,,,,1,0.0,,,,0,0,,,,,,,
96,2004,2004-12-27,15,30.018,PHI,@,STL,L 7-20,,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,,,,
97,2004,2005-01-02,16,30.024,PHI,,CIN,L 10-38,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
98,2005,2005-09-12,1,30.277,PHI,@,ATL,L 10-14,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,3,33.3,0,4,0.0,,,0,0,,0
99,2005,2005-09-18,2,30.283,PHI,,SFO,W 42-3,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,,1,0.0,0,5,0.0,,,0,0,,0
100,2005,2005-09-25,3,30.290,PHI,,OAK,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
101,2005,2005-11-06,8,30.332,PHI,@,WAS,L 10-17,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
102,2005,2005-11-14,9,30.340,PHI,,DAL,L 20-21,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
103,2005,2005-11-20,10,30.346,PHI,@,NYG,L 17-27,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
104,2005,2005-11-27,11,30.353,PHI,,GNB,W 19-14,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,,,0,0,,0
105,2005,2005-12-11,13,31.002,PHI,,NYG,L 23-26,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
106,2005,2005-12-18,14,31.009,PHI,@,STL,W 17-16,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
107,2005,2005-12-24,15,31.015,PHI,@,ARI,L 21-27,,0,0,,0,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,,,,
108,2005,2006-01-01,16,31.023,PHI,,WAS,L 20-31,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
109,2006,2006-09-10,1,31.275,PHI,@,HOU,W 24-10,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
110,2006,2006-09-17,2,31.282,PHI,,NYG,L 24-30,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
111,2006,2006-09-24,3,31.289,PHI,@,SFO,W 38-24,,0,0,,0,0,0,,0,0,0,,0,,,,5,5,100.0,1,2,50.0,0,8,0.0,,,0,0,,0
112,2006,2006-10-02,4,31.297,PHI,,GNB,W 31-9,,0,0,,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
113,2006,2006-10-08,5,31.303,PHI,,DAL,W 38-24,,0,0,,0,0,0,,0,0,0,,0,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
114,2006,2006-10-15,6,31.310,PHI,@,NOR,L 24-27,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
115,2006,2006-10-22,7,31.317,PHI,@,TAM,L 21-23,,0,0,,0,0,0,,0,0,,,0,,,,3,3,100.0,,,,0,3,,,,,,,
116,2006,2006-10-29,8,31.324,PHI,,JAX,L 6-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,2,2,100.0,0,6,0.0,,,0,0,,0
117,2006,2006-11-12,9,31.338,PHI,,WAS,W 27-3,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
118,2006,2006-11-19,10,31.345,PHI,,TEN,L 13-31,,0,0,,0,0,0,,0,0,0,,0,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
119,2006,2006-11-26,11,31.352,PHI,@,IND,L 21-45,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
120,2006,2006-12-04,12,31.360,PHI,,CAR,W 27-24,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
121,2006,2006-12-10,13,32.001,PHI,@,WAS,W 21-19,,0,0,,0,0,0,,0,0,,,0,,,,3,3,100.0,,,,0,3,,,,,,,
122,2006,2006-12-17,14,32.008,PHI,@,NYG,W 36-22,,0,0,,0,0,0,,0,0,0,,0,,,,4,4,100.0,,1,0.0,0,4,0.0,,,0,0,,0
123,2006,2006-12-25,15,32.016,PHI,@,DAL,W 23-7,,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
124,2006,2006-12-31,16,32.022,PHI,,ATL,W 24-17,,0,0,,0,0,0,,0,0,0,,0,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
125,2007,2007-09-09,1,32.274,PHI,@,GNB,L 13-16,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
126,2007,2007-09-17,2,32.282,PHI,,WAS,L 12-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,4,4,100.0,0,12,0.0,,,0,0,,0
127,2007,2007-09-23,3,32.288,PHI,,DET,W 56-21,,0,0,,0,0,0,,0,0,,,,,,,8,8,100.0,,,,0,8,,,,,,,
128,2007,2007-09-30,4,32.295,PHI,@,NYG,L 3-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,2,50.0,0,3,0.0,,,0,0,,0
129,2007,2007-10-14,5,32.309,PHI,@,NYJ,W 16-9,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,5,60.0,0,10,0.0,,,0,0,,0
130,2007,2007-10-21,6,32.316,PHI,,CHI,L 16-19,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,,,0,0,,0
131,2007,2007-10-28,7,32.323,PHI,@,MIN,W 23-16,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
132,2007,2007-11-04,8,32.330,PHI,,DAL,L 17-38,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
133,2007,2007-11-11,9,32.337,PHI,@,WAS,W 33-25,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
134,2007,2007-11-18,10,32.344,PHI,,MIA,W 17-7,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
135,2007,2007-11-25,11,32.351,PHI,@,NWE,L 28-31,,0,0,,0,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,,,,
136,2007,2007-12-02,12,32.358,PHI,,SEA,L 24-28,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
137,2007,2007-12-09,13,33.000,PHI,,NYG,L 13-16,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0.0,,,0,0,,0
138,2007,2007-12-16,14,33.007,PHI,@,DAL,W 10-6,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
139,2007,2007-12-23,15,33.014,PHI,@,NOR,W 38-23,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,,,0,0,,0
140,2007,2007-12-30,16,33.021,PHI,,BUF,W 17-9,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
141,2008,2008-09-07,1,33.273,PHI,,STL,W 38-3,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
142,2008,2008-09-15,2,33.281,PHI,@,DAL,L 37-41,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
143,2008,2008-09-21,3,33.287,PHI,,PIT,W 15-6,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
144,2008,2008-09-28,4,33.294,PHI,@,CHI,L 20-24,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,0,,0
145,2008,2008-10-05,5,33.301,PHI,,WAS,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
146,2008,2008-10-12,6,33.308,PHI,@,SFO,W 40-26,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,4,5,80.0,0,16,0.0,0,0,0,0,,0
147,2008,2008-10-26,7,33.322,PHI,,ATL,W 27-14,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
148,2008,2008-11-02,8,33.329,PHI,@,SEA,W 26-7,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
149,2008,2008-11-09,9,33.336,PHI,,NYG,L 31-36,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
150,2008,2008-11-16,10,33.343,PHI,@,CIN,T 13-13,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
151,2008,2008-11-23,11,33.350,PHI,@,BAL,L 7-36,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
152,2008,2008-11-27,12,33.354,PHI,,ARI,W 48-20,,0,0,,0,0,0,,0,0,0,,,,,,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,0,,0
153,2008,2008-12-07,13,33.364,PHI,@,NYG,W 20-14,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,0,,0
154,2008,2008-12-15,14,34.006,PHI,,CLE,W 30-10,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
155,2008,2008-12-21,15,34.012,PHI,@,WAS,L 3-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
