ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
156,2008,2008-12-28,16,34.019,PHI,,DAL,W 44-6,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,3,4,75.0,0,14,0.0,0,0,0,0,,0
157,2009,2009-09-13,1,34.278,PHI,@,CAR,W 38-10,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,0,,0
158,2009,2009-09-20,2,34.285,PHI,,NOR,L 22-48,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
159,2009,2009-09-27,3,34.292,PHI,,KAN,W 34-14,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
160,2009,2009-10-11,4,34.306,PHI,,TAM,W 33-14,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
161,2009,2009-10-18,5,34.313,PHI,@,OAK,L 9-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,3,5,60.0,0,9,0.0,0,0,0,0,,0
162,2009,2009-10-26,6,34.321,PHI,@,WAS,W 27-17,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
163,2009,2009-11-01,7,34.327,PHI,,NYG,W 40-17,,0,0,,0,0,0,,0,0,0,,,,,,4,5,80.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
164,2009,2009-11-08,8,34.334,PHI,,DAL,L 16-20,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
165,2009,2009-11-15,9,34.341,PHI,@,SDG,L 23-31,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
166,2009,2009-11-22,10,34.348,PHI,@,CHI,W 24-20,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
167,2009,2009-11-29,11,34.355,PHI,,WAS,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
168,2009,2009-12-06,12,34.362,PHI,@,ATL,W 34-7,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,0,,0
169,2009,2009-12-13,13,35.004,PHI,@,NYG,W 45-38,,0,0,,0,0,0,,0,0,0,,,,,,4,5,80.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
170,2009,2009-12-20,14,35.011,PHI,,SFO,W 27-13,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
171,2009,2009-12-27,15,35.018,PHI,,DEN,W 30-27,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
172,2009,2010-01-03,16,35.025,PHI,@,DAL,L 0-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0.0,0,0,0,0,,0
173,2010,2010-09-12,1,35.277,PHI,,GNB,L 20-27,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
174,2010,2010-09-19,2,35.284,PHI,@,DET,W 35-32,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,,,,0,5,0.0,0,0,0,0,,0
175,2010,2010-09-26,3,35.291,PHI,@,JAX,W 28-3,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
176,2010,2010-10-03,4,35.298,PHI,,WAS,L 12-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
177,2010,2010-10-10,5,35.305,PHI,@,SFO,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,,0
178,2010,2010-10-17,6,35.312,PHI,,ATL,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,4,25.0,0,7,0.0,0,0,0,0,,0
179,2010,2010-10-24,7,35.319,PHI,@,TEN,L 19-37,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
180,2010,2010-11-07,8,35.333,PHI,,IND,W 26-24,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
181,2010,2010-11-15,9,35.341,PHI,@,WAS,W 59-28,,0,0,,0,0,0,,0,0,0,,,,,,8,8,100.0,1,1,100.0,0,11,0.0,0,1,0,0,,0
182,2010,2010-11-21,10,35.347,PHI,,NYG,W 27-17,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,0,,0
183,2010,2010-11-28,11,35.354,PHI,@,CHI,L 26-31,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
184,2010,2010-12-02,12,35.358,PHI,,HOU,W 34-24,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
185,2010,2010-12-12,13,36.003,PHI,@,DAL,W 30-27,,0,0,,0,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
186,2010,2010-12-19,14,36.010,PHI,@,NYG,W 38-31,,0,0,,0,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
187,2010,2010-12-28,15,36.019,PHI,,MIN,L 14-24,,0,0,,0,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
188,2010,2011-01-02,16,36.024,PHI,,DAL,L 13-14,,0,0,,0,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
189,2011,2011-09-11,1,36.276,SFO,,SEA,W 33-17,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0
190,2011,2011-09-18,2,36.283,SFO,,DAL,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
191,2011,2011-09-25,3,36.290,SFO,@,CIN,W 13-8,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
192,2011,2011-10-02,4,36.297,SFO,@,PHI,W 24-23,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,0,,0
193,2011,2011-10-09,5,36.304,SFO,,TAM,W 48-3,,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,0,,0
194,2011,2011-10-16,6,36.311,SFO,@,DET,W 25-19,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
195,2011,2011-10-30,7,36.325,SFO,,CLE,W 20-10,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
196,2011,2011-11-06,8,36.332,SFO,@,WAS,W 19-11,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
197,2011,2011-11-13,9,36.339,SFO,,NYG,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
198,2011,2011-11-20,10,36.346,SFO,,ARI,W 23-7,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,6,50.0,0,11,0.0,0,0,0,0,,0
199,2011,2011-11-24,11,36.350,SFO,@,BAL,L 6-16,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
200,2011,2011-12-04,12,36.360,SFO,,STL,W 26-0,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
201,2011,2011-12-11,13,37.002,SFO,@,ARI,L 19-21,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,0,,0
202,2011,2011-12-19,14,37.010,SFO,,PIT,W 20-3,,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
203,2011,2011-12-24,15,37.015,SFO,@,SEA,W 19-17,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,0,,0
204,2011,2012-01-01,16,37.023,SFO,@,STL,W 34-27,,0,0,,0,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,0,,0
205,2012,2012-09-09,1,37.275,SFO,@,GNB,W 30-22,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
206,2012,2012-09-16,2,37.282,SFO,,DET,W 27-19,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
207,2012,2012-09-23,3,37.289,SFO,@,MIN,L 13-24,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
208,2012,2012-09-30,4,37.296,SFO,@,NYJ,W 34-0,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,4,50.0,0,10,0.0,0,0,0,0,,0
209,2012,2012-10-07,5,37.303,SFO,,BUF,W 45-3,,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,0,,0
210,2012,2012-10-14,6,37.310,SFO,,NYG,L 3-26,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,3,33.3,0,3,0.0,0,0,0,0,,0
211,2012,2012-10-18,7,37.314,SFO,,SEA,W 13-6,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
212,2012,2012-10-29,8,37.325,SFO,@,ARI,W 24-3,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
213,2012,2012-11-11,9,37.338,SFO,,STL,T 24-24,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
214,2012,2012-11-19,10,37.346,SFO,,CHI,W 32-7,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
215,2012,2012-11-25,11,37.352,SFO,@,NOR,W 31-21,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,3,33.3,0,7,0.0,0,0,0,0,,0
216,2012,2012-12-02,12,37.359,SFO,@,STL,L 13-16,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
217,2012,2012-12-09,13,38.000,SFO,,MIA,W 27-13,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
218,2012,2012-12-16,14,38.007,SFO,@,NWE,W 41-34,,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,0,,0
219,2012,2012-12-23,15,38.014,SFO,@,SEA,L 13-42,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
220,2012,2012-12-30,16,38.021,SFO,,ARI,W 27-13,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,0.0,0,0,0,0,,0
221,2013,2013-09-08,1,38.273,DET,,MIN,W 34-24,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
222,2013,2013-09-15,2,38.280,DET,@,ARI,L 21-25,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,0,,0
223,2013,2013-09-22,3,38.287,DET,@,WAS,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
224,2013,2013-09-29,4,38.294,DET,,CHI,W 40-32,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,0,,0
225,2013,2013-10-06,5,38.301,DET,@,GNB,L 9-22,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
226,2013,2013-10-13,6,38.308,DET,@,CLE,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
227,2013,2013-10-20,7,38.315,DET,,CIN,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
228,2013,2013-10-27,8,38.322,DET,,DAL,W 31-30,,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
229,2013,2013-11-10,9,38.336,DET,@,CHI,W 21-19,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,0,,0
230,2013,2013-11-17,10,38.343,DET,@,PIT,L 27-37,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
231,2013,2013-11-24,11,38.350,DET,,TAM,L 21-24,,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
232,2013,2013-11-28,12,38.354,DET,,GNB,W 40-10,,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,0,,0
233,2013,2013-12-08,13,38.364,DET,@,PHI,L 20-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,1,0.0,,,,0,0,0.0,0,0,0,0,,0
234,2013,2013-12-16,14,39.007,DET,,BAL,L 16-18,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
235,2013,2013-12-22,15,39.013,DET,,NYG,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
236,2013,2013-12-29,16,39.020,DET,@,MIN,L 13-14,,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
