ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1960,1960-09-10,1,23.074,LAC,,DTX,W 21-20,0,0,,0,2,25,12.50,0,0,0
2,1960,1960-09-18,2,23.082,LAC,@,HOU,L 28-38,1,3,3.00,0,2,70,35.00,1,1,6
3,1960,1960-09-25,3,23.089,LAC,@,DTX,L 0-17,6,49,8.17,0,0,0,,0,0,0
4,1960,1960-10-02,4,23.096,LAC,@,BUF,W 24-10,10,60,6.00,1,3,8,2.67,0,1,6
5,1960,1960-10-08,5,23.102,LAC,,BOS,L 0-35,5,3,0.60,0,2,12,6.00,0,0,0
6,1960,1960-10-16,6,23.110,LAC,@,DEN,W 23-19,6,2,0.33,0,0,0,,0,0,0
7,1960,1960-10-28,7,23.122,LAC,@,BOS,W 45-16,4,7,1.75,0,0,0,,0,0,0
8,1960,1960-11-04,8,23.129,LAC,@,NYT,W 21-7,3,6,2.00,0,0,0,,0,0,0
9,1960,1960-12-18,14,23.173,LAC,,NYT,W 50-43,4,31,7.75,0,3,38,12.67,0,0,0
10,1961,1961-09-10,1,24.074,SDG,@,DTX,W 26-10,3,7,2.33,0,0,0,,0,0,0
11,1961,1961-09-17,2,24.081,SDG,,OAK,W 44-0,7,17,2.43,2,2,18,9.00,0,2,12
12,1961,1961-09-24,3,24.088,SDG,,HOU,W 34-24,4,19,4.75,0,2,25,12.50,0,0,0
13,1961,1961-09-30,4,24.094,SDG,@,BUF,W 19-11,3,17,5.67,0,3,48,16.00,0,0,0
14,1961,1961-10-07,5,24.101,SDG,@,BOS,W 38-27,8,25,3.13,0,0,0,,0,0,0
15,1961,1961-10-15,6,24.109,SDG,@,NYT,W 25-10,11,49,4.45,0,3,63,21.00,0,0,0
16,1961,1961-10-22,7,24.116,SDG,@,OAK,W 41-10,9,27,3.00,1,1,12,12.00,0,1,6
17,1961,1961-10-29,8,24.123,SDG,,DEN,W 37-0,1,11,11.00,0,0,0,,0,0,0
18,1961,1961-12-03,12,24.158,SDG,@,HOU,L 13-33,4,7,1.75,0,2,15,7.50,0,0,0
19,1961,1961-12-10,13,24.165,SDG,,BUF,W 28-10,0,0,,0,2,-3,-1.50,0,0,0
20,1961,1961-12-17,14,24.172,SDG,,BOS,L 0-41,1,-2,-2.00,0,1,-3,-3.00,0,0,0
21,1962,1962-09-09,1,25.073,NYT,@,OAK,W 28-17,3,23,7.67,0,0,0,,0,0,0
22,1962,1962-09-16,2,25.080,NYT,@,SDG,L 14-40,13,42,3.23,0,5,43,8.60,0,0,0
23,1962,1962-09-22,3,25.086,NYT,@,BUF,W 17-6,5,13,2.60,0,2,12,6.00,0,0,0
