ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,22.305,DAL,@,SDG,W 28-24,,,,,,,
2,2005,2005-09-19,2,22.313,DAL,,WAS,L 13-14,,,0,0,1.0,,
3,2005,2005-09-25,3,22.319,DAL,@,SFO,W 34-31,,,,,,,
4,2005,2005-10-02,4,22.326,DAL,@,OAK,L 13-19,,,0,0,0.5,,
5,2005,2005-10-09,5,22.333,DAL,,PHI,W 33-10,,,,,,,
6,2005,2005-10-16,6,22.340,DAL,,NYG,W 16-13,,,,,,,
7,2005,2005-10-23,7,22.347,DAL,@,SEA,L 10-13,,,,,,,
8,2005,2005-10-30,8,22.354,DAL,,ARI,W 34-13,,,,,,,
9,2005,2005-11-14,9,23.004,DAL,@,PHI,W 21-20,,,,,,,
10,2005,2005-11-20,10,23.010,DAL,,DET,W 20-7,,,,,,,
11,2005,2005-11-24,11,23.014,DAL,,DEN,L 21-24,,,0,0,1.0,,
12,2005,2005-12-04,12,23.024,DAL,@,NYG,L 10-17,*,,,,,,
13,2005,2005-12-11,13,23.031,DAL,,KAN,W 31-28,*,,,,,,
14,2005,2005-12-18,14,23.038,DAL,@,WAS,L 7-35,,,,,,,
15,2005,2005-12-24,15,23.044,DAL,@,CAR,W 24-20,,,,,,,
16,2005,2006-01-01,16,23.052,DAL,,STL,L 10-20,,,,,,,
17,2006,2006-09-10,1,23.304,DAL,@,JAX,L 17-24,*,,,,,,
18,2006,2006-09-17,2,23.311,DAL,,WAS,W 27-10,*,,,,,,
19,2006,2006-10-01,3,23.325,DAL,@,TEN,W 45-14,*,,0,0,1.0,,
20,2006,2006-10-08,4,23.332,DAL,@,PHI,L 24-38,*,,,,,,
21,2006,2006-10-15,5,23.339,DAL,,HOU,W 34-6,*,,,,,,
22,2006,2006-10-23,6,23.347,DAL,,NYG,L 22-36,*,,,,,,
23,2006,2006-10-29,7,23.353,DAL,@,CAR,W 35-14,*,,,,,,
24,2006,2006-11-05,8,23.360,DAL,@,WAS,L 19-22,*,,,,,,
25,2006,2006-11-12,9,24.002,DAL,@,ARI,W 27-10,*,,,,,,
26,2006,2006-11-19,10,24.009,DAL,,IND,W 21-14,*,,,,,,
