ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1980,1980-09-22,3,22.172,NYG,@,PHI,L 3-35,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1980,1980-09-28,4,22.178,NYG,,RAM,L 7-28,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
3,1980,1980-10-05,5,22.185,NYG,@,DAL,L 3-24,,,,,,,,,,,,,,,,,,
4,1980,1980-10-12,6,22.192,NYG,,PHI,L 16-31,2,16,8.00,0,1,-7,-7.00,0,1,12,12.00,0,0,0,,0,0,0
5,1980,1980-10-19,7,22.199,NYG,@,SDG,L 7-44,3,30,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1980,1980-10-26,8,22.206,NYG,,DEN,L 9-14,6,79,13.17,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1980,1980-11-02,9,22.213,NYG,@,TAM,L 13-30,1,5,5.00,0,0,0,,0,0,11,,0,0,,,0,0,0
8,1980,1980-11-30,13,22.241,NYG,,STL,L 7-23,4,51,12.75,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
9,1980,1980-12-07,14,22.248,NYG,@,SEA,W 27-21,,,,,,,,,,,,,,,,,,
10,1980,1980-12-13,15,22.254,NYG,@,WAS,L 13-16,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1980,1980-12-21,16,22.262,NYG,,OAK,L 17-33,4,59,14.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
12,1981,1981-09-06,1,23.156,NYG,,PHI,L 10-24,0,0,,0,,,,,0,0,,0,0,0,,0,,
13,1981,1981-11-08,10,23.219,NYG,@,GNB,L 24-26,0,0,,0,0,0,,0,4,76,19.00,0,0,0,,0,0,0
14,1981,1981-11-15,11,23.226,NYG,,WAS,L 27-30,0,0,,0,0,0,,0,1,34,34.00,0,0,0,,0,0,0
15,1981,1981-11-22,12,23.233,NYG,@,PHI,W 20-10,0,0,,0,0,0,,0,1,16,16.00,0,1,13,13.00,0,0,0
16,1981,1981-11-29,13,23.240,NYG,@,SFO,L 10-17,0,0,,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0
17,1981,1981-12-06,14,23.247,NYG,,RAM,W 10-7,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
18,1981,1981-12-13,15,23.254,NYG,@,STL,W 20-10,0,0,,0,,,,,0,0,,0,0,0,,0,,
19,1981,1981-12-19,16,23.260,NYG,,DAL,W 13-10,1,8,8.00,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
20,1982,1982-09-12,1,24.162,NYG,,ATL,L 14-16,0,0,,0,,,,,0,0,,0,0,0,,0,,
