ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1975,1975-09-22,1,22.274,OAK,@,MIA,W 31-21,,,,,,,,,
2,1975,1975-09-28,2,22.280,OAK,@,BAL,W 31-20,,,,,,,,,
3,1975,1975-10-05,3,22.287,OAK,@,SDG,W 6-0,,,,,,,,,
4,1975,1975-10-12,4,22.294,OAK,@,KAN,L 10-42,,,,,,,,,
5,1975,1975-10-19,5,22.301,OAK,@,CIN,L 10-14,,,,,,,,,
6,1975,1975-10-26,6,22.308,OAK,,SDG,W 25-0,,,,,,,,,
7,1975,1975-11-02,7,22.315,OAK,@,DEN,W 42-17,,,,,,,,,
8,1975,1975-11-09,8,22.322,OAK,,NOR,W 48-10,,,,,,,,,
9,1975,1975-11-16,9,22.329,OAK,,CLE,W 38-17,0,0,,0,0,0,1,0,0
10,1975,1975-11-23,10,22.336,OAK,@,WAS,W 26-23,2,0,0.00,0,0,0,0,0,0
11,1975,1975-11-30,11,22.343,OAK,,ATL,W 37-34,,,,,,,,,
12,1975,1975-12-08,12,22.351,OAK,,DEN,W 17-10,0,0,,0,0,0,3,38,0
13,1975,1975-12-14,13,22.357,OAK,,HOU,L 26-27,0,0,,0,0,0,1,4,0
14,1975,1975-12-21,14,22.364,OAK,,KAN,W 28-20,0,0,,0,0,0,1,3,0
15,1976,1976-09-12,1,23.265,OAK,,PIT,W 31-28,1,3,3.00,0,0,0,0,0,0
16,1976,1976-09-20,2,23.273,OAK,@,KAN,W 24-21,,,,,,,,,
17,1976,1976-09-26,3,23.279,OAK,@,HOU,W 14-13,,,,,,,,,
18,1976,1976-10-03,4,23.286,OAK,@,NWE,L 17-48,1,4,4.00,0,0,0,0,0,0
19,1976,1976-10-10,5,23.293,OAK,@,SDG,W 27-17,,,,,,,,,
20,1976,1976-10-17,6,23.300,OAK,@,DEN,W 17-10,,,,,,,,,
