ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,23.159,OAK,,SDG,W 17-7,,,,,,,,,
2,1995,1995-09-10,2,23.166,OAK,@,WAS,W 20-8,,,,,,,,,
3,1995,1995-09-17,3,23.173,OAK,@,KAN,L 17-23,,,,,,,,,
4,1995,1995-09-24,4,23.180,OAK,,PHI,W 48-17,,,,,,,,,
5,1995,1995-10-01,5,23.187,OAK,@,NYJ,W 47-10,,,,,,,,,
6,1995,1995-10-08,6,23.194,OAK,,SEA,W 34-14,,,,,,,,,
7,1995,1995-10-16,7,23.202,OAK,@,DEN,L 0-27,,,,,,,,,
8,1995,1995-10-22,8,23.208,OAK,,IND,W 30-17,,,,,,,,,
9,1995,1995-12-03,13,23.250,OAK,,KAN,L 23-29,,,,,,,,,
10,1995,1995-12-10,14,23.257,OAK,,PIT,L 10-29,,,,,,,,,
11,1995,1995-12-17,15,23.264,OAK,@,SEA,L 10-44,,,,,,,,,
12,1995,1995-12-24,16,23.271,OAK,,DEN,L 28-31,,,,,,,,,
13,1996,1996-09-01,1,24.157,ARI,@,IND,L 13-20,,,,,,,,,
14,1996,1996-09-08,2,24.164,OAK,@,KAN,L 3-19,,,,,,,,,
15,1996,1996-09-15,3,24.171,OAK,,JAX,W 17-3,,,,,,,,,
16,1996,1996-09-22,4,24.178,OAK,,SDG,L 34-40,,,,,,,,,
17,1996,1996-09-29,5,24.185,OAK,@,CHI,L 17-19,,,,,,,,,
18,1996,1996-10-06,6,24.192,OAK,@,NYJ,W 34-13,,,,,,,,,
19,1996,1996-10-13,7,24.199,OAK,,DET,W 37-21,,,,,,,,,
20,1996,1996-10-21,8,24.207,OAK,@,SDG,W 23-14,,,,,,,,,
21,1996,1996-11-04,9,24.221,OAK,,DEN,L 21-22,,,,,,,,,
22,1996,1996-11-10,10,24.227,OAK,@,TAM,L 17-20,,,,,,,,,
23,1996,1996-11-17,11,24.234,OAK,,MIN,L 13-16,,,,,,,,,
24,1996,1996-11-24,12,24.241,OAK,@,SEA,W 27-21,,,,,,,,,
25,1996,1996-12-01,13,24.248,OAK,,MIA,W 17-7,,0,0,,0,0.0,1,13,0
26,1996,1996-12-09,14,24.256,OAK,,KAN,W 26-7,,,,,,,,,
27,1996,1996-12-15,15,24.262,OAK,@,DEN,L 19-24,,,,,,,,,
28,1996,1996-12-22,16,24.269,OAK,,SEA,L 21-28,,0,0,,0,1.0,1,0,0
29,1997,1997-08-31,1,25.156,OAK,@,TEN,L 21-24,,0,0,,0,,,,
30,1997,1997-09-08,2,25.164,OAK,,KAN,L 27-28,,0,0,,0,,,,
31,1997,1997-09-14,3,25.170,OAK,@,ATL,W 36-31,,0,0,,0,,,,
32,1997,1997-09-21,4,25.177,OAK,@,NYJ,L 22-23,,0,0,,0,,,,
33,1997,1997-09-28,5,25.184,OAK,,STL,W 35-17,,1,14,14.00,0,0.0,0,0,0
34,1997,1997-10-05,6,25.191,OAK,,SDG,L 10-25,,0,0,,0,,,,
35,1997,1997-10-19,7,25.205,OAK,,DEN,W 28-25,,0,0,,0,,,,
36,1997,1997-10-26,8,25.212,OAK,@,SEA,L 34-45,,0,0,,0,,,,
37,1997,1997-11-02,9,25.219,OAK,@,CAR,L 14-38,,0,0,,0,,,,
38,1997,1997-11-09,10,25.226,OAK,,NOR,L 10-13,,0,0,,0,,,,
39,1997,1997-11-16,11,25.233,OAK,@,SDG,W 38-13,,0,0,,0,,,,
40,1998,1998-09-06,1,26.162,OAK,@,KAN,L 8-28,,,,,,,,,
41,1998,1998-09-13,2,26.169,OAK,,NYG,W 20-17,,,,,,,,,
42,1998,1998-09-20,3,26.176,OAK,,DEN,L 17-34,,,,,,,,,
43,1998,1998-09-27,4,26.183,OAK,@,DAL,W 13-12,,,,,,,,,
44,1998,1998-10-04,5,26.190,OAK,@,ARI,W 23-20,,,,,,,,,
45,1998,1998-10-11,6,26.197,OAK,,SDG,W 7-6,,,,,,,,,
46,1998,1998-10-25,7,26.211,OAK,,CIN,W 27-10,,,,,,,,,
47,1998,1998-11-01,8,26.218,OAK,@,SEA,W 31-18,,,,,,,,,
48,1998,1998-11-08,9,26.225,OAK,@,BAL,L 10-13,,1,3,3.00,0,0.0,0,0,0
49,1998,1998-11-15,10,26.232,OAK,,SEA,W 20-17,,,,,,,,,
50,1998,1998-11-22,11,26.239,OAK,@,DEN,L 14-40,,,,,,,,,
51,1998,1998-11-29,12,26.246,OAK,,WAS,L 19-29,,,,,,,,,
52,1998,1998-12-06,13,26.253,OAK,,MIA,L 17-27,,,,,,,,,
53,1998,1998-12-13,14,26.260,OAK,@,BUF,L 21-44,,,,,,,,,
54,1998,1998-12-20,15,26.267,OAK,@,SDG,W 17-10,,,,,,,,,
55,1998,1998-12-26,16,26.273,OAK,,KAN,L 24-31,,,,,,,,,
56,1999,1999-09-12,1,27.168,STL,,BAL,W 27-10,,,,,,,,,
57,1999,1999-09-26,2,27.182,STL,,ATL,W 35-7,,,,,,,,,
58,1999,1999-10-03,3,27.189,STL,@,CIN,W 38-10,,,,,,,,,
59,1999,1999-10-10,4,27.196,STL,,SFO,W 42-20,,,,,,,,,
60,1999,1999-10-17,5,27.203,STL,@,ATL,W 41-13,,,,,,,,,
61,1999,1999-10-24,6,27.210,STL,,CLE,W 34-3,,,,,,,,,
62,1999,1999-10-31,7,27.217,STL,@,TEN,L 21-24,,,,,,,,,
63,1999,1999-11-07,8,27.224,STL,@,DET,L 27-31,,,,,,,,,
64,1999,1999-11-14,9,27.231,STL,,CAR,W 35-10,,,,,,,,,
65,1999,1999-11-21,10,27.238,STL,@,SFO,W 23-7,,,,,,,,,
66,1999,1999-11-28,11,27.245,STL,,NOR,W 43-12,,,,,,,,,
67,1999,1999-12-05,12,27.252,STL,@,CAR,W 34-21,,,,,,,,,
68,1999,1999-12-12,13,27.259,STL,@,NOR,W 30-14,,,,,,,,,
69,1999,1999-12-19,14,27.266,STL,,NYG,W 31-10,,,,,,,,,
70,1999,1999-12-26,15,27.273,STL,,CHI,W 34-12,,,,,,,,,
71,1999,2000-01-02,16,27.280,STL,@,PHI,L 31-38,,,,,,,,,
72,2000,2000-09-03,1,28.159,GNB,,NYJ,L 16-20,,1,13,13.00,0,0.0,0,0,0
73,2000,2000-09-10,2,28.166,GNB,@,BUF,L 18-27,,,,,,,,,
74,2000,2000-09-17,3,28.173,GNB,,PHI,W 6-3,,,,,,,,,
75,2000,2000-09-24,4,28.180,GNB,@,ARI,W 29-3,,,,,,,,,
76,2000,2000-10-01,5,28.187,GNB,,CHI,L 24-27,,,,,,,,,
77,2000,2000-10-08,6,28.194,GNB,@,DET,L 24-31,,,,,,,,,
78,2000,2000-10-15,7,28.201,GNB,,SFO,W 31-28,,,,,,,,,
79,2000,2000-10-29,8,28.215,GNB,@,MIA,L 20-28,,,,,,,,,
80,2000,2000-11-06,9,28.223,GNB,,MIN,W 26-20,,,,,,,,,
81,2000,2000-11-12,10,28.229,GNB,@,TAM,L 15-20,,,,,,,,,
82,2000,2000-11-19,11,28.236,GNB,,IND,W 26-24,,,,,,,,,
83,2000,2000-11-27,12,28.244,GNB,@,CAR,L 14-31,,,,,,,,,
84,2000,2000-12-03,13,28.250,GNB,@,CHI,W 28-6,,,,,,,,,
85,2000,2000-12-10,14,28.257,GNB,,DET,W 26-13,,,,,,,,,
86,2000,2000-12-17,15,28.264,GNB,@,MIN,W 33-28,,,,,,,,,
87,2000,2000-12-24,16,28.271,GNB,,TAM,W 17-14,,,,,,,,,
88,2001,2001-09-09,1,29.165,IND,@,NYJ,W 45-24,,,,,,,,,
89,2001,2001-09-23,2,29.179,IND,,BUF,W 42-26,,,,,,,,,
90,2001,2001-09-30,3,29.186,IND,@,NWE,L 13-44,,,,,,,,,
91,2001,2001-10-14,4,29.200,IND,,OAK,L 18-23,,,,,,,,,
92,2001,2001-10-21,5,29.207,IND,,NWE,L 17-38,,,,,,,,,
93,2001,2001-10-25,6,29.211,IND,@,KAN,W 35-28,,,,,,,,,
94,2001,2001-11-04,7,29.221,IND,@,BUF,W 30-14,,,,,,,,,
95,2001,2001-11-11,8,29.228,IND,,MIA,L 24-27,,,,,,,,,
96,2001,2001-11-18,9,29.235,IND,@,NOR,L 20-34,,,,,,,,,
97,2001,2001-11-25,10,29.242,IND,,SFO,L 21-40,,,,,,,,,
98,2001,2001-12-02,11,29.249,IND,@,BAL,L 27-39,,,,,,,,,
99,2001,2001-12-10,12,29.257,IND,@,MIA,L 6-41,,,,,,,,,
100,2001,2001-12-16,13,29.263,IND,,ATL,W 41-27,,,,,,,,,
101,2001,2001-12-23,14,29.270,IND,,NYJ,L 28-29,,,,,,,,,
102,2001,2001-12-30,15,29.277,IND,@,STL,L 17-42,,,,,,,,,
103,2001,2002-01-06,16,29.284,IND,,DEN,W 29-10,,,,,,,,,
