ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1964,1964-11-08,9,22.104,BAL,@,CHI,W 40-24,1,12,12.00,0,0,0,,0,0,0,0
2,1964,1964-11-22,11,22.118,BAL,@,RAM,W 24-7,0,0,,0,1,0,0.00,0,0,0,0
3,1966,1966-09-25,3,24.060,BAL,,SFO,W 36-14,0,0,,0,2,7,3.50,0,0,0,0
4,1966,1966-11-13,9,24.109,BAL,@,ATL,W 19-7,0,0,,0,0,0,,0,1,15,0
5,1970,1970-09-20,1,28.055,MIA,@,BOS,L 14-27,,,,,,,,,,,
6,1970,1970-09-27,2,28.062,MIA,@,HOU,W 20-10,,,,,,,,,,,
7,1970,1970-10-03,3,28.068,MIA,,OAK,W 20-13,,,,,,,,,,,
8,1970,1970-10-10,4,28.075,MIA,@,NYJ,W 20-6,0,0,,0,0,0,,0,1,15,0
9,1970,1970-10-18,5,28.083,MIA,@,BUF,W 33-14,,,,,,,,,,,
10,1970,1970-10-25,6,28.090,MIA,,CLE,L 0-28,,,,,,,,,,,
11,1970,1970-11-01,7,28.097,MIA,@,BAL,L 0-35,,,,,,,,,,,
12,1970,1970-11-08,8,28.104,MIA,@,PHI,L 17-24,,,,,,,,,,,
13,1970,1970-11-15,9,28.111,MIA,,NOR,W 21-10,,,,,,,,,,,
14,1970,1970-11-22,10,28.118,MIA,,BAL,W 34-17,,,,,,,,,,,
15,1970,1970-11-30,11,28.126,MIA,@,ATL,W 20-7,,,,,,,,,,,
16,1970,1970-12-06,12,28.132,MIA,,BOS,W 37-20,,,,,,,,,,,
17,1970,1970-12-13,13,28.139,MIA,,NYJ,W 16-10,,,,,,,,,,,
18,1970,1970-12-20,14,28.146,MIA,,BUF,W 45-7,,,,,,,,,,,
