ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-09,1,24.093,TAM,@,SEA,L 6-20,,,,,,,,,
2,2007,2007-09-16,2,24.100,TAM,,NOR,W 31-14,,,,,,,,,
3,2007,2007-09-23,3,24.107,TAM,,STL,W 24-3,,,,,,,,,
4,2007,2007-09-30,4,24.114,TAM,@,CAR,W 20-7,,,,,,,,,
5,2007,2007-10-07,5,24.121,TAM,@,IND,L 14-33,,,,,,,,,
6,2007,2007-10-14,6,24.128,TAM,,TEN,W 13-10,,0,0,1.0,,,0,0,0
7,2007,2007-10-21,7,24.135,TAM,@,DET,L 16-23,,,,,,,,,
8,2007,2007-10-28,8,24.142,TAM,,JAX,L 23-24,,0,0,0.5,,,0,0,0
9,2007,2007-11-04,9,24.149,TAM,,ARI,W 17-10,*,,,,,,,,
10,2007,2007-11-18,10,24.163,TAM,@,ATL,W 31-7,*,0,0,2.0,,,0,0,0
11,2007,2007-11-25,11,24.170,TAM,,WAS,W 19-13,*,,,,,,,,
12,2007,2007-12-02,12,24.177,TAM,@,NOR,W 27-23,*,0,0,1.0,,,0,0,0
13,2007,2007-12-09,13,24.184,TAM,@,HOU,L 14-28,*,0,0,0.5,,,0,0,0
14,2007,2007-12-16,14,24.191,TAM,,ATL,W 37-3,*,0,0,1.0,,,0,0,0
15,2007,2007-12-23,15,24.198,TAM,@,SFO,L 19-21,*,,,,,,,,
16,2007,2007-12-30,16,24.205,TAM,,CAR,L 23-31,*,,,,,,,,
17,2008,2008-09-07,1,25.091,TAM,@,NOR,L 20-24,*,,,,,,,,
18,2008,2008-09-14,2,25.098,TAM,,ATL,W 24-9,*,0,0,2.0,3,3,0,0,0
19,2008,2008-09-21,3,25.105,TAM,@,CHI,W 27-24,*,1,6,0.0,1,0,1,45,1
20,2008,2008-09-28,4,25.112,TAM,,GNB,W 30-21,*,0,0,0.0,4,1,1,5,0
21,2008,2008-10-05,5,25.119,TAM,@,DEN,L 13-16,*,0,0,0.0,1,1,0,0,0
22,2008,2008-10-12,6,25.126,TAM,,CAR,W 27-3,*,,,,,,,,
23,2008,2008-10-19,7,25.133,TAM,,SEA,W 20-10,*,0,0,0.0,2,1,0,0,0
24,2008,2008-10-26,8,25.140,TAM,@,DAL,L 9-13,*,0,0,2.0,2,1,0,0,0
25,2008,2008-11-02,9,25.147,TAM,@,KAN,W 30-27,*,0,0,0.0,3,0,0,0,0
26,2008,2008-11-16,10,25.161,TAM,,MIN,W 19-13,*,0,0,0.0,3,1,0,0,0
27,2008,2008-11-23,11,25.168,TAM,@,DET,W 38-20,*,0,0,1.0,3,0,0,0,0
28,2008,2008-11-30,12,25.175,TAM,,NOR,W 23-20,*,0,0,0.5,0,1,0,0,0
29,2008,2008-12-08,13,25.183,TAM,@,CAR,L 23-38,*,,,,,,,,
30,2008,2008-12-14,14,25.189,TAM,@,ATL,L 10-13,*,0,0,0.0,2,1,0,0,0
31,2008,2008-12-21,15,25.196,TAM,,SDG,L 24-41,*,0,0,0.0,1,1,0,0,0
32,2008,2008-12-28,16,25.203,TAM,,OAK,L 24-31,*,0,0,1.0,2,0,0,0,0
33,2009,2009-09-13,1,26.097,TAM,,DAL,L 21-34,*,,,,,,,,
34,2009,2009-09-20,2,26.104,TAM,@,BUF,L 20-33,*,0,0,0.0,3,1,0,0,0
35,2009,2009-09-27,3,26.111,TAM,,NYG,L 0-24,*,0,0,0.0,1,0,0,0,0
36,2009,2009-10-04,4,26.118,TAM,@,WAS,L 13-16,*,0,0,1.0,4,1,0,0,0
37,2009,2009-10-11,5,26.125,TAM,@,PHI,L 14-33,*,0,0,0.0,0,0,0,0,0
38,2009,2009-10-25,6,26.139,CHI,@,CIN,L 10-45,,0,0,0.0,0,2,0,0,0
39,2009,2009-11-01,7,26.146,CHI,,CLE,W 30-6,,,,,,,,,
40,2009,2009-11-08,8,26.153,CHI,,ARI,L 21-41,,,,,,,,,
41,2009,2009-11-12,9,26.157,CHI,@,SFO,L 6-10,,,,,,,,,
42,2009,2009-11-22,10,26.167,CHI,,PHI,L 20-24,,,,,,,,,
43,2009,2009-11-29,11,26.174,CHI,@,MIN,L 10-36,,0,0,0.0,1,0,0,0,0
44,2009,2009-12-13,13,26.188,CHI,,GNB,L 14-21,,0,0,0.0,1,0,0,0,0
45,2009,2009-12-20,14,26.195,CHI,@,BAL,L 7-31,,0,0,0.0,1,0,0,0,0
46,2009,2009-12-28,15,26.203,CHI,,MIN,W 36-30,,0,0,0.0,0,1,0,0,0
47,2009,2010-01-03,16,26.209,CHI,@,DET,W 37-23,,0,0,0.0,1,0,0,0,0
