ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-10-10,5,24.145,DEN,@,OAK,W 16-13,*,20,64,3.20,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
2,1999,1999-10-17,6,24.152,DEN,,GNB,W 31-10,*,37,124,3.35,1,3,2,26,13.00,0,66.7%,8.67,0,0,,0,1,6
3,1999,1999-10-24,7,24.159,DEN,@,NWE,L 23-24,*,19,90,4.74,0,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0
4,1999,1999-10-31,8,24.166,DEN,,MIN,L 20-23,*,19,79,4.16,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,1999,1999-11-07,9,24.173,DEN,@,SDG,W 33-17,*,30,108,3.60,2,2,2,11,5.50,0,100.0%,5.50,0,0,,0,2,12
6,1999,1999-11-14,10,24.180,DEN,@,SEA,L 17-20,*,26,65,2.50,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0
7,1999,1999-11-22,11,24.188,DEN,,OAK,W 27-21,*,22,95,4.32,1,4,1,6,6.00,0,25.0%,1.50,0,0,,0,1,6
8,1999,1999-12-05,12,24.201,DEN,,KAN,L 10-16,*,14,61,4.36,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,1,6
9,1999,1999-12-13,13,24.209,DEN,@,JAX,L 24-27,*,20,67,3.35,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6
10,1999,1999-12-19,14,24.215,DEN,,SEA,W 36-30,*,22,183,8.32,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0
11,1999,1999-12-25,15,24.221,DEN,@,DET,W 17-7,*,29,185,6.38,1,0,0,0,,0,0.0%,,0,0,,0,1,6
12,1999,2000-01-02,16,24.229,DEN,,SDG,L 6-12,*,18,38,2.11,0,5,3,11,3.67,0,60.0%,2.20,0,0,,0,0,0
13,2000,2000-09-04,1,25.109,DEN,@,STL,L 36-41,,13,80,6.15,0,5,3,10,3.33,0,60.0%,2.00,0,0,,0,0,0
14,2001,2001-09-10,1,26.115,DEN,,NYG,W 31-20,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
15,2001,2001-09-23,2,26.128,DEN,@,ARI,W 38-17,,14,90,6.43,1,0,0,0,,0,0.0%,,0,0,,0,1,6
16,2001,2001-09-30,3,26.135,DEN,,BAL,L 13-20,,6,16,2.67,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
17,2001,2001-10-07,4,26.142,DEN,,KAN,W 20-6,,9,28,3.11,0,0,0,0,,0,0.0%,,0,0,,0,0,0
18,2001,2001-10-14,5,26.149,DEN,@,SEA,L 21-34,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2001,2001-10-21,6,26.156,DEN,@,SDG,L 10-27,,5,21,4.20,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
20,2001,2001-10-28,7,26.163,DEN,,NWE,W 31-20,,10,37,3.70,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2001,2001-11-18,10,26.184,DEN,,WAS,L 10-17,,10,28,2.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
22,2001,2001-11-22,11,26.188,DEN,@,DAL,W 26-24,*,2,5,2.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
23,2002,2002-09-08,1,27.113,DEN,,STL,W 23-16,*,11,37,3.36,0,5,5,48,9.60,0,100.0%,9.60,0,0,,0,0,0
24,2002,2002-09-15,2,27.120,DEN,@,SFO,W 24-14,*,12,61,5.08,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,6
25,2002,2002-09-22,3,27.127,DEN,,BUF,W 28-23,,,,,,,,,,,0.0%,,,,,,,
26,2002,2002-09-30,4,27.135,DEN,@,BAL,L 23-34,,5,18,3.60,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0
27,2002,2002-10-06,5,27.141,DEN,,SDG,W 26-9,,4,8,2.00,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0
28,2002,2002-10-13,6,27.148,DEN,,MIA,L 22-24,,,,,,,,,,,0.0%,,,,,,,
29,2002,2002-11-11,9,27.177,DEN,,OAK,L 10-34,,,,,,,,,,,0.0%,,,,,,,
30,2002,2002-11-17,10,27.183,DEN,@,SEA,W 31-9,,1,19,19.00,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
31,2002,2002-11-24,11,27.190,DEN,,IND,L 20-23,,1,8,8.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
32,2002,2002-12-01,12,27.197,DEN,@,SDG,L 27-30,,1,-4,-4.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
33,2002,2002-12-08,13,27.204,DEN,@,NYJ,L 13-19,,1,0,0.00,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0
34,2002,2002-12-15,14,27.211,DEN,,KAN,W 31-24,,,,,,,,,,,0.0%,,,,,,,
35,2002,2002-12-22,15,27.218,DEN,@,OAK,L 16-28,,1,0,0.00,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0
36,2003,2003-09-07,1,28.112,DET,,ARI,W 42-24,,12,44,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
37,2003,2003-09-14,2,28.119,DET,@,GNB,L 6-31,*,9,8,0.89,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0
38,2003,2003-09-21,3,28.126,DET,,MIN,L 13-23,,5,8,1.60,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0
39,2003,2003-09-28,4,28.133,DET,@,DEN,L 16-20,,7,42,6.00,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
40,2003,2003-10-05,5,28.140,DET,@,SFO,L 17-24,,14,64,4.57,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,1,6
41,2003,2003-10-19,6,28.154,DET,,DAL,L 7-38,,11,37,3.36,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
42,2003,2003-10-26,7,28.161,DET,@,CHI,L 16-24,,8,18,2.25,0,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0
43,2003,2003-11-02,8,28.168,DET,,OAK,W 23-13,,15,46,3.07,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6
44,2003,2003-11-09,9,28.175,DET,,CHI,W 12-10,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
45,2003,2003-11-16,10,28.182,DET,@,SEA,L 14-35,,6,43,7.17,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
46,2003,2003-11-23,11,28.189,DET,@,MIN,L 14-24,,10,19,1.90,0,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0
47,2003,2003-11-27,12,28.193,DET,,GNB,W 22-14,,10,37,3.70,0,0,0,0,,0,0.0%,,0,0,,0,0,0
48,2003,2003-12-07,13,28.203,DET,,SDG,L 7-14,,5,20,4.00,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0
