ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-24,2,26.260,CLE,@,BAL,W 31-0,4,44,11.00,0,0,0,,0
2,1950,1950-10-01,3,26.267,CLE,,NYG,L 0-6,1,4,4.00,0,0,0,,0
3,1950,1950-10-15,5,26.281,CLE,,CRD,W 34-24,1,-1,-1.00,0,0,0,,0
4,1950,1950-10-29,7,26.295,CLE,,PIT,W 45-7,13,87,6.69,1,0,0,,0
5,1950,1950-11-05,8,26.302,CLE,@,CRD,W 10-7,4,4,1.00,0,1,28,28.00,0
6,1950,1950-11-12,9,26.309,CLE,,SFO,W 34-14,2,3,1.50,0,0,0,,0
7,1950,1950-11-19,10,26.316,CLE,,WAS,W 20-14,4,22,5.50,1,0,0,,0
8,1950,1950-12-03,11,26.330,CLE,,PHI,W 13-7,7,28,4.00,0,0,0,,0
9,1950,1950-12-10,12,26.337,CLE,@,WAS,W 45-21,3,7,2.33,0,0,0,,0
10,1951,1951-10-07,2,27.273,CLE,@,RAM,W 38-23,3,20,6.67,0,0,0,,0
11,1951,1951-10-14,3,27.280,CLE,,WAS,W 45-0,9,44,4.89,1,0,0,,0
12,1951,1951-10-21,4,27.287,CLE,,PIT,W 17-0,4,1,0.25,0,0,0,,0
