ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
112,2005,2005-09-18,2,31.251,PHI,,SFO,W 42-3,*,,,,,,
113,2005,2005-09-25,3,31.258,PHI,,OAK,W 23-20,*,,,,,,
114,2005,2005-10-02,4,31.265,PHI,@,KAN,W 37-31,*,,,,,,
115,2005,2005-10-09,5,31.272,PHI,@,DAL,L 10-33,*,,,,,,
116,2005,2005-10-23,6,31.286,PHI,,SDG,W 20-17,*,,,,,,
117,2005,2005-10-30,7,31.293,PHI,@,DEN,L 21-49,*,,,,,,
118,2005,2005-11-06,8,31.300,PHI,@,WAS,L 10-17,*,,,,,,
119,2005,2005-11-14,9,31.308,PHI,,DAL,L 20-21,*,,,,,,
120,2005,2005-11-20,10,31.314,PHI,@,NYG,L 17-27,*,,,,,,
121,2005,2005-11-27,11,31.321,PHI,,GNB,W 19-14,*,,,,,,
122,2005,2005-12-05,12,31.329,PHI,,SEA,L 0-42,*,,,,,,
123,2005,2005-12-11,13,31.335,PHI,,NYG,L 23-26,,,,,,,
124,2005,2005-12-18,14,31.342,PHI,@,STL,W 17-16,,,,,,,
125,2005,2005-12-24,15,31.348,PHI,@,ARI,L 21-27,,,,,,,
126,2005,2006-01-01,16,31.356,PHI,,WAS,L 20-31,,,,,,,
127,2006,2006-09-10,1,32.243,NOR,@,CLE,W 19-14,*,,0,0,0.5,,
128,2006,2006-09-17,2,32.250,NOR,@,GNB,W 34-27,*,,,,,,
129,2006,2006-09-25,3,32.258,NOR,,ATL,W 23-3,*,,,,,,
130,2006,2006-10-01,4,32.264,NOR,@,CAR,L 18-21,*,,,,,,
131,2006,2006-10-08,5,32.271,NOR,,TAM,W 24-21,*,,,,,,
132,2006,2006-10-15,6,32.278,NOR,,PHI,W 27-24,*,,0,0,1.0,,
133,2006,2006-10-29,7,32.292,NOR,,BAL,L 22-35,*,,0,0,1.0,,
134,2006,2006-11-05,8,32.299,NOR,@,TAM,W 31-14,*,,,,,,
135,2006,2006-11-12,9,32.306,NOR,@,PIT,L 31-38,*,,,,,,
136,2006,2006-11-19,10,32.313,NOR,,CIN,L 16-31,*,,,,,,
137,2006,2006-11-26,11,32.320,NOR,@,ATL,W 31-13,*,,,,,,
138,2006,2006-12-03,12,32.327,NOR,,SFO,W 34-10,*,,0,0,1.0,,
139,2007,2007-09-06,1,33.239,NOR,@,IND,L 10-41,,,,,,,
140,2007,2007-09-16,2,33.249,NOR,@,TAM,L 14-31,,,,,,,
141,2007,2007-09-24,3,33.257,NOR,,TEN,L 14-31,*,,,,,,
142,2007,2007-10-07,4,33.270,NOR,,CAR,L 13-16,*,,,,,,
143,2007,2007-10-14,5,33.277,NOR,@,SEA,W 28-17,*,,0,0,1.0,,
144,2007,2007-10-21,6,33.284,NOR,,ATL,W 22-16,*,,,,,,
145,2007,2007-10-28,7,33.291,NOR,@,SFO,W 31-10,*,,,,,,
146,2007,2007-11-04,8,33.298,NOR,,JAX,W 41-24,*,,,,,,
147,2007,2007-11-11,9,33.305,NOR,,STL,L 29-37,*,,0,0,1.0,,
148,2007,2007-11-18,10,33.312,NOR,@,HOU,L 10-23,*,,,,,,
149,2007,2007-11-25,11,33.319,NOR,@,CAR,W 31-6,*,,,,,,
150,2007,2007-12-02,12,33.326,NOR,,TAM,L 23-27,*,,,,,,
151,2007,2007-12-10,13,33.334,NOR,@,ATL,W 34-14,*,,0,0,1.0,,
152,2007,2007-12-16,14,33.340,NOR,,ARI,W 31-24,*,,,,,,
153,2007,2007-12-23,15,33.347,NOR,,PHI,L 23-38,*,,,,,,
154,2007,2007-12-30,16,33.354,NOR,@,CHI,L 25-33,*,,,,,,
155,2008,2008-11-09,9,34.304,NOR,@,ATL,L 20-34,,,,,,,
156,2008,2008-11-16,10,34.311,NOR,@,KAN,W 30-20,,,,,,,
157,2008,2008-11-24,11,34.319,NOR,,GNB,W 51-29,,,,,,,
158,2008,2008-11-30,12,34.325,NOR,@,TAM,L 20-23,,,0,0,0.0,1,0
159,2008,2008-12-07,13,34.332,NOR,,ATL,W 29-25,,,0,0,0.0,1,0
160,2008,2008-12-11,14,34.336,NOR,@,CHI,L 24-27,,,0,0,0.0,0,0
161,2008,2008-12-21,15,34.346,NOR,@,DET,W 42-7,*,,0,0,0.0,2,0
162,2008,2008-12-28,16,34.353,NOR,,CAR,L 31-33,*,,0,0,0.0,2,1
163,2009,2009-09-13,1,35.246,STL,@,SEA,L 0-28,,,0,0,0.0,1,0
164,2009,2009-09-20,2,35.253,STL,@,WAS,L 7-9,,,,,,,
165,2009,2009-09-27,3,35.260,STL,,GNB,L 17-36,,,0,0,0.0,1,0
166,2009,2009-10-11,4,35.274,CAR,,WAS,W 20-17,*,,0,0,0.0,1,0
167,2009,2009-10-18,5,35.281,CAR,@,TAM,W 28-21,*,,0,0,0.0,1,0
168,2009,2009-10-25,6,35.288,CAR,,BUF,L 9-20,*,1,0,2,0.0,2,2
169,2009,2009-11-01,7,35.295,CAR,@,ARI,W 34-21,*,,0,0,0.0,1,1
170,2009,2009-11-08,8,35.302,CAR,@,NOR,L 20-30,*,,0,0,0.0,2,2
171,2009,2009-11-15,9,35.309,CAR,,ATL,W 28-19,*,,0,0,0.0,1,0
172,2009,2009-11-19,10,35.313,CAR,,MIA,L 17-24,*,,0,0,0.0,3,0
173,2009,2009-11-29,11,35.323,CAR,@,NYJ,L 6-17,*,,0,0,0.0,4,0
174,2009,2009-12-06,12,35.330,CAR,,TAM,W 16-6,*,,0,0,0.0,3,0
175,2009,2009-12-13,13,35.337,CAR,@,NWE,L 10-20,*,,0,0,0.0,2,2
176,2009,2009-12-20,14,35.344,CAR,,MIN,W 26-7,*,,0,0,0.0,2,0
177,2009,2009-12-27,15,35.351,CAR,@,NYG,W 41-9,*,,0,0,0.0,0,1
178,2009,2010-01-03,16,35.358,CAR,,NOR,W 23-10,*,,0,0,0.0,2,1
