ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1996,1996-09-01,1,22.235,PHI,@,WAS,W 17-14,,,,,,,
2,1996,1996-09-09,2,22.243,PHI,@,GNB,L 13-39,,,,,,,
3,1996,1996-09-15,3,22.249,PHI,,DET,W 24-17,,,,,,,
4,1996,1996-09-22,4,22.256,PHI,@,ATL,W 33-18,,,,,,,
5,1996,1996-09-30,5,22.264,PHI,,DAL,L 19-23,,,,,,,
6,1996,1996-10-13,6,22.277,PHI,@,NYG,W 19-10,,,,,,,
7,1996,1996-10-20,7,22.284,PHI,,MIA,W 35-28,,,,,,,
8,1996,1996-10-27,8,22.291,PHI,,CAR,W 20-9,,,0,0,1.0,,
9,1996,1996-11-03,9,22.298,PHI,@,DAL,W 31-21,,,,,,,
10,1996,1996-11-10,10,22.305,PHI,,BUF,L 17-24,,,,,,,
11,1996,1996-11-17,11,22.312,PHI,,WAS,L 21-26,,,,,,,
12,1996,1996-11-24,12,22.319,PHI,@,ARI,L 30-36,,,,,,,
13,1996,1996-12-01,13,22.326,PHI,,NYG,W 24-0,,,,,,,
14,1996,1996-12-05,14,22.330,PHI,@,IND,L 10-37,,,,,,,
15,1996,1996-12-14,15,22.339,PHI,@,NYJ,W 21-20,,,,,,,
16,1996,1996-12-22,16,22.347,PHI,,ARI,W 29-19,,,,,,,
17,1997,1997-08-31,1,23.233,PHI,@,NYG,L 17-31,,,,,,,
18,1997,1997-09-07,2,23.240,PHI,,GNB,W 10-9,,,,,,,
19,1997,1997-09-15,3,23.248,PHI,@,DAL,L 20-21,,,,,,,
20,1997,1997-09-28,4,23.261,PHI,@,MIN,L 19-28,,,,,,,
21,1997,1997-10-05,5,23.268,PHI,,WAS,W 24-10,,,0,0,1.0,,
22,1997,1997-10-12,6,23.275,PHI,@,JAX,L 21-38,,,,,,,
23,1997,1997-10-19,7,23.282,PHI,,ARI,W 13-10,,,,,,,
24,1997,1997-10-26,8,23.289,PHI,,DAL,W 13-12,,,,,,,
25,1997,1997-11-02,9,23.296,PHI,@,ARI,L 21-31,,,0,0,1.5,,
26,1997,1997-11-10,10,23.304,PHI,,SFO,L 12-24,,,,,,,
27,1997,1997-11-16,11,23.310,GNB,@,IND,L 38-41,,,,,,,
28,1997,1997-11-23,12,23.317,PHI,,PIT,W 23-20,,,,,,,
29,1997,1997-11-30,13,23.324,PHI,,CIN,W 44-42,,,,,,,
30,1997,1997-12-07,14,23.331,PHI,,NYG,L 21-31,,,,,,,
31,1997,1997-12-14,15,23.338,PHI,@,ATL,L 17-20,,,,,,,
32,1997,1997-12-21,16,23.345,PHI,@,WAS,L 32-35,,,,,,,
33,1998,1998-09-06,1,24.239,PHI,,SEA,L 0-38,,,,,,,
34,1998,1998-09-13,2,24.246,PHI,@,ATL,L 12-17,,,0,0,0.5,,
35,1998,1998-09-20,3,24.253,PHI,@,ARI,L 3-17,,,,,,,
36,1998,1998-09-27,4,24.260,PHI,,KAN,L 21-24,,,,,,,
37,1998,1998-10-04,5,24.267,PHI,@,DEN,L 16-41,,,,,,,
38,1998,1998-10-11,6,24.274,PHI,,WAS,W 17-12,,,0,0,2.0,,
39,1998,1998-10-18,7,24.281,PHI,@,SDG,L 10-13,,,0,0,0.5,,
40,1998,1998-11-02,8,24.296,PHI,,DAL,L 0-34,,,0,0,1.0,,
41,1998,1998-11-08,9,24.302,PHI,,DET,W 10-9,,,,,,,
42,1998,1998-11-15,10,24.309,PHI,@,WAS,L 3-28,,,0,0,1.0,,
43,1998,1998-11-22,11,24.316,PHI,@,NYG,L 0-20,,,,,,,
44,1998,1998-11-29,12,24.323,PHI,@,GNB,L 16-24,,,,,,,
45,1999,1999-09-12,1,25.245,PHI,,ARI,L 24-25,*,,,,,,
46,1999,1999-09-19,2,25.252,PHI,,TAM,L 5-19,*,,,,,,
47,1999,1999-09-26,3,25.259,PHI,@,BUF,L 0-26,*,,,,,,
48,1999,1999-10-03,4,25.266,PHI,@,NYG,L 15-16,*,,,,,,
49,1999,1999-10-10,5,25.273,PHI,,DAL,W 13-10,*,,,,,,
50,1999,1999-10-17,6,25.280,PHI,@,CHI,W 20-16,*,,0,0,1.0,,
51,1999,1999-10-24,7,25.287,PHI,@,MIA,L 13-16,*,,,,,,
52,1999,1999-10-31,8,25.294,PHI,,NYG,L 17-23,*,,,,,,
53,1999,1999-11-07,9,25.301,PHI,@,CAR,L 7-33,*,,,,,,
54,1999,1999-11-14,10,25.308,PHI,,WAS,W 35-28,*,,,,,,
55,1999,1999-11-21,11,25.315,PHI,,IND,L 17-44,*,,,,,,
56,1999,1999-11-28,12,25.322,PHI,@,WAS,L 17-20,*,,,,,,
57,1999,1999-12-05,13,25.329,PHI,@,ARI,L 17-21,*,,,,,,
58,1999,1999-12-12,14,25.336,PHI,@,DAL,L 10-20,*,,,,,,
59,1999,1999-12-19,15,25.343,PHI,,NWE,W 24-9,*,,,,,,
60,1999,2000-01-02,16,25.357,PHI,,STL,W 38-31,*,,,,,,
61,2000,2000-09-03,1,26.237,PHI,@,DAL,W 41-14,*,,,,,,
62,2000,2000-09-10,2,26.244,PHI,,NYG,L 18-33,*,,,,,,
63,2000,2000-09-17,3,26.251,PHI,@,GNB,L 3-6,,,0,0,1.0,,
64,2000,2000-09-24,4,26.258,PHI,@,NOR,W 21-7,*,,0,0,1.0,,
65,2000,2000-10-01,5,26.265,PHI,,ATL,W 38-10,*,,,,,,
66,2000,2000-10-08,6,26.272,PHI,,WAS,L 14-17,*,,,,,,
67,2000,2000-10-15,7,26.279,PHI,@,ARI,W 33-14,*,,,,,,
68,2000,2000-10-22,8,26.286,PHI,,CHI,W 13-9,*,,0,0,1.0,,
69,2000,2000-10-29,9,26.293,PHI,@,NYG,L 7-24,*,,,,,,
70,2000,2000-11-05,10,26.300,PHI,,DAL,W 16-13,*,,,,,,
71,2000,2000-11-12,11,26.307,PHI,@,PIT,W 26-23,,,,,,,
72,2000,2000-11-19,12,26.314,PHI,,ARI,W 34-9,,,,,,,
73,2000,2000-11-26,13,26.321,PHI,@,WAS,W 23-20,,,,,,,
74,2000,2000-12-03,14,26.328,PHI,,TEN,L 13-15,,,,,,,
75,2000,2000-12-10,15,26.335,PHI,@,CLE,W 35-24,*,,,,,,
76,2000,2000-12-24,16,26.349,PHI,,CIN,W 16-7,,,0,0,1.0,,
77,2001,2001-09-09,1,27.242,PHI,,STL,L 17-20,*,,,,,,
78,2001,2001-09-23,2,27.256,PHI,@,SEA,W 27-3,*,,,,,,
79,2001,2001-09-30,3,27.263,PHI,,DAL,W 40-18,*,,,,,,
80,2001,2001-10-07,4,27.270,PHI,,ARI,L 20-21,*,,,,,,
81,2001,2001-10-22,5,27.285,PHI,@,NYG,W 10-9,*,,,,,,
82,2001,2001-10-28,6,27.291,PHI,,OAK,L 10-20,*,,,,,,
83,2001,2001-11-04,7,27.298,PHI,@,ARI,W 21-7,*,,,,,,
84,2001,2001-11-11,8,27.305,PHI,,MIN,W 48-17,*,,,,,,
85,2001,2001-11-18,9,27.312,PHI,@,DAL,W 36-3,*,,,,,,
86,2001,2001-11-25,10,27.319,PHI,,WAS,L 3-13,*,,,,,,
87,2001,2001-11-29,11,27.323,PHI,@,KAN,W 23-10,*,,,,,,
88,2001,2001-12-09,12,27.333,PHI,,SDG,W 24-14,*,,,,,,
89,2001,2001-12-16,13,27.340,PHI,@,WAS,W 20-6,*,,,,,,
90,2001,2001-12-22,14,27.346,PHI,@,SFO,L 3-13,*,,,,,,
91,2003,2003-09-08,1,29.241,PHI,,TAM,L 0-17,,,,,,,
92,2003,2003-09-14,2,29.247,PHI,,NWE,L 10-31,*,,,,,,
93,2003,2003-09-28,3,29.261,PHI,@,BUF,W 23-13,*,,,,,,
94,2003,2003-10-05,4,29.268,PHI,,WAS,W 27-25,,,,,,,
95,2003,2003-10-12,5,29.275,PHI,@,DAL,L 21-23,,,,,,,
96,2003,2003-10-19,6,29.282,PHI,@,NYG,W 14-10,,,,,,,
97,2003,2003-10-26,7,29.289,PHI,,NYJ,W 24-17,,,,,,,
98,2004,2004-09-12,1,30.246,PHI,,NYG,W 31-17,,,,,,,
99,2004,2004-09-20,2,30.254,PHI,,MIN,W 27-16,,,,,,,
100,2004,2004-09-26,3,30.260,PHI,@,DET,W 30-13,,,,,,,
101,2004,2004-10-03,4,30.267,PHI,@,CHI,W 19-9,,,,,,,
102,2004,2004-10-17,5,30.281,PHI,,CAR,W 30-8,,,,,,,
103,2004,2004-10-24,6,30.288,PHI,@,CLE,W 34-31,,,,,,,
104,2004,2004-10-31,7,30.295,PHI,,BAL,W 15-10,,,,,,,
105,2004,2004-11-07,8,30.302,PHI,@,PIT,L 3-27,,,,,,,
106,2004,2004-11-15,9,30.310,PHI,@,DAL,W 49-21,,,,,,,
107,2004,2004-11-21,10,30.316,PHI,,WAS,W 28-6,,,,,,,
108,2004,2004-11-28,11,30.323,PHI,@,NYG,W 27-6,,,,,,,
109,2004,2004-12-05,12,30.330,PHI,,GNB,W 47-17,*,,,,,,
110,2004,2004-12-12,13,30.337,PHI,@,WAS,W 17-14,*,,,,,,
111,2005,2005-09-12,1,31.245,PHI,@,ATL,L 10-14,*,,,,,,
