ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1962,1962-10-14,5,22.194,DET,,RAM,W 13-10,,,,,,,,,0,16,,0,,,,,,,,,
2,1962,1962-11-22,11,22.233,DET,,GNB,W 26-14,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0,0,0,0
3,1963,1963-09-22,2,23.172,DET,@,GNB,L 10-31,2,27,13.50,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
4,1963,1963-10-13,5,23.193,DET,@,DAL,L 14-17,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0,0,0,0
5,1963,1963-10-20,6,23.200,DET,,BAL,L 21-25,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
6,1963,1963-11-03,8,23.214,DET,@,SFO,W 45-7,0,0,,0,0,0,,0,0,0,,0,2,18,9.00,0,0,0,1,9,0
7,1963,1963-11-17,10,23.228,DET,,RAM,L 21-28,0,0,,0,0,0,,0,1,44,44.00,0,1,0,0.00,0,0,0,0,0,0
8,1963,1963-11-24,11,23.235,DET,@,MIN,L 31-34,0,0,,0,0,0,,0,3,57,19.00,0,1,0,0.00,0,0,0,0,0,0
9,1963,1963-11-28,12,23.239,DET,,GNB,T 13-13,0,0,,0,0,0,,0,1,20,20.00,0,3,47,15.67,0,0,0,0,0,0
10,1963,1963-12-08,13,23.249,DET,,CLE,W 38-10,0,0,,0,0,0,,0,0,0,,0,3,42,14.00,0,0,0,1,36,0
11,1963,1963-12-15,14,23.256,DET,@,CHI,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
12,1964,1964-09-13,1,24.163,MIN,,BAL,W 34-24,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
13,1964,1964-10-04,4,24.184,MIN,@,GNB,W 24-23,6,97,16.17,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
14,1964,1964-10-18,6,24.198,MIN,,PIT,W 30-10,2,13,6.50,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0,0,0,0
15,1964,1964-10-25,7,24.205,MIN,@,SFO,W 27-22,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
16,1964,1964-11-01,8,24.212,MIN,,GNB,L 13-42,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
17,1964,1964-11-08,9,24.219,MIN,,SFO,W 24-7,4,53,13.25,0,3,-9,-3.00,0,0,0,,0,0,0,,0,0,0,0,0,0
18,1964,1964-11-15,10,24.226,MIN,@,BAL,L 14-17,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
19,1964,1964-11-22,11,24.233,MIN,@,DET,T 23-23,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
20,1964,1964-11-29,12,24.240,MIN,,RAM,W 34-13,4,74,18.50,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
21,1965,1965-09-19,1,25.169,MIN,@,BAL,L 16-35,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
22,1965,1965-09-26,2,25.176,MIN,,DET,L 29-31,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
23,1965,1965-10-17,5,25.197,MIN,,CHI,L 37-45,0,0,,0,0,0,,0,2,48,24.00,0,2,18,9.00,0,0,0,0,0,0
24,1965,1965-10-24,6,25.204,MIN,@,SFO,W 42-41,0,0,,0,0,0,,0,2,45,22.50,0,1,3,3.00,0,0,0,0,0,0
25,1965,1965-11-28,11,25.239,MIN,,SFO,L 24-45,4,43,10.75,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
26,1965,1965-12-05,12,25.246,MIN,@,GNB,L 19-24,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
27,1965,1965-12-12,13,25.253,MIN,@,DET,W 29-7,3,93,31.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
28,1965,1965-12-19,14,25.260,MIN,@,CHI,W 24-17,4,72,18.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
29,1966,1966-09-11,1,26.161,MIN,@,SFO,T 20-20,6,64,10.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
30,1966,1966-09-18,2,26.168,MIN,,BAL,L 23-38,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
31,1966,1966-09-25,3,26.175,MIN,@,DAL,L 17-28,3,30,10.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
32,1966,1966-10-02,4,26.182,MIN,,CHI,L 10-13,3,31,10.33,0,0,0,,0,3,63,21.00,0,0,0,,0,0,0,0,0,0
33,1966,1966-10-16,5,26.196,MIN,,RAM,W 35-7,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0,0,0,0
34,1966,1966-10-23,6,26.203,MIN,@,BAL,L 17-20,1,7,7.00,0,0,0,,0,3,60,20.00,0,0,0,,0,0,0,0,0,0
35,1966,1966-10-30,7,26.210,MIN,,SFO,W 28-3,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
36,1966,1966-11-20,10,26.231,MIN,@,RAM,L 6-21,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
37,1966,1966-12-11,13,26.252,MIN,@,DET,W 28-16,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
38,1966,1966-12-18,14,26.259,MIN,@,CHI,L 28-41,2,41,20.50,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
39,1967,1967-09-17,1,27.167,NOR,,RAM,L 13-27,5,63,12.60,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
40,1967,1967-09-24,2,27.174,NOR,,WAS,L 10-30,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
41,1967,1967-10-08,4,27.188,NOR,@,NYG,L 21-27,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
42,1967,1967-10-15,5,27.195,NOR,@,DAL,L 10-14,4,63,15.75,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
43,1967,1967-10-22,6,27.202,NOR,@,SFO,L 13-27,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
44,1967,1967-10-29,7,27.209,NOR,,PIT,L 10-14,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
45,1967,1967-12-03,12,27.244,NOR,@,STL,L 20-31,3,45,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
46,1968,1968-09-14,1,28.164,MIN,,ATL,W 47-7,2,34,17.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0,0,0
47,1968,1968-09-22,2,28.172,MIN,@,GNB,W 26-13,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
48,1968,1968-09-29,3,28.179,MIN,,CHI,L 17-27,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
49,1968,1968-10-06,4,28.186,MIN,,DET,W 24-10,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
50,1968,1968-10-13,5,28.193,MIN,@,NOR,L 17-20,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
51,1968,1968-10-20,6,28.200,MIN,,DAL,L 7-20,4,44,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
52,1968,1968-10-27,7,28.207,MIN,@,CHI,L 24-26,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
53,1968,1968-11-10,9,28.221,MIN,,GNB,W 14-10,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
54,1968,1968-11-17,10,28.228,MIN,@,DET,W 13-6,2,52,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0
