ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,22.280,CHI,,ATL,L 17-20,0,0,,0,,,,,,,,
2,1983,1983-09-11,2,22.287,CHI,,TAM,W 17-10,0,0,,0,,,,,,,,
3,1983,1983-09-18,3,22.294,CHI,@,NOR,L 31-34,0,0,,0,,,,,,,,
4,1983,1983-09-25,4,22.301,CHI,@,BAL,L 19-22,0,0,,0,,,,,,,,
5,1983,1983-10-02,5,22.308,CHI,,DEN,W 31-14,0,0,,0,,,,,,,,
6,1983,1983-10-09,6,22.315,CHI,,MIN,L 14-23,0,0,,0,,,,,,,,
7,1983,1983-10-16,7,22.322,CHI,@,DET,L 17-31,0,0,,0,,,,,,,,
8,1983,1983-10-23,8,22.329,CHI,@,PHI,W 7-6,0,0,,0,,,,,,,,
9,1983,1983-10-30,9,22.336,CHI,,DET,L 17-38,0,0,,0,,,,,,,,
10,1983,1983-11-06,10,22.343,CHI,@,RAM,L 14-21,0,0,,0,,,,,,,,
11,1983,1983-11-13,11,22.350,CHI,,PHI,W 17-14,0,0,,0,,,,,,,,
12,1983,1983-11-20,12,22.357,CHI,@,TAM,W 27-0,0,0,,0,,,,,,,,
13,1983,1983-11-27,13,22.364,CHI,,SFO,W 13-3,0,0,,0,,,,,,,,
14,1983,1983-12-04,14,23.006,CHI,@,GNB,L 28-31,0,0,,0,,,,,,,,
15,1983,1983-12-11,15,23.013,CHI,@,MIN,W 19-13,0,0,,0,,,,,,,,
16,1983,1983-12-18,16,23.020,CHI,,GNB,W 23-21,3,66,22.00,0,0,0,,0,0.0,0,0,0
17,1984,1984-09-02,1,23.279,CHI,,TAM,W 34-14,0,0,,0,0,0,,0,,,,
18,1984,1984-09-09,2,23.286,CHI,,DEN,W 27-0,0,0,,0,0,0,,0,,,,
19,1984,1984-09-16,3,23.293,CHI,@,GNB,W 9-7,0,0,,0,0,0,,0,,,,
20,1984,1984-09-23,4,23.300,CHI,@,SEA,L 9-38,0,0,,0,0,0,,0,,,,
21,1984,1984-09-30,5,23.307,CHI,,DAL,L 14-23,1,26,26.00,0,0,0,,0,0.0,0,0,0
22,1984,1984-10-07,6,23.314,CHI,,NOR,W 20-7,0,0,,0,0,0,,0,,,,
23,1984,1984-10-14,7,23.321,CHI,@,STL,L 21-38,0,0,,0,0,0,,0,,,,
24,1984,1984-10-21,8,23.328,CHI,@,TAM,W 44-9,0,0,,0,0,0,,0,,,,
25,1984,1984-10-28,9,23.335,CHI,,MIN,W 16-7,0,0,,0,0,0,,0,,,,
26,1984,1984-11-04,10,23.342,CHI,,RAI,W 17-6,0,0,,0,0,0,,0,,,,
27,1984,1984-11-11,11,23.349,CHI,@,RAM,L 13-29,0,0,,0,0,0,,0,,,,
28,1984,1984-11-18,12,23.356,CHI,,DET,W 16-14,1,14,14.00,0,0,0,,0,0.0,0,0,0
29,1984,1984-11-25,13,23.363,CHI,@,MIN,W 34-3,0,0,,0,0,0,,0,,,,
30,1984,1984-12-03,14,24.005,CHI,@,SDG,L 7-20,2,44,22.00,0,0,0,,0,2.0,0,0,0
31,1984,1984-12-09,15,24.011,CHI,,GNB,L 14-20,0,11,,0,1,4,4.00,0,0.0,1,9,0
32,1984,1984-12-16,16,24.018,CHI,@,DET,W 30-13,0,0,,0,0,0,,0,1.0,0,0,0
33,1985,1985-09-08,1,24.284,CHI,,TAM,W 38-28,,,,,0,0,,0,,,,
34,1985,1985-09-15,2,24.291,CHI,,NWE,W 20-7,0,0,,0,2,19,9.50,0,0.0,0,0,0
35,1985,1985-09-19,3,24.295,CHI,@,MIN,W 33-24,,,,,0,0,,0,,,,
36,1985,1985-10-06,5,24.312,CHI,@,TAM,W 27-19,0,0,,0,0,0,,0,0.0,1,32,0
37,1985,1985-10-13,6,24.319,CHI,@,SFO,W 26-10,0,0,,0,0,0,,0,1.0,0,0,0
38,1985,1985-10-21,7,24.327,CHI,,GNB,W 23-7,0,0,,0,1,7,7.00,0,0.0,1,19,0
39,1985,1985-10-27,8,24.333,CHI,,MIN,W 27-9,0,0,,0,0,0,,0,0.0,1,0,0
40,1985,1985-11-03,9,24.340,CHI,@,GNB,W 16-10,0,0,,0,2,19,9.50,0,0.0,0,0,0
41,1985,1985-11-10,10,24.347,CHI,,DET,W 24-3,0,0,,0,0,0,,0,0.0,1,2,0
42,1985,1985-11-17,11,24.354,CHI,@,DAL,W 44-0,0,,,0,0,-3,,0,1.0,0,0,0
43,1985,1985-11-24,12,24.361,CHI,,ATL,W 36-0,0,0,,0,1,5,5.00,0,0.0,0,0,0
44,1985,1985-12-02,13,25.004,CHI,@,MIA,L 24-38,,,,,0,0,,0,,,,
45,1985,1985-12-08,14,25.010,CHI,,IND,W 17-10,,,,,0,0,,0,,,,
46,1985,1985-12-14,15,25.016,CHI,@,NYJ,W 19-6,,,,,0,0,,0,,,,
47,1985,1985-12-22,16,25.024,CHI,@,DET,W 37-17,0,0,,0,0,0,,0,0.0,1,0,0
48,1986,1986-09-07,1,25.283,CHI,,CLE,W 41-31,,,,,,,,,,,,
49,1986,1986-09-14,2,25.290,CHI,,PHI,W 13-10,0,0,,0,0,0,,0,1.0,1,22,0
50,1986,1986-09-22,3,25.298,CHI,@,GNB,W 25-12,0,0,,0,0,0,,0,0.0,1,31,0
51,1986,1986-09-28,4,25.304,CHI,@,CIN,W 44-7,0,0,,0,0,0,,0,0.0,1,18,0
52,1986,1986-10-05,5,25.311,CHI,,MIN,W 23-0,0,0,,0,0,0,,0,2.0,1,14,0
53,1986,1986-10-12,6,25.318,CHI,@,HOU,W 20-7,0,0,,0,0,0,,0,1.0,0,0,0
54,1986,1986-10-19,7,25.325,CHI,@,MIN,L 7-23,,,,,,,,,,,,
55,1986,1986-10-26,8,25.332,CHI,,DET,W 13-7,0,0,,0,0,0,,0,0.0,1,38,0
56,1986,1986-11-03,9,25.340,CHI,,RAM,L 17-20,,,,,,,,,,,,
57,1986,1986-11-09,10,25.346,CHI,@,TAM,W 23-3,,,,,,,,,,,,
58,1986,1986-11-16,11,25.353,CHI,@,ATL,W 13-10,0,0,,0,0,0,,0,1.0,1,16,0
59,1986,1986-11-23,12,25.360,CHI,,GNB,W 12-10,,,,,,,,,,,,
60,1986,1986-11-30,13,26.002,CHI,,PIT,W 13-10,,,,,,,,,,,,
61,1986,1986-12-07,14,26.009,CHI,,TAM,W 48-14,0,0,,0,0,0,,0,1.0,0,0,0
62,1986,1986-12-15,15,26.017,CHI,@,DET,W 16-13,0,0,,0,0,0,,0,1.0,0,0,0
63,1986,1986-12-21,16,26.023,CHI,@,DAL,W 24-10,,,,,,,,,,,,
64,1987,1987-09-14,1,26.290,CHI,,NYG,W 34-19,,,,,0,0,,0,,,,
65,1987,1987-09-20,2,26.296,CHI,,TAM,W 20-3,,,,,0,0,,0,,,,
66,1987,1987-10-25,6,26.331,CHI,@,TAM,W 27-26,0,0,,0,0,0,,0,1.0,0,0,0
67,1987,1987-11-01,7,26.338,CHI,,KAN,W 31-28,,,,,0,0,,0,,,,
68,1987,1987-11-08,8,26.345,CHI,@,GNB,W 26-24,,,,,0,0,,0,,,,
69,1987,1987-11-16,9,26.353,CHI,@,DEN,L 29-31,0,0,,0,0,0,,0,0.0,1,0,0
70,1987,1987-11-22,10,26.359,CHI,,DET,W 30-10,,,,,0,0,,0,,,,
71,1987,1987-11-29,11,27.001,CHI,,GNB,W 23-10,0,0,,0,0,0,,0,0.0,1,0,0
72,1987,1987-12-06,12,27.008,CHI,@,MIN,W 30-24,0,0,,0,1,10,10.00,0,0.0,1,0,0
73,1987,1987-12-14,13,27.016,CHI,@,SFO,L 0-41,0,0,,0,0,0,,0,1.0,0,0,0
74,1987,1987-12-20,14,27.022,CHI,,SEA,L 21-34,,,,,0,0,,0,,,,
75,1987,1987-12-27,15,27.029,CHI,@,RAI,W 6-3,0,0,,0,0,0,,0,1.0,0,0,0
76,1988,1988-09-04,1,27.281,CHI,,MIA,W 34-7,0,0,,0,,,,,,,,
77,1988,1988-09-11,2,27.288,CHI,@,IND,W 17-13,0,0,,0,,,,,,,,
