ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
78,1988,1988-09-18,3,27.295,CHI,,MIN,L 7-31,0,0,,0,,,,,,,,
79,1988,1988-09-25,4,27.302,CHI,@,GNB,W 24-6,0,0,,0,,,,,,,,
80,1988,1988-10-02,5,27.309,CHI,,BUF,W 24-3,0,0,,0,0,0,,0,1.0,0,0,0
81,1988,1988-10-09,6,27.316,CHI,@,DET,W 24-7,0,0,,0,,,,,,,,
82,1988,1988-10-24,8,27.331,CHI,,SFO,W 10-9,0,0,,0,0,0,,0,0.0,1,0,0
83,1988,1988-10-30,9,27.337,CHI,@,NWE,L 7-30,0,0,,0,,,,,,,,
84,1988,1988-11-06,10,27.344,CHI,,TAM,W 28-10,0,0,,0,,,,,,,,
85,1988,1988-11-13,11,27.351,CHI,@,WAS,W 34-14,0,0,,0,,,,,,,,
86,1988,1988-11-20,12,27.358,CHI,@,TAM,W 27-15,0,0,,0,,,,,,,,
87,1988,1988-11-27,13,27.365,CHI,,GNB,W 16-0,0,0,,0,,,,,,,,
88,1988,1988-12-05,14,28.007,CHI,@,RAM,L 3-23,0,0,,0,0,0,,0,0.0,1,18,0
89,1988,1988-12-11,15,28.013,CHI,,DET,W 13-12,0,0,,0,,,,,,,,
90,1988,1988-12-19,16,28.021,CHI,@,MIN,L 27-28,0,0,,0,,,,,,,,
91,1989,1989-09-10,1,28.286,CHI,,CIN,W 17-14,,,,,,,,,,,,
92,1989,1989-09-17,2,28.293,CHI,,MIN,W 38-7,,,,,,,,,,,,
93,1989,1989-09-24,3,28.300,CHI,@,DET,W 47-27,,,,,,,,,,,,
94,1989,1989-10-08,5,28.314,CHI,@,TAM,L 35-42,,,,,,,,,,,,
95,1989,1989-10-15,6,28.321,CHI,,HOU,L 28-33,,,,,,,,,,,,
96,1989,1989-10-23,7,28.329,CHI,@,CLE,L 7-27,,,,,,,,,,,,
97,1989,1989-10-29,8,28.335,CHI,,RAM,W 20-10,,,,,,,,,,,,
98,1989,1989-11-05,9,28.342,CHI,@,GNB,L 13-14,,,,,,,,,,,,
99,1989,1989-11-12,10,28.349,CHI,@,PIT,W 20-0,,,,,,,,,,,,
100,1989,1989-11-19,11,28.356,CHI,,TAM,L 31-32,,,,,,,,,,,,
101,1989,1989-11-26,12,28.363,CHI,@,WAS,L 14-38,0,0,,0,0,0,,0,0.0,1,2,0
102,1989,1989-12-24,16,29.026,CHI,@,SFO,L 0-26,,,,,,,,,,,,
103,1990,1990-09-09,1,29.285,NYG,,PHI,W 27-20,,,,,,,,,,,,
104,1990,1990-09-16,2,29.292,NYG,@,DAL,W 28-7,,,,,,,,,,,,
105,1990,1990-09-23,3,29.299,NYG,,MIA,W 20-3,,,,,,,,,,,,
106,1990,1990-09-30,4,29.306,NYG,,DAL,W 31-17,,,,,,,,,,,,
107,1990,1990-10-14,5,29.320,NYG,@,WAS,W 24-20,,,,,,,,,,,,
108,1990,1990-10-21,6,29.327,NYG,,PHO,W 20-19,,,,,,,,,,,,
109,1990,1990-10-28,7,29.334,NYG,,WAS,W 21-10,,,,,,,,,,,,
110,1990,1990-11-05,8,29.342,NYG,@,IND,W 24-7,,,,,,,,,,,,
111,1990,1990-11-11,9,29.348,NYG,@,RAM,W 31-7,,,,,,,,,,,,
112,1990,1990-11-18,10,29.355,NYG,,DET,W 20-0,,,,,,,,,,,,
113,1990,1990-11-25,11,29.362,NYG,@,PHI,L 13-31,,,,,,,,,,,,
114,1990,1990-12-03,12,30.005,NYG,@,SFO,L 3-7,,,,,,,,,,,,
115,1990,1990-12-09,13,30.011,NYG,,MIN,W 23-15,,,,,,,,,,,,
116,1990,1990-12-15,14,30.017,NYG,,BUF,L 13-17,,,,,,,,,,,,
117,1990,1990-12-23,15,30.025,NYG,@,PHO,W 24-21,0,0,,0,0,0,,0,0.0,1,0,0
118,1990,1990-12-30,16,30.032,NYG,@,NWE,W 13-10,,,,,,,,,,,,
119,1991,1991-10-06,6,30.312,PHO,@,NYG,L 9-20,,,,,,,,,,,,
120,1991,1991-10-13,7,30.319,PHO,@,MIN,L 7-34,,,,,,,,,,,,
121,1991,1991-10-20,8,30.326,PHO,,ATL,W 16-10,,,,,,,,,,,,
122,1991,1991-10-27,9,30.333,PHO,,MIN,L 0-28,,,,,,,,,,,,
123,1991,1991-11-03,10,30.340,PHO,@,DAL,L 7-27,,,,,,,,,,,,
124,1991,1991-11-10,11,30.347,PHO,,NYG,L 14-21,,,,,,,,,,,,
125,1991,1991-11-17,12,30.354,PHO,@,SFO,L 10-14,,,,,,,,,,,,
126,1991,1991-11-24,13,30.361,PHO,,PHI,L 14-34,,,,,,,,,,,,
127,1991,1991-12-08,14,31.010,PHO,,WAS,L 14-20,,,,,,,,,,,,
128,1991,1991-12-15,15,31.017,PHO,@,DEN,L 19-24,,,,,,,,,,,,
129,1991,1991-12-22,16,31.024,PHO,,NOR,L 3-27,0,0,,0,0,0,,0,0.0,1,5,0
130,1992,1992-09-06,1,31.283,PHO,@,TAM,L 7-23,,,,,,,,,,,,
131,1992,1992-09-13,2,31.290,PHO,,PHI,L 14-31,,,,,,,,,,,,
132,1992,1992-09-20,3,31.297,PHO,@,DAL,L 20-31,,,,,,,,,,,,
133,1992,1992-10-04,4,31.311,PHO,,WAS,W 27-24,,,,,,,,,,,,
134,1992,1992-10-11,5,31.318,PHO,@,NYG,L 21-31,,,,,,,,,,,,
135,1992,1992-10-18,6,31.325,PHO,,NOR,L 21-30,,,,,,,,,,,,
136,1992,1992-10-25,7,31.332,PHO,@,PHI,L 3-7,,,,,,,,,,,,
137,1992,1992-11-01,8,31.339,PHO,,SFO,W 24-14,,,,,,,,,,,,
138,1992,1992-11-08,9,31.346,PHO,@,RAM,W 20-14,,,,,,,,,,,,
139,1992,1992-11-15,10,31.353,PHO,@,ATL,L 17-20,,,,,,,,,,,,
140,1992,1992-11-22,11,31.360,PHO,,DAL,L 10-16,,,,,,,,,,,,
141,1992,1992-11-29,12,32.001,PHO,@,WAS,L 3-41,,,,,,,,,,,,
142,1992,1992-12-06,13,32.008,PHO,,SDG,L 21-27,,,,,,,,,,,,
143,1992,1992-12-12,14,32.014,PHO,,NYG,W 19-0,,,,,,,,,,,,
144,1992,1992-12-20,15,32.022,PHO,@,IND,L 13-16,,,,,,,,,,,,
145,1993,1993-09-05,1,32.281,PHO,@,PHI,L 17-23,,,,,,,,,,,,
146,1993,1993-09-12,2,32.288,PHO,@,WAS,W 17-10,,,,,,,,,,,,
147,1993,1993-09-19,3,32.295,PHO,,DAL,L 10-17,,,,,,,,,,,,
148,1993,1993-09-26,4,32.302,PHO,@,DET,L 20-26,,,,,,,,,,,,
149,1993,1993-10-10,5,32.316,PHO,,NWE,L 21-23,,,,,,,,,,,,
150,1993,1993-10-17,6,32.323,PHO,,WAS,W 36-6,,,,,,,,,,,,
151,1993,1993-10-24,7,32.330,PHO,@,SFO,L 14-28,,,,,,,,,,,,
152,1993,1993-10-31,8,32.337,PHO,,NOR,L 17-20,,,,,,,,,,,,
153,1993,1993-11-07,9,32.344,PHO,,PHI,W 16-3,,,,,,,,,,,,
154,1993,1993-11-14,10,32.351,PHO,@,DAL,L 15-20,,,,,,,,,,,,
155,1993,1993-11-28,11,33.000,PHO,@,NYG,L 17-19,,,,,,,,,,,,
156,1993,1993-12-05,12,33.007,PHO,,RAM,W 38-10,,,,,,,,,,,,
157,1993,1993-12-12,13,33.014,PHO,,DET,L 14-21,,,,,,,,,,,,
158,1993,1993-12-19,14,33.021,PHO,@,SEA,W 30-27,,,,,,,,,,,,
159,1993,1993-12-26,15,33.028,PHO,,NYG,W 17-6,,,,,,,,,,,,
160,1993,1994-01-02,16,33.035,PHO,@,ATL,W 27-10,,,,,,,,,,,,
