ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-11-13,10,27.282,PHI,@,CLE,L 7-27,1,14,14.00,0,0,0,0
2,1966,1966-11-20,11,27.289,PHI,@,SFO,W 35-34,1,19,19.00,0,0,0,0
3,1966,1966-12-18,14,27.317,PHI,@,WAS,W 37-28,0,0,,0,1,0,0
4,1967,1967-10-01,3,28.239,NOR,,CLE,L 7-42,0,0,,0,1,8,0
5,1968,1968-11-10,9,29.280,NOR,@,CLE,L 17-35,0,0,,0,1,16,0
6,1970,1970-09-27,2,31.235,BOS,,NYJ,L 21-31,,,,,,,
7,1970,1970-10-04,3,31.242,BOS,,BAL,L 6-14,,,,,,,
8,1970,1970-10-11,4,31.249,BOS,@,KAN,L 10-23,,,,,,,
9,1970,1970-10-18,5,31.256,BOS,,NYG,L 0-16,,,,,,,
10,1970,1970-10-25,6,31.263,BOS,@,BAL,L 3-27,,,,,,,
11,1970,1970-11-01,7,31.270,BOS,,BUF,L 10-45,,,,,,,
12,1970,1970-11-08,8,31.277,BOS,@,STL,L 0-31,,,,,,,
13,1970,1970-11-15,9,31.284,BOS,,SDG,L 14-16,1,24,24.00,0,0,0,0
14,1970,1970-11-22,10,31.291,BOS,@,NYJ,L 3-17,,,,,,,
15,1970,1970-11-29,11,31.298,BOS,@,BUF,W 14-10,,,,,,,
16,1970,1970-12-06,12,31.305,BOS,@,MIA,L 20-37,,,,,,,
17,1970,1970-12-13,13,31.312,BOS,,MIN,L 14-35,,,,,,,
18,1970,1970-12-20,14,31.319,BOS,@,CIN,L 7-45,,,,,,,
19,1971,1971-11-07,8,32.276,PHI,@,WAS,T 7-7,,,,,,,
20,1971,1971-11-14,9,32.283,PHI,@,DAL,L 7-20,,,,,,,
21,1971,1971-11-21,10,32.290,PHI,@,STL,W 37-20,,,,,,,
22,1971,1971-11-28,11,32.297,PHI,,WAS,L 13-20,,,,,,,
