ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,25.051,NYJ,@,BUF,L 0-31,4,12,3.00,0,0,0,,0,0,0
2,1981,1981-09-20,3,25.065,NYJ,@,PIT,L 10-38,1,11,11.00,0,1,9,9.00,0,0,0
3,1981,1981-09-27,4,25.072,NYJ,,HOU,W 33-17,9,35,3.89,0,4,48,12.00,0,0,0
4,1981,1981-10-04,5,25.079,NYJ,@,MIA,T 28-28,7,33,4.71,0,1,11,11.00,0,0,0
5,1981,1981-10-11,6,25.086,NYJ,,NWE,W 28-24,10,45,4.50,0,1,3,3.00,0,0,0
6,1981,1981-10-18,7,25.093,NYJ,,BUF,W 33-14,20,80,4.00,0,3,16,5.33,0,0,0
7,1981,1981-10-25,8,25.100,NYJ,,SEA,L 3-19,6,17,2.83,0,2,9,4.50,0,0,0
8,1981,1981-11-01,9,25.107,NYJ,@,NYG,W 26-7,12,41,3.42,0,2,11,5.50,0,0,0
9,1981,1981-11-08,10,25.114,NYJ,@,BAL,W 41-14,11,40,3.64,1,3,33,11.00,0,1,6
10,1981,1981-11-15,11,25.121,NYJ,@,NWE,W 17-6,5,25,5.00,0,1,4,4.00,0,0,0
11,1982,1982-09-12,1,26.057,NYJ,,MIA,L 28-45,5,11,2.20,1,3,23,7.67,0,1,6
12,1982,1982-09-19,2,26.064,NYJ,@,NWE,W 31-7,12,53,4.42,1,2,20,10.00,0,1,6
13,1982,1982-11-21,3,26.127,NYJ,,BAL,W 37-0,3,4,1.33,1,0,0,,0,1,6
14,1982,1982-11-28,4,26.134,NYJ,,GNB,W 15-13,8,39,4.88,1,3,18,6.00,0,1,6
15,1982,1982-12-06,5,26.142,NYJ,@,DET,W 28-13,7,36,5.14,0,5,44,8.80,0,0,0
16,1982,1982-12-12,6,26.148,NYJ,,TAM,W 32-17,5,12,2.40,0,3,21,7.00,0,0,0
17,1982,1982-12-18,7,26.154,NYJ,@,MIA,L 19-20,5,14,2.80,0,3,22,7.33,0,0,0
18,1982,1982-12-26,8,26.162,NYJ,@,MIN,W 42-14,1,0,0.00,0,2,16,8.00,0,0,0
19,1982,1983-01-02,9,26.169,NYJ,@,KAN,L 13-37,4,9,2.25,0,3,25,8.33,0,0,0
20,1983,1983-09-04,1,27.049,NYJ,@,SDG,W 41-29,4,5,1.25,1,0,0,,0,1,6
21,1983,1983-09-11,2,27.056,NYJ,,SEA,L 10-17,0,0,,0,1,7,7.00,0,0,0
22,1983,1983-09-18,3,27.063,NYJ,@,NWE,L 13-23,0,0,,0,0,0,,0,0,
23,1983,1983-10-03,5,27.078,NYJ,@,BUF,W 34-10,1,3,3.00,0,1,7,7.00,0,0,0
24,1983,1983-10-09,6,27.084,NYJ,@,CLE,L 7-10,2,1,0.50,0,2,10,5.00,0,0,0
25,1983,1983-10-16,7,27.091,NYJ,,MIA,L 14-32,3,13,4.33,0,2,10,5.00,1,1,6
26,1983,1983-10-23,8,27.098,NYJ,,ATL,L 21-27,6,23,3.83,1,2,29,14.50,0,1,6
27,1983,1983-10-30,9,27.105,NYJ,@,SFO,W 27-13,2,5,2.50,0,2,8,4.00,0,0,0
