ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1979,1979-10-21,8,22.143,TAM,,GNB,W 21-3,,,,,,,,,,,,,,,,
2,1980,1980-10-06,5,23.128,TAM,@,CHI,L 0-23,,2,4,50.00,18,0,1,22.9,0,0,4.50,-6.75,1,14,14.00,0
3,1980,1980-11-02,9,23.155,TAM,,NYG,W 30-13,,,,,,,,,,,,,,,,
4,1981,1981-09-20,3,24.112,TAM,@,CHI,L 17-28,,0,0,,0,0,0,,0,,,,0,0,,0
5,1981,1981-10-04,5,24.126,TAM,,DET,W 28-10,,0,0,,0,0,0,,0,,,,0,0,,0
6,1981,1981-11-22,12,24.175,TAM,,GNB,W 37-3,,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00,1,7,7.00,0
7,1981,1981-11-29,13,24.182,TAM,@,NOR,W 31-14,,0,0,,0,0,0,,0,,,,2,-4,-2.00,0
8,1986,1986-10-12,6,29.134,GNB,,DET,L 14-21,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
9,1986,1986-10-26,8,29.148,GNB,,SFO,L 17-31,,2,3,66.67,17,0,0,81.2,0,0,5.67,5.67,0,0,,0
10,1986,1986-11-02,9,29.155,GNB,@,PIT,L 3-27,,3,5,60.00,17,0,1,26.7,0,0,3.40,-5.60,1,-1,-1.00,0
11,1986,1986-11-09,10,29.162,GNB,,WAS,L 7-16,,12,16,75.00,99,0,0,90.4,0,0,6.19,6.19,6,12,2.00,0
12,1986,1986-11-16,11,29.169,GNB,,TAM,W 31-7,,2,4,50.00,45,0,0,90.6,0,0,11.25,11.25,0,0,,0
13,1986,1986-11-23,12,29.176,GNB,@,CHI,L 10-12,,0,0,,0,0,0,,0,,,,0,0,,0
14,1986,1986-12-14,15,29.197,GNB,@,TAM,W 21-7,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
