ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2017,2017-09-10,1,23.107,GNB,,SEA,W 17-9,,0,0,,0,0,0,0,,0,0.0%,
2,2017,2017-09-24,3,23.121,GNB,,CIN,W 27-24,,0,0,,0,0,0,0,,0,0.0%,
3,2017,2017-10-08,5,23.135,GNB,@,DAL,W 35-31,,0,0,,0,0,0,0,,0,0.0%,
4,2017,2017-11-19,10,23.177,GNB,,BAL,L 0-23,,3,-1,-0.33,0,0,0,0,,0,0.0%,
5,2017,2017-12-03,12,23.191,GNB,,TAM,W 26-20,,0,0,,0,0,0,0,,0,0.0%,
6,2017,2017-12-17,14,23.205,GNB,@,CAR,L 24-31,,0,0,,0,0,0,0,,0,0.0%,
7,2017,2017-12-23,15,23.211,GNB,,MIN,L 0-16,,0,0,,0,0,0,0,,0,0.0%,
8,2017,2017-12-31,16,23.219,GNB,@,DET,L 11-35,,1,2,2.00,0,3,3,0,0.00,0,100.0%,0.00
