ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-19,2,23.288,RAM,,DET,L 14-19,0,0,,0,,,,,,,,,,
2,1982,1982-11-21,3,23.351,RAM,@,ATL,L 17-34,1,9,9.00,0,0,0,,0,0,0,,0,0,0
3,1982,1982-11-28,4,23.358,RAM,,KAN,W 20-14,0,0,,0,,,,,,,,,,
4,1982,1982-12-02,5,23.362,RAM,,SFO,L 24-30,4,55,13.75,0,0,0,,0,0,0,,0,0,0
5,1982,1982-12-12,6,24.007,RAM,,DEN,L 24-27,0,0,,0,,,,,,,,,,
6,1982,1982-12-18,7,24.013,RAM,@,RAI,L 31-37,0,0,,0,,,,,,,,,,
7,1982,1982-12-26,8,24.021,RAM,,CHI,L 26-34,9,183,20.33,1,0,0,,0,0,0,,0,1,6
8,1982,1983-01-02,9,24.028,RAM,@,SFO,W 21-20,3,97,32.33,1,0,0,,0,0,0,,0,1,6
9,1983,1983-09-04,1,24.273,RAM,@,NYG,W 16-6,1,13,13.00,0,0,0,,0,0,0,,0,0,0
10,1983,1983-09-11,2,24.280,RAM,,NOR,W 30-27,1,9,9.00,0,0,0,,0,0,0,,0,0,0
11,1983,1983-09-18,3,24.287,RAM,@,GNB,L 24-27,1,8,8.00,1,0,0,,0,0,0,,0,1,6
12,1983,1983-09-25,4,24.294,RAM,@,NYJ,L 24-27,3,47,15.67,0,0,0,,0,0,0,,0,0,0
13,1983,1983-10-02,5,24.301,RAM,,DET,W 21-10,1,9,9.00,0,0,0,,0,0,0,,0,0,0
14,1983,1983-10-09,6,24.308,RAM,@,SFO,W 10-7,0,0,,0,0,0,,0,,,,,0,
15,1983,1983-10-16,7,24.315,RAM,,ATL,W 27-21,2,26,13.00,0,0,0,,0,0,0,,0,0,0
16,1983,1983-10-23,8,24.322,RAM,,SFO,L 35-45,4,36,9.00,1,0,0,,0,0,0,,0,1,6
17,1983,1983-10-30,9,24.329,RAM,@,MIA,L 14-30,3,48,16.00,0,1,-9,-9.00,0,0,0,,0,0,0
18,1983,1983-11-06,10,24.336,RAM,,CHI,W 21-14,1,23,23.00,0,0,0,,0,0,0,,0,0,0
19,1983,1983-11-14,11,24.344,RAM,@,ATL,W 36-13,3,26,8.67,1,0,0,,0,0,0,,0,1,6
20,1983,1983-11-20,12,24.350,RAM,,WAS,L 20-42,2,22,11.00,0,0,0,,0,0,0,,0,0,0
21,1983,1983-11-27,13,24.357,RAM,,BUF,W 41-17,4,61,15.25,1,0,0,,0,0,0,,0,1,6
22,1983,1983-12-04,14,24.364,RAM,@,PHI,L 9-13,4,32,8.00,0,0,0,,0,0,0,,0,0,0
23,1983,1983-12-11,15,25.006,RAM,,NWE,L 7-21,6,122,20.33,1,0,0,,0,0,0,,0,1,6
24,1983,1983-12-18,16,25.013,RAM,@,NOR,W 26-24,4,74,18.50,0,0,0,,0,0,0,,0,0,0
25,1984,1984-09-03,1,25.273,RAM,,DAL,L 13-20,2,10,5.00,0,0,0,,0,0,0,,0,0,0
26,1984,1984-09-09,2,25.279,RAM,,CLE,W 20-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0
27,1984,1984-09-16,3,25.286,RAM,@,PIT,L 14-24,0,0,,0,,,,,,,,,,
28,1984,1984-09-23,4,25.293,RAM,@,CIN,W 24-14,0,0,,0,,,,,,,,,,
29,1984,1984-09-30,5,25.300,RAM,,NYG,W 33-12,0,0,,0,,,,,,,,,,
30,1984,1984-10-07,6,25.307,RAM,,ATL,L 28-30,2,28,14.00,0,0,0,,0,0,0,,0,0,0
31,1984,1984-10-14,7,25.314,RAM,@,NOR,W 28-10,0,0,,0,,,,,,,,,,
32,1984,1984-10-28,9,25.328,RAM,,SFO,L 0-33,0,0,,0,,,,,,,,,,
33,1984,1984-11-04,10,25.335,RAM,@,STL,W 16-13,0,0,,0,,,,,,,,,,
34,1984,1984-11-11,11,25.342,RAM,,CHI,W 29-13,1,11,11.00,0,0,0,,0,0,0,,0,0,0
35,1984,1984-11-18,12,25.349,RAM,@,GNB,L 6-31,0,0,,0,,,,,,,,,,
36,1984,1984-11-25,13,25.356,RAM,@,TAM,W 34-33,1,19,19.00,0,0,0,,0,0,0,,0,0,0
37,1984,1984-12-02,14,25.363,RAM,,NOR,W 34-21,0,0,,0,,,,,,,,,,
38,1984,1984-12-09,15,26.004,RAM,,HOU,W 27-16,0,0,,0,,,,,,,,,,
39,1987,1987-10-04,3,28.303,MIA,@,SEA,L 20-24,1,5,5.00,0,0,0,,0,3,56,18.67,0,0,0
