ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1990,1990-11-18,11,22.254,TAM,@,SFO,L 7-31,,,,
2,1991,1991-10-20,7,23.225,TAM,@,NOR,L 7-23,1,14,14.00,0
3,1991,1991-10-27,8,23.232,TAM,,GNB,L 0-27,0,0,,0
4,1991,1991-11-03,9,23.239,TAM,@,MIN,L 13-28,1,12,12.00,0
5,1991,1991-11-10,10,23.246,TAM,,DET,W 30-21,0,0,,0
6,1991,1991-11-17,11,23.253,TAM,@,ATL,L 7-43,1,12,12.00,0
7,1991,1991-11-24,12,23.260,TAM,,NYG,L 14-21,0,0,,0
8,1991,1991-12-01,13,23.267,TAM,@,MIA,L 14-33,1,13,13.00,0
9,1991,1991-12-08,14,23.274,TAM,,MIN,L 24-26,0,0,,0
10,1991,1991-12-14,15,23.280,TAM,@,CHI,L 0-27,0,0,,0
