ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
34,1977,1977-11-13,9,24.205,WAS,@,PHI,W 17-14,5,71,14.20,1,0,0,,0,0,0,,0,0,0,,0,1,6
35,1977,1977-11-21,10,24.213,WAS,,GNB,W 10-9,4,45,11.25,0,0,0,,0,0,0,,0,0,0,,0,0,0
36,1977,1977-11-27,11,24.219,WAS,,DAL,L 7-14,5,61,12.20,0,0,0,,0,0,0,,0,0,0,,0,0,0
37,1977,1977-12-04,12,24.226,WAS,@,BUF,W 10-0,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
38,1977,1977-12-10,13,24.232,WAS,@,STL,W 26-20,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
39,1977,1977-12-17,14,24.239,WAS,,RAM,W 17-14,,,,,,,,,,,,,,,,,,
40,1978,1978-09-03,1,25.134,WAS,@,NWE,W 16-14,2,89,44.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
41,1978,1978-09-10,2,25.141,WAS,,PHI,W 35-30,4,69,17.25,1,0,0,,0,0,0,,0,0,0,,0,1,6
42,1978,1978-09-17,3,25.148,WAS,@,STL,W 28-10,,,,,,,,,,,,,,,,,,
43,1978,1978-09-24,4,25.155,WAS,,NYJ,W 23-3,5,29,5.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
44,1978,1978-10-22,8,25.183,WAS,@,NYG,L 6-17,4,34,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
45,1978,1978-10-29,9,25.190,WAS,,SFO,W 38-20,2,64,32.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
46,1978,1978-11-06,10,25.198,WAS,@,BAL,L 17-21,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
47,1978,1978-11-12,11,25.204,WAS,,NYG,W 16-13,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
48,1978,1978-11-19,12,25.211,WAS,,STL,L 17-27,3,79,26.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
49,1978,1978-11-23,13,25.215,WAS,@,DAL,L 10-37,,,,,,,,,,,,,,,,,,
50,1978,1978-12-03,14,25.225,WAS,,MIA,L 0-16,2,37,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
51,1978,1978-12-10,15,25.232,WAS,@,ATL,L 17-20,6,67,11.17,0,0,0,,0,0,0,,0,0,0,,0,0,0
52,1978,1978-12-16,16,25.238,WAS,,CHI,L 10-14,5,68,13.60,0,0,0,,0,0,0,,0,0,0,,0,0,0
53,1979,1979-09-02,1,26.133,WAS,,HOU,L 27-29,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
54,1979,1979-09-09,2,26.140,WAS,@,DET,W 27-24,,,,,,,,,,,,,,,,,,
55,1979,1979-09-17,3,26.148,WAS,,NYG,W 27-0,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
56,1979,1979-09-23,4,26.154,WAS,@,STL,W 17-7,,,,,,,,,,,,,,,,,,
57,1979,1979-09-30,5,26.161,WAS,@,ATL,W 16-7,10,134,13.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
58,1979,1979-10-07,6,26.168,WAS,@,PHI,L 17-28,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
59,1979,1979-10-14,7,26.175,WAS,@,CLE,W 13-9,3,54,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
60,1979,1979-10-21,8,26.182,WAS,,PHI,W 17-7,3,18,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
61,1979,1979-10-28,9,26.189,WAS,,NOR,L 10-14,,,,,,,,,,,,,,,,,,
62,1979,1979-11-04,10,26.196,WAS,@,PIT,L 7-38,3,37,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
63,1979,1979-11-11,11,26.203,WAS,,STL,W 30-28,4,35,8.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
64,1979,1979-11-18,12,26.210,WAS,,DAL,W 34-20,5,111,22.20,0,0,0,,0,0,0,,0,0,0,,0,0,0
65,1979,1979-11-25,13,26.217,WAS,@,NYG,L 6-14,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
66,1979,1979-12-02,14,26.224,WAS,,GNB,W 38-21,3,21,7.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
67,1979,1979-12-09,15,26.231,WAS,,CIN,W 28-14,5,82,16.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
68,1979,1979-12-16,16,26.238,WAS,@,DAL,L 34-35,2,49,24.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
