ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,22.263,BAL,@,NWE,W 29-28,16,146,9.13,2,3,13,4.33,0,2,12
2,1981,1981-09-13,2,22.270,BAL,,BUF,L 3-35,10,29,2.90,0,3,25,8.33,0,0,0
3,1981,1981-09-20,3,22.277,BAL,@,DEN,L 10-28,8,17,2.13,0,4,29,7.25,0,0,0
4,1981,1981-09-27,4,22.284,BAL,,MIA,L 28-31,17,73,4.29,0,4,61,15.25,0,0,0
5,1981,1981-10-04,5,22.291,BAL,@,BUF,L 17-23,1,1,1.00,0,0,0,,0,0,0
6,1981,1981-10-11,6,22.298,BAL,,CIN,L 19-41,3,10,3.33,0,1,4,4.00,0,0,0
7,1981,1981-10-18,7,22.305,BAL,,SDG,L 14-43,8,27,3.38,0,6,60,10.00,0,0,0
8,1981,1981-10-25,8,22.312,BAL,@,CLE,L 28-42,14,57,4.07,0,1,17,17.00,0,0,0
9,1981,1981-11-01,9,22.319,BAL,@,MIA,L 10-27,9,30,3.33,0,9,78,8.67,0,0,0
10,1981,1981-11-08,10,22.326,BAL,,NYJ,L 14-41,11,47,4.27,1,11,68,6.18,1,2,12
11,1981,1981-11-15,11,22.333,BAL,@,PHI,L 13-38,6,12,2.00,0,0,0,,0,0,0
12,1981,1981-11-22,12,22.340,BAL,,STL,L 24-35,7,19,2.71,0,4,59,14.75,0,0,0
13,1981,1981-11-29,13,22.347,BAL,@,NYJ,L 0-25,8,12,1.50,0,0,0,,0,0,0
14,1981,1981-12-06,14,22.354,BAL,,DAL,L 13-37,4,22,5.50,0,0,0,,0,0,0
15,1981,1981-12-13,15,22.361,BAL,@,WAS,L 14-38,12,47,3.92,0,2,21,10.50,0,0,0
16,1981,1981-12-20,16,23.003,BAL,,NWE,W 23-21,15,48,3.20,0,2,31,15.50,0,0,0
17,1982,1982-09-12,1,23.269,BAL,,NWE,L 13-24,9,32,3.56,0,3,22,7.33,0,0,0
18,1982,1982-09-19,2,23.276,BAL,@,MIA,L 20-24,13,40,3.08,0,0,0,,0,0,0
19,1982,1982-11-21,3,23.339,BAL,@,NYJ,L 0-37,3,7,2.33,0,2,2,1.00,0,0,0
20,1982,1982-11-28,4,23.346,BAL,@,BUF,L 0-20,8,16,2.00,0,0,0,,0,0,0
21,1982,1982-12-05,5,23.353,BAL,,CIN,L 17-20,13,47,3.62,0,0,0,,0,0,0
22,1982,1982-12-12,6,23.360,BAL,@,MIN,L 10-13,16,30,1.88,0,5,32,6.40,0,0,0
23,1982,1982-12-19,7,24.002,BAL,,GNB,T 20-20,13,27,2.08,1,3,19,6.33,0,1,6
24,1982,1982-12-26,8,24.009,BAL,@,SDG,L 26-44,11,39,3.55,0,1,4,4.00,0,0,0
25,1982,1983-01-02,9,24.016,BAL,,MIA,L 7-34,15,67,4.47,0,1,11,11.00,0,0,0
26,1983,1983-09-04,1,24.261,BAL,@,NWE,W 29-23,13,64,4.92,0,0,0,,0,0,0
27,1983,1983-09-11,2,24.268,BAL,,DEN,L 10-17,15,84,5.60,0,2,15,7.50,0,0,0
28,1983,1983-09-18,3,24.275,BAL,@,BUF,L 23-28,10,39,3.90,0,2,10,5.00,0,0,0
29,1983,1983-09-25,4,24.282,BAL,,CHI,W 22-19,21,78,3.71,1,0,0,,0,1,6
30,1983,1983-10-02,5,24.289,BAL,@,CIN,W 34-31,14,59,4.21,2,1,7,7.00,0,2,12
31,1983,1983-10-09,6,24.296,BAL,,NWE,W 12-7,11,25,2.27,0,1,0,0.00,0,0,0
32,1983,1983-10-16,7,24.303,BAL,,BUF,L 7-30,8,31,3.88,0,0,0,,0,0,0
33,1983,1983-10-23,8,24.310,BAL,,MIA,L 7-21,10,37,3.70,0,5,51,10.20,0,0,0
34,1983,1983-10-30,9,24.317,BAL,@,PHI,W 22-21,19,109,5.74,1,1,3,3.00,0,1,6
35,1983,1983-11-06,10,24.324,BAL,@,NYJ,W 17-14,16,47,2.94,0,2,13,6.50,0,0,0
36,1983,1983-11-13,11,24.331,BAL,,PIT,L 13-24,11,60,5.45,0,1,9,9.00,0,0,0
37,1983,1983-11-20,12,24.338,BAL,@,MIA,L 0-37,11,41,3.73,0,5,56,11.20,0,0,0
38,1983,1983-11-27,13,24.345,BAL,@,CLE,L 23-41,11,50,4.55,1,3,22,7.33,1,2,12
39,1983,1983-12-04,14,24.352,BAL,,NYJ,L 6-10,10,13,1.30,0,0,0,,0,0,0
40,1983,1983-12-11,15,24.359,BAL,@,DEN,L 19-21,10,24,2.40,0,0,0,,0,0,0
41,1983,1983-12-18,16,25.001,BAL,,HOU,W 20-10,8,41,5.13,0,1,9,9.00,0,0,0
42,1984,1984-09-02,1,25.260,IND,,NYJ,L 14-23,8,32,4.00,0,2,39,19.50,0,0,0
43,1984,1984-09-09,2,25.267,IND,@,HOU,W 35-21,14,46,3.29,0,1,6,6.00,0,0,0
44,1984,1984-09-16,3,25.274,IND,,STL,L 33-34,11,40,3.64,0,0,0,,0,0,0
45,1984,1984-09-23,4,25.281,IND,@,MIA,L 7-44,13,67,5.15,0,0,0,,0,0,0
46,1984,1984-09-30,5,25.288,IND,,BUF,W 31-17,16,114,7.13,2,2,28,14.00,0,2,12
47,1984,1984-10-07,6,25.295,IND,,WAS,L 7-35,7,19,2.71,0,2,14,7.00,0,0,0
48,1984,1984-10-14,7,25.302,IND,@,PHI,L 7-16,16,75,4.69,1,1,9,9.00,0,1,6
49,1984,1984-10-21,8,25.309,IND,,PIT,W 17-16,3,6,2.00,0,0,0,,0,0,0
50,1984,1984-10-28,9,25.316,IND,@,DAL,L 3-22,11,36,3.27,0,3,55,18.33,0,0,0
51,1984,1984-11-04,10,25.323,IND,,SDG,L 10-38,11,52,4.73,0,1,2,2.00,0,0,0
52,1984,1984-11-11,11,25.330,IND,@,NYJ,W 9-5,7,16,2.29,0,0,0,,0,0,0
53,1984,1984-11-18,12,25.337,IND,,NWE,L 17-50,12,52,4.33,0,1,2,2.00,0,0,0
54,1984,1984-11-25,13,25.344,IND,@,RAI,L 7-21,9,16,1.78,1,1,7,7.00,0,1,6
55,1984,1984-12-02,14,25.351,IND,@,BUF,L 15-21,7,30,4.29,0,0,0,,0,0,0
56,1984,1984-12-09,15,25.358,IND,,MIA,L 17-35,11,73,6.64,1,3,28,9.33,0,1,6
57,1984,1984-12-16,16,25.365,IND,@,NWE,L 10-16,7,31,4.43,0,2,11,5.50,0,0,0
58,1985,1985-09-08,1,26.265,IND,@,PIT,L 3-45,9,29,3.22,0,2,15,7.50,0,0,0
59,1985,1985-09-15,2,26.272,IND,@,MIA,L 13-30,4,22,5.50,0,0,0,,0,0,0
60,1985,1985-09-22,3,26.279,IND,,DET,W 14-6,0,0,,0,0,0,,0,0,
61,1985,1985-10-06,5,26.293,IND,,BUF,W 49-17,20,112,5.60,2,2,10,5.00,0,2,12
62,1985,1985-10-13,6,26.300,IND,,DEN,L 10-15,18,53,2.94,0,3,11,3.67,0,0,0
63,1985,1985-10-20,7,26.307,IND,@,BUF,L 9-21,16,46,2.88,0,0,0,,0,0,0
64,1985,1985-10-27,8,26.314,IND,,GNB,W 37-10,24,126,5.25,1,2,13,6.50,0,1,6
65,1985,1985-11-03,9,26.321,IND,,NYJ,L 17-35,7,11,1.57,0,0,0,,0,0,0
66,1985,1985-11-10,10,26.328,IND,@,NWE,L 15-34,9,28,3.11,0,2,15,7.50,0,0,0
67,1985,1985-11-17,11,26.335,IND,,MIA,L 20-34,10,57,5.70,0,2,6,3.00,0,0,0
68,1985,1985-11-24,12,26.342,IND,@,KAN,L 7-20,10,36,3.60,0,1,13,13.00,0,0,0
69,1985,1985-12-01,13,26.349,IND,,NWE,L 31-38,19,79,4.16,3,3,19,6.33,0,3,18
70,1985,1985-12-08,14,26.356,IND,@,CHI,L 10-17,13,61,4.69,0,1,3,3.00,0,0,0
71,1985,1985-12-15,15,26.363,IND,@,TAM,W 31-23,13,108,8.31,0,3,5,1.67,0,0,0
72,1985,1985-12-22,16,27.005,IND,,HOU,W 34-16,18,90,5.00,1,1,5,5.00,0,1,6
73,1986,1986-09-07,1,27.264,IND,@,NWE,L 3-33,15,51,3.40,0,3,12,4.00,0,0,0
74,1986,1986-09-14,2,27.271,IND,@,MIA,L 10-30,7,13,1.86,0,3,14,4.67,0,0,0
75,1986,1986-09-21,3,27.278,IND,,RAM,L 7-24,7,11,1.57,0,1,-1,-1.00,0,0,0
76,1986,1986-09-28,4,27.285,IND,,NYJ,L 7-26,11,28,2.55,0,1,1,1.00,0,0,0
77,1986,1986-10-05,5,27.292,IND,@,SFO,L 14-35,11,27,2.45,0,4,25,6.25,0,0,0
78,1986,1986-10-12,6,27.299,IND,,NOR,L 14-17,11,36,3.27,0,2,15,7.50,0,0,0
79,1986,1986-10-19,7,27.306,IND,@,BUF,L 13-24,13,47,3.62,0,4,27,6.75,0,0,0
80,1986,1986-10-26,8,27.313,IND,,MIA,L 13-17,5,25,5.00,1,1,5,5.00,0,1,6
81,1986,1986-11-02,9,27.320,IND,,CLE,L 9-24,9,40,4.44,0,3,57,19.00,0,0,0
82,1986,1986-11-09,10,27.327,IND,,NWE,L 21-30,20,76,3.80,1,3,22,7.33,0,1,6
83,1986,1986-11-16,11,27.334,IND,@,NYJ,L 16-31,22,46,2.09,1,1,4,4.00,0,1,6
84,1986,1986-11-23,12,27.341,IND,@,HOU,L 17-31,16,57,3.56,0,0,0,,0,0,0
85,1986,1986-11-30,13,27.348,IND,,SDG,L 3-17,8,22,2.75,0,1,8,8.00,0,0,0
86,1986,1986-12-07,14,27.355,IND,@,ATL,W 28-23,15,67,4.47,0,3,23,7.67,0,0,0
87,1986,1986-12-14,15,27.362,IND,,BUF,W 24-14,15,33,2.20,0,4,77,19.25,0,0,0
88,1986,1986-12-21,16,28.004,IND,@,RAI,W 30-24,4,30,7.50,0,0,0,,0,0,0
