ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
38,1989,1989-11-12,10,25.107,PHI,,WAS,L 3-10,,,,,,,,,,,
39,1989,1989-11-19,11,25.114,PHI,,MIN,W 10-9,,,,,,,,,,,
40,1989,1989-11-23,12,25.118,PHI,@,DAL,W 27-0,,,,,,,,,,,
41,1989,1989-12-03,13,25.128,PHI,@,NYG,W 24-17,,,,,,,,,,,
42,1989,1989-12-10,14,25.135,PHI,,DAL,W 20-10,,,,,,,,,,,
43,1989,1989-12-18,15,25.143,PHI,@,NOR,L 20-30,,,,,,,,,,,
44,1989,1989-12-24,16,25.149,PHI,,PHO,W 31-14,,,,,,,,,,,
45,1990,1990-09-09,1,26.043,PHI,@,NYG,L 20-27,,,,,,,,,,,
46,1990,1990-09-16,2,26.050,PHI,,PHO,L 21-23,,,,,,,,,,,
47,1990,1990-09-23,3,26.057,PHI,@,RAM,W 27-21,,,,,,,,,,,
48,1990,1990-09-30,4,26.064,PHI,,IND,L 23-24,,,,,,,,,,,
49,1990,1990-10-15,5,26.079,PHI,,MIN,W 32-24,,,,,,,,,,,
50,1990,1990-10-21,6,26.085,PHI,@,WAS,L 7-13,,,,,,,,,,,
51,1990,1990-10-28,7,26.092,PHI,@,DAL,W 21-20,,,,,,,,,,,
52,1990,1990-11-04,8,26.099,PHI,,NWE,W 48-20,,,,,,,,,,,
53,1990,1990-11-12,9,26.107,PHI,,WAS,W 28-14,,,,,,,,,,,
54,1990,1990-11-18,10,26.113,PHI,@,ATL,W 24-23,,,,,,,,,,,
55,1990,1990-11-25,11,26.120,PHI,,NYG,W 31-13,,,,,,,,,,,
56,1990,1990-12-02,12,26.127,PHI,@,BUF,L 23-30,,,,,,,,,,,
57,1990,1990-12-09,13,26.134,PHI,@,MIA,L 20-23,,,,,,,,,,,
58,1990,1990-12-16,14,26.141,PHI,,GNB,W 31-0,,,,,,,,,,,
59,1990,1990-12-23,15,26.148,PHI,,DAL,W 17-3,,,,,,,,,,,
60,1990,1990-12-29,16,26.154,PHI,@,PHO,W 23-21,,,,,,,,,,,
61,1991,1991-09-01,1,27.035,PHI,@,GNB,W 20-3,,,,,,,,,,,
62,1991,1991-09-08,2,27.042,PHI,,PHO,L 10-26,,,,,,,,,,,
63,1991,1991-09-15,3,27.049,PHI,@,DAL,W 24-0,,,,,,,,,,,
64,1991,1991-09-22,4,27.056,PHI,,PIT,W 23-14,,,,,,,,,,,
65,1991,1991-09-30,5,27.064,PHI,@,WAS,L 0-23,,,,,,,,,,,
66,1991,1991-10-06,6,27.070,PHI,@,TAM,L 13-14,,,,,,,,,,,
67,1991,1991-10-13,7,27.077,PHI,,NOR,L 6-13,,,,,,,,,,,
68,1991,1991-10-27,8,27.091,PHI,,SFO,L 7-23,,,,,,,,,,,
69,1991,1991-11-04,9,27.099,PHI,,NYG,W 30-7,,,,,,,,,,,
70,1991,1991-11-10,10,27.105,PHI,@,CLE,W 32-30,,,,,,,,,,,
71,1991,1991-11-17,11,27.112,PHI,,CIN,W 17-10,,,,,,,,,,,
72,1991,1991-11-24,12,27.119,PHI,@,PHO,W 34-14,,,,,,,,,,,
73,1991,1991-12-02,13,27.127,PHI,@,HOU,W 13-6,,,,,,,,,,,
74,1991,1991-12-08,14,27.133,PHI,@,NYG,W 19-14,,,,,,,,,,,
75,1991,1991-12-15,15,27.140,PHI,,DAL,L 13-25,,,,,,,,,,,
76,1991,1991-12-22,16,27.147,PHI,,WAS,W 24-22,,,,,,,,,,,
77,1992,1992-09-06,1,28.040,PHI,,NOR,W 15-13,,,,,,0.0%,,,,,
78,1992,1992-09-13,2,28.047,PHI,@,PHO,W 31-14,,,,,,0.0%,,,,,
79,1992,1992-09-20,3,28.054,PHI,,DEN,W 30-0,,,,,,0.0%,,,,,
80,1992,1992-10-05,4,28.069,PHI,,DAL,W 31-7,,,,,,0.0%,,,,,
81,1992,1992-10-11,5,28.075,PHI,@,KAN,L 17-24,,,,,,0.0%,,,,,
82,1992,1992-10-18,6,28.082,PHI,@,WAS,L 12-16,,,,,,0.0%,,,,,
83,1992,1992-10-25,7,28.089,PHI,,PHO,W 7-3,,,,,,0.0%,,,,,
84,1992,1992-11-01,8,28.096,PHI,@,DAL,L 10-20,,,,,,0.0%,,,,,
85,1992,1992-11-08,9,28.103,PHI,,RAI,W 31-10,,,,,,0.0%,,,,,
86,1992,1992-11-15,10,28.110,PHI,@,GNB,L 24-27,,,,,,0.0%,,,,,
87,1992,1992-11-22,11,28.117,PHI,@,NYG,W 47-34,,,,,,0.0%,,,,,
88,1992,1992-11-29,12,28.124,PHI,@,SFO,L 14-20,,,,,,0.0%,,,,,
89,1992,1992-12-06,13,28.131,PHI,,MIN,W 28-17,,,,,,0.0%,,,,,
90,1992,1992-12-13,14,28.138,PHI,@,SEA,W 20-17,,,,,,0.0%,,,,,
91,1992,1992-12-20,15,28.145,PHI,,WAS,W 17-13,,,,,,0.0%,,,,,
92,1992,1992-12-27,16,28.152,PHI,,NYG,W 20-10,,,,,,0.0%,,,,,
93,1993,1993-09-05,1,29.039,PHI,,PHO,W 23-17,,,,,,0.0%,,,,,
94,1993,1993-09-12,2,29.046,PHI,@,GNB,W 20-17,,,,,,0.0%,,,,,
95,1993,1993-09-19,3,29.053,PHI,,WAS,W 34-31,,,,,,0.0%,,,,,
96,1993,1993-10-03,4,29.067,PHI,@,NYJ,W 35-30,,,,,,0.0%,,,,,
97,1993,1993-10-10,5,29.074,PHI,,CHI,L 6-17,,,,,,0.0%,,,,,
98,1993,1993-10-17,6,29.081,PHI,@,NYG,L 10-21,,,,,,0.0%,,,,,
99,1993,1993-10-31,7,29.095,PHI,,DAL,L 10-23,,,,,,0.0%,,,,,
100,1993,1993-11-07,8,29.102,PHI,@,PHO,L 3-16,,,,,,0.0%,,,,,
101,1993,1993-11-14,9,29.109,PHI,,MIA,L 14-19,,,,,,0.0%,,,,,
102,1993,1993-11-21,10,29.116,PHI,,NYG,L 3-7,,,,,,0.0%,,,,,
103,1993,1993-11-28,11,29.123,PHI,@,WAS,W 17-14,,,,,,0.0%,,,,,
104,1993,1993-12-06,12,29.131,PHI,@,DAL,L 17-23,,,,,,0.0%,,,,,
105,1993,1993-12-12,13,29.137,PHI,,BUF,L 7-10,,,,,,0.0%,,,,,
106,1993,1993-12-19,14,29.144,PHI,@,IND,W 20-10,,,,,,0.0%,,,,,
107,1993,1993-12-26,15,29.151,PHI,,NOR,W 37-26,,,,,,0.0%,,,,,
108,1993,1994-01-03,16,29.159,PHI,@,SFO,W 37-34,,,,,,0.0%,,,,,
109,1994,1994-09-04,1,30.038,PHI,@,NYG,L 23-28,,0,0,,0,0.0%,,,,,
110,1994,1994-09-12,2,30.046,PHI,,CHI,W 30-22,,0,0,,0,0.0%,,,,,
111,1994,1994-09-18,3,30.052,PHI,,GNB,W 13-7,,0,0,,0,0.0%,,,,,
112,1994,1994-10-02,4,30.066,PHI,@,SFO,W 40-8,,0,0,,0,0.0%,,,,,
113,1994,1994-10-09,5,30.073,PHI,,WAS,W 21-17,,0,0,,0,0.0%,,,,,
114,1994,1994-10-16,6,30.080,PHI,@,DAL,L 13-24,,0,0,,0,0.0%,,,,,
115,1994,1994-10-24,7,30.088,PHI,,HOU,W 21-6,1,1,1,1.00,0,100.0%,1.00,0,0,,0
116,1994,1994-10-30,8,30.094,PHI,@,WAS,W 31-29,,0,0,,0,0.0%,,,,,
117,1994,1994-11-06,9,30.101,PHI,,ARI,W 17-7,,0,0,,0,0.0%,,,,,
118,1994,1994-11-13,10,30.108,PHI,,CLE,L 7-26,1,1,0,0.00,0,100.0%,0.00,0,0,,0
119,1994,1994-11-20,11,30.115,PHI,@,ARI,L 6-12,,0,0,,0,0.0%,,,,,
120,1994,1994-11-27,12,30.122,PHI,@,ATL,L 21-28,,0,0,,0,0.0%,,,,,
121,1994,1994-12-04,13,30.129,PHI,,DAL,L 19-31,,0,0,,0,0.0%,,,,,
122,1994,1994-12-11,14,30.136,PHI,@,PIT,L 3-14,0,0,0,,0,0.0%,,,,,
123,1994,1994-12-18,15,30.143,PHI,,NYG,L 13-16,0,0,0,,0,0.0%,,,,,
124,1994,1994-12-24,16,30.149,PHI,@,CIN,L 30-33,,0,0,,0,0.0%,,,,,
125,1996,1996-09-01,1,32.035,NYJ,@,DEN,L 6-31,,,,,,0.0%,,,,,
126,1996,1996-09-08,2,32.042,NYJ,,IND,L 7-21,,,,,,0.0%,,,,,
127,1996,1996-09-15,3,32.049,NYJ,@,MIA,L 27-36,,,,,,0.0%,,,,,
128,1996,1996-09-22,4,32.056,NYJ,,NYG,L 6-13,,,,,,0.0%,,,,,
129,1996,1996-09-29,5,32.063,NYJ,@,WAS,L 16-31,,,,,,0.0%,,,,,
130,1996,1996-10-06,6,32.070,NYJ,,OAK,L 13-34,,,,,,0.0%,,,,,
131,1996,1996-10-13,7,32.077,NYJ,@,JAX,L 17-21,,,,,,0.0%,,,,,
