ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-09-13,1,23.047,PHI,@,WAS,L 24-34,,0,0,,0,,,1,6,6.00,0
2,1987,1987-09-20,2,23.054,PHI,,NOR,W 27-17,,,,,,,,0,0,,0
3,1987,1987-10-25,6,23.089,PHI,,DAL,W 37-20,,,,,,,,0,0,,0
4,1987,1987-11-01,7,23.096,PHI,@,STL,W 28-23,,,,,,,,0,0,,0
5,1987,1987-11-08,8,23.103,PHI,,WAS,W 31-27,,,,,,,,0,0,,0
6,1987,1987-11-15,9,23.110,PHI,,NYG,L 17-20,,,,,,,,0,0,,0
7,1987,1987-11-22,10,23.117,PHI,,STL,L 19-31,,,,,,,,0,0,,0
8,1987,1987-11-29,11,23.124,PHI,@,NWE,W 34-31,,,,,,,,0,0,,0
9,1987,1987-12-06,12,23.131,PHI,@,NYG,L 20-23,,,,,,,,0,0,,0
10,1987,1987-12-13,13,23.138,PHI,,MIA,L 10-28,,,,,,,,0,0,,0
11,1987,1987-12-20,14,23.145,PHI,@,NYJ,W 38-27,,,,,,,,0,0,,0
12,1987,1987-12-27,15,23.152,PHI,,BUF,W 17-7,,,,,,,,0,0,,0
13,1988,1988-09-04,1,24.038,PHI,@,TAM,W 41-14,,,,,,,,,,,
14,1988,1988-09-11,2,24.045,PHI,,CIN,L 24-28,,,,,,,,,,,
15,1988,1988-09-18,3,24.052,PHI,@,WAS,L 10-17,,,,,,,,,,,
16,1988,1988-09-25,4,24.059,PHI,@,MIN,L 21-23,,,,,,,,,,,
17,1988,1988-10-02,5,24.066,PHI,,HOU,W 32-23,,,,,,,,,,,
18,1988,1988-10-10,6,24.074,PHI,,NYG,W 24-13,,,,,,,,,,,
19,1988,1988-10-16,7,24.080,PHI,@,CLE,L 3-19,,,,,,,,,,,
20,1988,1988-10-23,8,24.087,PHI,,DAL,W 24-23,,,,,,,,,,,
21,1988,1988-10-30,9,24.094,PHI,,ATL,L 24-27,,,,,,,,,,,
22,1988,1988-11-06,10,24.101,PHI,,RAM,W 30-24,,,,,,,,,,,
23,1988,1988-11-13,11,24.108,PHI,@,PIT,W 27-26,,,,,,,,,,,
24,1988,1988-11-20,12,24.115,PHI,@,NYG,W 23-17,,,,,,,,,,,
25,1988,1988-11-27,13,24.122,PHI,,PHO,W 31-21,,,,,,,,,,,
26,1988,1988-12-04,14,24.129,PHI,,WAS,L 19-20,,,,,,,,,,,
27,1988,1988-12-10,15,24.135,PHI,@,PHO,W 23-17,,,,,,,,,,,
28,1988,1988-12-18,16,24.143,PHI,@,DAL,W 23-7,,,,,,,,,,,
29,1989,1989-09-10,1,25.044,PHI,,SEA,W 31-7,,,,,,,,,,,
30,1989,1989-09-17,2,25.051,PHI,@,WAS,W 42-37,,,,,,,,,,,
31,1989,1989-09-24,3,25.058,PHI,,SFO,L 28-38,,,,,,,,,,,
32,1989,1989-10-02,4,25.066,PHI,@,CHI,L 13-27,,,,,,,,,,,
33,1989,1989-10-08,5,25.072,PHI,,NYG,W 21-19,,,,,,,,,,,
34,1989,1989-10-15,6,25.079,PHI,@,PHO,W 17-5,,,,,,,,,,,
35,1989,1989-10-22,7,25.086,PHI,,RAI,W 10-7,,,,,,,,,,,
36,1989,1989-10-29,8,25.093,PHI,@,DEN,W 28-24,,,,,,,,,,,
37,1989,1989-11-05,9,25.100,PHI,@,SDG,L 17-20,,,,,,,,,,,
