ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1951,1951-11-04,6,23.113,CHI,@,WAS,W 27-0,2,21,10.50,0
2,1951,1951-12-09,11,23.148,CHI,@,NYY,W 45-21,2,16,8.00,0
