ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1985,1985-09-08,1,23.018,BUF,,SDG,L 9-14,,1,10,10.00,0,,,0,0,,0,0,0
2,1985,1985-09-15,2,23.025,BUF,@,NYJ,L 3-42,,1,8,8.00,0,,,0,0,,0,0,0
3,1985,1985-09-22,3,23.032,BUF,,NWE,L 14-17,,1,10,10.00,0,,,0,0,,0,0,0
4,1985,1985-09-29,4,23.039,BUF,,MIN,L 20-27,,0,0,,0,,,,,,,,
5,1985,1985-10-06,5,23.046,BUF,@,IND,L 17-49,,1,16,16.00,0,,,0,0,,0,0,0
6,1985,1985-10-13,6,23.053,BUF,@,NWE,L 3-14,,2,36,18.00,0,,,0,0,,0,0,0
7,1985,1985-10-20,7,23.060,BUF,,IND,W 21-9,,0,0,,0,,,,,,,,
8,1985,1985-10-27,8,23.067,BUF,@,PHI,L 17-21,,0,0,,0,,,,,,,,
9,1985,1985-11-03,9,23.074,BUF,,CIN,L 17-23,,1,30,30.00,0,,,0,0,,0,0,0
10,1985,1985-11-10,10,23.081,BUF,,HOU,W 20-0,,0,0,,0,,,,,,,,
11,1985,1985-11-17,11,23.088,BUF,@,CLE,L 7-17,,4,58,14.50,0,,,0,0,,0,0,0
12,1985,1985-11-24,12,23.095,BUF,,MIA,L 14-23,,2,21,10.50,0,,,0,0,,0,0,0
13,1985,1985-12-01,13,23.102,BUF,@,SDG,L 7-40,,2,37,18.50,0,,,0,0,,0,0,0
14,1985,1985-12-08,14,23.109,BUF,,NYJ,L 7-27,,5,127,25.40,0,,,0,0,,0,0,0
15,1985,1985-12-15,15,23.116,BUF,@,PIT,L 24-30,,1,18,18.00,0,,,0,0,,0,0,0
16,1985,1985-12-22,16,23.123,BUF,@,MIA,L 0-28,,0,0,,0,,,,,,,,
17,1986,1986-09-07,1,24.017,BUF,,NYJ,L 24-28,,1,14,14.00,0,,,0,0,,0,0,0
18,1986,1986-09-14,2,24.024,BUF,@,CIN,L 33-36,,1,84,84.00,1,,,0,0,,0,1,6
19,1986,1986-09-21,3,24.031,BUF,,STL,W 17-10,,2,59,29.50,0,,,0,0,,0,0,0
20,1986,1986-09-28,4,24.038,BUF,,KAN,L 17-20,,3,57,19.00,0,,,0,0,,0,0,0
21,1986,1986-10-05,5,24.045,BUF,@,NYJ,L 13-14,,1,27,27.00,0,,,0,0,,0,0,0
