ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
22,1986,1986-10-12,6,24.052,BUF,@,MIA,L 14-27,,1,12,12.00,0,,,0,0,,0,0,0
23,1986,1986-10-19,7,24.059,BUF,,IND,W 24-13,,6,76,12.67,0,,,0,0,,0,0,0
24,1986,1986-10-26,8,24.066,BUF,,NWE,L 3-23,,2,33,16.50,0,,,0,0,,0,0,0
25,1986,1986-11-16,11,24.087,BUF,,MIA,L 24-34,,0,0,,0,,,,,,,,
26,1986,1986-11-23,12,24.094,BUF,@,NWE,L 19-22,,1,19,19.00,0,,,0,0,,0,0,0
27,1986,1986-11-30,13,24.101,BUF,@,KAN,W 17-14,,2,44,22.00,0,,,0,0,,0,0,0
28,1986,1986-12-07,14,24.108,BUF,,CLE,L 17-21,,3,122,40.67,1,,,0,0,,0,1,6
29,1986,1986-12-14,15,24.115,BUF,@,IND,L 14-24,,5,145,29.00,1,,,0,0,,0,1,6
30,1986,1986-12-21,16,24.122,BUF,@,HOU,L 7-16,,6,86,14.33,1,,,0,0,,0,1,6
31,1987,1987-09-13,1,25.023,BUF,,NYJ,L 28-31,,3,47,15.67,1,,,0,0,,0,1,6
32,1987,1987-09-20,2,25.030,BUF,,HOU,W 34-30,,7,115,16.43,0,,,0,0,,0,0,0
33,1987,1987-10-25,6,25.065,BUF,@,MIA,W 34-31,,9,130,14.44,1,,,0,0,,0,1,6
34,1987,1987-11-01,7,25.072,BUF,,WAS,L 7-27,,5,55,11.00,0,,,0,0,,0,0,0
35,1987,1987-11-08,8,25.079,BUF,,DEN,W 21-14,,2,21,10.50,0,,,0,0,,0,0,0
36,1987,1987-11-15,9,25.086,BUF,@,CLE,L 21-27,,6,91,15.17,1,,,0,0,,0,1,6
37,1987,1987-11-22,10,25.093,BUF,@,NYJ,W 17-14,,4,35,8.75,0,,,0,0,,0,0,0
38,1987,1987-11-29,11,25.100,BUF,,MIA,W 27-0,,3,62,20.67,1,,,0,0,,0,1,6
39,1987,1987-12-06,12,25.107,BUF,@,RAI,L 21-34,,6,66,11.00,0,,,0,0,,0,0,0
40,1987,1987-12-13,13,25.114,BUF,@,IND,W 27-3,,4,62,15.50,0,,,0,0,,0,0,0
41,1987,1987-12-20,14,25.121,BUF,,NWE,L 7-13,,3,31,10.33,0,,,0,0,,0,0,0
42,1987,1987-12-27,15,25.128,BUF,@,PHI,L 7-17,,4,50,12.50,0,,,0,0,,0,0,0
43,1988,1988-09-04,1,26.014,BUF,,MIN,W 13-10,,2,37,18.50,0,,,0,0,,0,0,0
44,1988,1988-09-11,2,26.021,BUF,,MIA,W 9-6,,0,0,,0,,,,,,,,
45,1988,1988-09-18,3,26.028,BUF,@,NWE,W 16-14,,2,24,12.00,0,,,0,0,,0,0,0
46,1988,1988-09-25,4,26.035,BUF,,PIT,W 36-28,,3,44,14.67,1,,,0,0,,0,1,6
47,1988,1988-10-02,5,26.042,BUF,@,CHI,L 3-24,,3,40,13.33,0,,,0,0,,0,0,0
48,1988,1988-10-09,6,26.049,BUF,,IND,W 34-23,,4,74,18.50,0,,,0,0,,0,0,0
49,1988,1988-11-14,11,26.085,BUF,@,MIA,W 31-6,,2,34,17.00,0,,,0,0,,0,0,0
50,1988,1988-11-27,13,26.098,BUF,@,CIN,L 21-35,,1,11,11.00,0,,,0,0,,0,0,0
51,1988,1988-12-04,14,26.105,BUF,@,TAM,L 5-10,,4,62,15.50,0,,,0,0,,0,0,0
52,1988,1988-12-11,15,26.112,BUF,,RAI,W 37-21,,2,28,14.00,0,,,0,0,,0,0,0
53,1988,1988-12-18,16,26.119,BUF,@,IND,L 14-17,,0,0,,0,,,,,,,,
54,1989,1989-09-10,1,27.020,BUF,@,MIA,W 27-24,,2,14,7.00,0,,,0,0,,0,0,0
55,1989,1989-09-18,2,27.028,BUF,,DEN,L 14-28,,1,6,6.00,0,,,0,0,,0,0,0
56,1989,1989-10-01,4,27.041,NYJ,,IND,L 10-17,,0,0,,0,,,0,0,,0,0,
57,1989,1989-10-09,5,27.049,NYJ,,RAI,L 7-14,,6,95,15.83,0,,,0,0,,0,0,0
58,1989,1989-10-15,6,27.055,NYJ,@,NOR,L 14-29,,2,11,5.50,0,,,1,-4,-4.00,0,0,0
59,1989,1989-10-22,7,27.062,NYJ,@,BUF,L 3-34,,3,42,14.00,0,,,0,0,,0,0,0
60,1989,1989-10-29,8,27.069,NYJ,,SFO,L 10-23,,3,38,12.67,0,,,0,0,,0,0,0
61,1989,1989-11-05,9,27.076,NYJ,@,NWE,W 27-26,,1,29,29.00,1,,,0,0,,0,1,6
62,1989,1989-11-12,10,27.083,NYJ,,MIA,L 23-31,,1,10,10.00,0,,,0,0,,0,0,0
63,1989,1989-11-19,11,27.090,NYJ,@,IND,L 10-27,,0,0,,0,,,0,0,,0,0,
64,1989,1989-11-26,12,27.097,NYJ,,ATL,W 27-7,,0,0,,0,,,0,0,,0,0,
65,1989,1989-12-03,13,27.104,NYJ,@,SDG,W 20-17,,0,0,,0,,,0,0,,0,0,
66,1989,1989-12-10,14,27.111,NYJ,,PIT,L 0-13,,3,21,7.00,0,,,0,0,,0,0,0
67,1989,1989-12-17,15,27.118,NYJ,@,RAM,L 14-38,,1,17,17.00,0,,,0,0,,0,0,0
68,1989,1989-12-23,16,27.124,NYJ,,BUF,L 0-37,,1,15,15.00,0,,,0,0,,0,0,0
69,1990,1990-09-09,1,28.019,NYJ,@,CIN,L 20-25,,1,9,9.00,0,,,0,0,,0,0,0
70,1990,1990-09-16,2,28.026,NYJ,,CLE,W 24-21,,0,0,,0,,,,,,,,
71,1990,1990-09-24,3,28.034,NYJ,,BUF,L 7-30,,4,39,9.75,0,,,0,0,,0,0,0
72,1990,1990-09-30,4,28.040,NYJ,@,NWE,W 37-13,,1,7,7.00,0,,,0,0,,0,0,0
73,1990,1990-10-07,5,28.047,NYJ,@,MIA,L 16-20,,1,3,3.00,0,,,0,0,,0,0,0
74,1990,1990-10-14,6,28.054,NYJ,,SDG,L 3-39,,0,0,,0,,,,,,,,
75,1990,1990-10-21,7,28.061,NYJ,@,BUF,L 27-30,,0,0,,0,,,,,,,,
76,1990,1990-10-28,8,28.068,NYJ,@,HOU,W 17-12,,1,6,6.00,0,,,0,0,,0,0,0
77,1990,1990-11-04,9,28.075,NYJ,,DAL,W 24-9,,1,19,19.00,0,,,0,0,,0,0,0
78,1990,1990-11-11,10,28.082,NYJ,,MIA,L 3-17,,0,0,,0,,,,,,,,
79,1990,1990-11-18,11,28.089,NYJ,@,IND,L 14-17,,0,0,,0,,,,,,,,
80,1990,1990-11-25,12,28.096,NYJ,,PIT,L 7-24,,0,0,,0,,,,,,,,
81,1990,1990-12-02,13,28.103,NYJ,@,SDG,L 17-38,,0,0,,0,,,,,,,,
82,1990,1990-12-16,14,28.117,NYJ,,IND,L 21-29,,0,0,,0,,,,,,,,
83,1990,1990-12-23,15,28.124,NYJ,,NWE,W 42-7,,3,87,29.00,0,,,0,0,,0,0,0
84,1990,1990-12-30,16,28.131,NYJ,@,TAM,W 16-14,,2,34,17.00,0,,,0,0,,0,0,0
85,1991,1991-09-01,1,29.011,NYJ,,TAM,W 16-13,,4,46,11.50,0,,,0,0,,0,0,0
86,1991,1991-09-08,2,29.018,NYJ,@,SEA,L 13-20,,0,0,,0,,,0,0,,0,0,
87,1991,1991-09-15,3,29.025,NYJ,,BUF,L 20-23,,0,0,,0,,,0,0,,0,0,
88,1991,1991-09-23,4,29.033,NYJ,@,CHI,L 13-19,,4,41,10.25,0,,,0,0,,0,0,0
89,1991,1991-09-29,5,29.039,NYJ,,MIA,W 41-23,,2,33,16.50,0,,,0,0,,0,0,0
90,1991,1991-10-06,6,29.046,NYJ,@,CLE,W 17-14,,0,0,,0,,,0,0,,0,0,
91,1991,1991-10-13,7,29.053,NYJ,,HOU,L 20-23,,6,81,13.50,1,,,0,0,,0,1,6
92,1991,1991-10-20,8,29.060,NYJ,@,IND,W 17-6,,0,0,,0,,,1,-2,-2.00,0,0,0
93,1991,1991-11-03,9,29.074,NYJ,,GNB,W 19-16,,1,50,50.00,1,,,0,0,,0,1,6
94,1991,1991-11-10,10,29.081,NYJ,,IND,L 27-28,,2,28,14.00,1,,,0,0,,0,1,6
95,1991,1991-11-17,11,29.088,NYJ,@,NWE,W 28-21,,1,7,7.00,1,,,0,0,,0,1,6
96,1991,1991-11-24,12,29.095,NYJ,,SDG,W 24-3,,1,7,7.00,0,,,0,0,,0,0,0
97,1991,1991-12-01,13,29.102,NYJ,@,BUF,L 13-24,,1,12,12.00,0,,,0,0,,0,0,0
98,1991,1991-12-15,15,29.116,NYJ,,NWE,L 3-6,,0,0,,0,,,0,0,,0,0,
99,1991,1991-12-22,16,29.123,NYJ,@,MIA,W 23-20,,1,22,22.00,0,,,0,0,,0,0,0
100,1992,1992-09-06,1,30.016,NYJ,@,ATL,L 17-20,8,3,57,19.00,1,37.5%,7.13,0,0,,0,1,6
101,1992,1992-09-13,2,30.023,NYJ,@,PIT,L 10-27,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0
102,1992,1992-09-20,3,30.030,NYJ,,SFO,L 14-31,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0
103,1992,1992-09-27,4,30.037,NYJ,@,RAM,L 10-18,7,4,35,8.75,0,57.1%,5.00,0,0,,0,0,0
104,1992,1992-10-04,5,30.044,NYJ,,NWE,W 30-21,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0
105,1992,1992-10-11,6,30.051,NYJ,@,IND,L 3-6,6,2,38,19.00,0,33.3%,6.33,0,0,,0,0,0
106,1992,1992-10-26,7,30.066,NYJ,,BUF,L 20-24,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
107,1992,1992-11-01,8,30.072,NYJ,,MIA,W 26-14,3,3,55,18.33,0,100.0%,18.33,0,0,,0,0,0
108,1992,1992-11-08,9,30.079,NYJ,@,DEN,L 16-27,10,6,91,15.17,0,60.0%,9.10,0,0,,0,0,0
109,1992,1992-11-15,10,30.086,NYJ,,CIN,W 17-14,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0
110,1992,1992-11-22,11,30.093,NYJ,@,NWE,L 3-24,8,5,39,7.80,0,62.5%,4.88,0,0,,0,0,0
111,1992,1992-11-29,12,30.100,NYJ,,KAN,L 7-23,7,5,65,13.00,0,71.4%,9.29,0,0,,0,0,0
112,1992,1992-12-06,13,30.107,NYJ,@,BUF,W 24-17,8,5,64,12.80,0,62.5%,8.00,0,0,,0,0,0
113,1992,1992-12-13,14,30.114,NYJ,,IND,L 6-10,8,6,110,18.33,0,75.0%,13.75,0,0,,0,0,0
114,1992,1992-12-20,15,30.121,NYJ,@,MIA,L 17-19,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0
115,1992,1992-12-26,16,30.127,NYJ,,NOR,L 0-20,9,4,41,10.25,0,44.4%,4.56,0,0,,0,0,0
116,1993,1993-09-05,1,31.015,NYJ,,DEN,L 20-26,6,2,33,16.50,0,33.3%,5.50,0,0,,0,0,0
117,1993,1993-09-12,2,31.022,NYJ,@,MIA,W 24-14,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0
118,1993,1993-09-26,3,31.036,NYJ,,NWE,W 45-7,4,4,66,16.50,0,100.0%,16.50,0,0,,0,0,0
119,1993,1993-10-03,4,31.043,NYJ,,PHI,L 30-35,10,4,103,25.75,0,40.0%,10.30,0,0,,0,0,0
120,1993,1993-10-10,5,31.050,NYJ,@,RAI,L 20-24,5,1,2,2.00,0,20.0%,0.40,0,0,,0,0,0
121,1993,1993-10-24,6,31.064,NYJ,,BUF,L 10-19,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0
122,1993,1993-10-31,7,31.071,NYJ,@,NYG,W 10-6,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0
123,1993,1993-11-07,8,31.078,NYJ,,MIA,W 27-10,5,3,30,10.00,1,60.0%,6.00,0,0,,0,1,6
124,1993,1993-11-14,9,31.085,NYJ,@,IND,W 31-17,8,5,48,9.60,2,62.5%,6.00,0,0,,0,2,12
125,1993,1993-11-21,10,31.092,NYJ,,CIN,W 17-12,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
126,1993,1993-11-28,11,31.099,NYJ,@,NWE,W 6-0,4,0,0,,0,0.0%,0.00,,,,,,
127,1993,1993-12-05,12,31.106,NYJ,,IND,L 6-9,5,3,96,32.00,0,60.0%,19.20,0,0,,0,0,0
128,1993,1993-12-11,13,31.112,NYJ,@,WAS,W 3-0,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0
129,1993,1993-12-18,14,31.119,NYJ,,DAL,L 7-28,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0
130,1993,1993-12-26,15,31.127,NYJ,@,BUF,L 14-16,4,3,18,6.00,1,75.0%,4.50,0,0,,0,1,6
131,1993,1994-01-02,16,31.134,NYJ,@,HOU,L 0-24,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
