ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1980,1980-09-07,1,24.009,DET,@,RAM,W 41-20,,5,5,100.0,2,2,100.0,0,11,0,0,,0
2,1980,1980-09-14,2,24.016,DET,@,GNB,W 29-7,,2,2,100.0,5,5,100.0,0,17,0,0,,0
3,1980,1980-09-21,3,24.023,DET,,STL,W 20-7,,2,2,100.0,2,4,50.0,0,8,0,0,,0
4,1980,1980-09-28,4,24.030,DET,,MIN,W 27-7,,3,3,100.0,2,3,66.7,0,9,0,0,,0
5,1980,1980-10-05,5,24.037,DET,@,ATL,L 28-43,,2,3,66.7,2,2,100.0,0,8,0,0,,0
6,1980,1980-10-12,6,24.044,DET,,NOR,W 24-13,,3,3,100.0,1,2,50.0,0,6,0,0,,0
7,1980,1980-10-19,7,24.051,DET,@,CHI,L 7-24,,1,1,100.0,,2,0.0,0,1,0,0,,0
8,1980,1980-10-26,8,24.058,DET,@,KAN,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
9,1980,1980-11-02,9,24.065,DET,,SFO,W 17-13,,2,2,100.0,1,3,33.3,0,5,0,0,,0
10,1980,1980-11-16,11,24.079,DET,,BAL,L 9-10,,,,,3,5,60.0,0,9,0,0,,0
11,1980,1980-11-23,12,24.086,DET,@,TAM,W 24-10,,3,3,100.0,1,2,50.0,0,6,0,0,,0
12,1980,1980-11-27,13,24.090,DET,,CHI,L 17-23,,2,2,100.0,1,3,33.3,0,5,0,0,,0
13,1980,1980-12-07,14,24.100,DET,@,STL,L 23-24,,2,2,100.0,3,3,100.0,0,11,0,0,,0
14,1980,1980-12-14,15,24.107,DET,,TAM,W 27-14,,3,3,100.0,2,4,50.0,0,9,0,0,,0
15,1980,1980-12-21,16,24.114,DET,,GNB,W 24-3,,3,3,100.0,1,1,100.0,0,6,0,0,,0
16,1981,1981-09-06,1,25.008,DET,,SFO,W 24-17,,3,3,100.0,1,2,50.0,0,6,0,0,,0
17,1981,1981-09-13,2,25.015,DET,@,SDG,L 23-28,,2,2,100.0,3,3,100.0,0,11,0,0,,0
18,1981,1981-09-20,3,25.022,DET,@,MIN,L 24-26,,3,3,100.0,1,2,50.0,0,6,0,0,,0
19,1981,1981-09-27,4,25.029,DET,,OAK,W 16-0,,1,1,100.0,3,3,100.0,0,10,0,0,,0
20,1981,1981-10-04,5,25.036,DET,@,TAM,L 10-28,,1,1,100.0,1,2,50.0,0,4,0,0,,0
21,1981,1981-10-11,6,25.043,DET,@,DEN,L 21-27,,3,3,100.0,,,,0,3,,,,
22,1981,1981-10-19,7,25.051,DET,,CHI,W 48-17,,6,6,100.0,2,2,100.0,0,12,0,0,,0
23,1981,1981-10-25,8,25.057,DET,,GNB,W 31-27,,4,4,100.0,1,3,33.3,0,7,0,0,,0
24,1981,1981-11-01,9,25.064,DET,@,RAM,L 13-20,,1,1,100.0,2,3,66.7,0,7,0,0,,0
25,1981,1981-11-08,10,25.071,DET,@,WAS,L 31-33,,4,4,100.0,1,1,100.0,0,7,0,0,,0
26,1981,1981-11-15,11,25.078,DET,,DAL,W 27-24,,3,3,100.0,2,2,100.0,0,9,0,0,,0
27,1981,1981-11-22,12,25.085,DET,@,CHI,W 23-7,,2,2,100.0,3,4,75.0,0,11,0,0,,0
28,1981,1981-11-26,13,25.089,DET,,KAN,W 27-10,,3,3,100.0,2,3,66.7,0,9,0,0,,0
29,1981,1981-12-06,14,25.099,DET,@,GNB,L 17-31,,2,2,100.0,1,2,50.0,0,5,0,0,,0
30,1981,1981-12-12,15,25.105,DET,,MIN,W 45-7,,6,6,100.0,1,1,100.0,0,9,0,0,,0
31,1981,1981-12-20,16,25.113,DET,,TAM,L 17-20,,2,2,100.0,1,2,50.0,0,5,0,0,,0
32,1982,1982-11-21,3,26.084,DET,@,CHI,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
33,1982,1982-11-25,4,26.088,DET,,NYG,L 6-13,,,,,2,2,100.0,0,6,0,0,,0
34,1982,1982-12-06,5,26.099,DET,,NYJ,L 13-28,,1,1,100.0,2,2,100.0,0,7,0,0,,0
35,1982,1982-12-12,6,26.105,DET,@,GNB,W 30-10,,3,3,100.0,3,4,75.0,0,12,0,0,,0
36,1982,1982-12-19,7,26.112,DET,,MIN,L 31-34,,4,4,100.0,1,1,100.0,0,7,0,0,,0
37,1982,1982-12-26,8,26.119,DET,@,TAM,L 21-23,,3,3,100.0,,,,0,3,,,,
38,1982,1983-01-02,9,26.126,DET,,GNB,W 27-24,,3,3,100.0,2,2,100.0,0,9,0,0,,0
39,1983,1983-09-04,1,27.006,DET,@,TAM,W 11-0,,,,,3,4,75.0,0,9,0,0,,0
40,1983,1983-09-11,2,27.013,DET,,CLE,L 26-31,,3,3,100.0,1,1,100.0,0,6,0,0,,0
41,1983,1983-09-18,3,27.020,DET,,ATL,L 14-30,,2,2,100.0,,,,0,2,,,,
42,1983,1983-09-25,4,27.027,DET,@,MIN,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
43,1983,1983-10-02,5,27.034,DET,@,RAM,L 10-21,,1,1,100.0,1,1,100.0,0,4,0,0,,0
44,1983,1983-10-09,6,27.041,DET,,GNB,W 38-14,,5,5,100.0,1,1,100.0,0,8,0,0,,0
45,1983,1983-10-16,7,27.048,DET,,CHI,W 31-17,,4,4,100.0,1,2,50.0,0,7,0,0,,0
46,1983,1983-10-23,8,27.055,DET,@,WAS,L 17-38,,2,2,100.0,1,2,50.0,0,5,0,0,,0
47,1983,1983-10-30,9,27.062,DET,@,CHI,W 38-17,,5,5,100.0,1,1,100.0,0,8,0,0,,0
48,1983,1983-11-07,10,27.070,DET,,NYG,W 15-9,,1,1,100.0,2,2,100.0,0,7,0,0,,0
49,1983,1983-11-13,11,27.076,DET,@,HOU,L 17-27,,2,2,100.0,1,1,100.0,0,5,0,0,,0
50,1983,1983-11-20,12,27.083,DET,@,GNB,W 23-20,,2,2,100.0,3,4,75.0,0,11,0,0,,0
51,1983,1983-11-24,13,27.087,DET,,PIT,W 45-3,,6,6,100.0,1,1,100.0,0,9,0,0,,0
52,1983,1983-12-05,14,27.098,DET,,MIN,W 13-2,,1,1,100.0,2,2,100.0,0,7,0,0,,0
53,1983,1983-12-11,15,27.104,DET,@,CIN,L 9-17,,,,,3,5,60.0,0,9,0,0,,0
54,1983,1983-12-18,16,27.111,DET,,TAM,W 23-20,,2,2,100.0,3,4,75.0,0,11,0,0,,0
55,1984,1984-09-02,1,28.004,DET,,SFO,L 27-30,,3,3,100.0,2,2,100.0,0,9,0,0,,0
56,1984,1984-09-09,2,28.011,DET,@,ATL,W 27-24,,3,3,100.0,2,4,50.0,0,9,0,0,,0
57,1984,1984-09-16,3,28.018,DET,@,TAM,L 17-21,,2,2,100.0,1,2,50.0,0,5,0,0,,0
58,1984,1984-09-23,4,28.025,DET,,MIN,L 28-29,,4,4,100.0,,,,0,4,,,,
59,1984,1984-09-30,5,28.032,DET,@,SDG,L 24-27,,3,3,100.0,1,2,50.0,0,6,0,0,,0
60,1984,1984-10-07,6,28.039,DET,,DEN,L 7-28,,1,1,100.0,,,,0,1,,,,
61,1984,1984-10-14,7,28.046,DET,,TAM,W 13-7,,1,1,100.0,,1,0.0,0,1,0,0,,0
62,1984,1984-10-21,8,28.053,DET,@,MIN,W 16-14,,1,1,100.0,3,3,100.0,0,10,0,0,,0
63,1984,1984-10-28,9,28.060,DET,@,GNB,L 9-41,,,,,3,3,100.0,0,9,0,0,,0
64,1984,1984-11-04,10,28.067,DET,,PHI,T 23-23,,2,2,100.0,3,4,75.0,0,11,0,0,,0
65,1984,1984-11-11,11,28.074,DET,@,WAS,L 14-28,,2,2,100.0,,,,0,2,,,,
66,1984,1984-11-18,12,28.081,DET,@,CHI,L 14-16,,2,2,100.0,,,,0,2,,,,
67,1984,1984-11-22,13,28.085,DET,,GNB,W 31-28,,4,4,100.0,1,2,50.0,0,7,0,0,,0
68,1984,1984-12-02,14,28.095,DET,@,SEA,L 17-38,,2,2,100.0,1,1,100.0,0,5,0,0,,0
69,1984,1984-12-10,15,28.103,DET,,RAI,L 3-24,,,,,1,1,100.0,0,3,0,0,,0
70,1984,1984-12-16,16,28.109,DET,,CHI,L 13-30,,1,1,100.0,2,2,100.0,0,7,0,0,,0
71,1985,1985-09-08,1,29.010,DET,@,ATL,W 28-27,,4,4,100.0,,,,0,4,,,,
72,1985,1985-09-15,2,29.017,DET,,DAL,W 26-21,,2,3,66.7,2,3,66.7,0,8,0,0,,0
73,1985,1985-09-22,3,29.024,DET,@,IND,L 6-14,,,,,2,2,100.0,0,6,0,0,,0
74,1985,1985-09-29,4,29.031,DET,,TAM,W 30-9,,3,3,100.0,3,3,100.0,0,12,0,0,,0
75,1985,1985-10-06,5,29.038,DET,@,GNB,L 10-43,,1,1,100.0,1,3,33.3,0,4,0,0,,0
76,1985,1985-10-13,6,29.045,DET,@,WAS,L 3-24,,,,,1,1,100.0,0,3,0,0,,0
77,1985,1985-10-20,7,29.052,DET,,SFO,W 23-21,,2,2,100.0,3,3,100.0,0,11,0,0,,0
78,1985,1985-10-27,8,29.059,DET,,MIA,W 31-21,,4,4,100.0,1,1,100.0,0,7,0,0,,0
79,1985,1985-11-03,9,29.066,DET,@,MIN,L 13-16,,1,1,100.0,2,3,66.7,0,7,0,0,,0
80,1985,1985-11-10,10,29.073,DET,@,CHI,L 3-24,,,,,1,1,100.0,0,3,0,0,,0
