ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-10-27,8,24.248,CLE,@,KAN,L 17-23,,,,,,,0.0%,,,,,,
2,2013,2013-11-17,10,24.269,CLE,@,CIN,L 20-41,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
3,2013,2013-11-24,11,24.276,CLE,,PIT,L 11-27,,,,,,,0.0%,,,,,,
4,2013,2013-12-08,13,24.290,CLE,@,NWE,L 26-27,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
5,2013,2013-12-15,14,24.297,CLE,,CHI,L 31-38,,,,,,,0.0%,,,,,,
6,2013,2013-12-22,15,24.304,CLE,@,NYJ,L 13-24,,2,2,12,6.00,0,100.0%,6.00,0,0,0.0,0,0
7,2013,2013-12-29,16,24.311,CLE,@,PIT,L 7-20,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
8,2014,2014-10-12,6,25.233,NWE,@,BUF,W 37-22,,2,1,43,43.00,1,50.0%,21.50,1,6,0.0,0,0
9,2014,2014-10-16,7,25.237,NWE,,NYJ,W 27-25,,,,,,,0.0%,,,,,,
10,2014,2014-10-26,8,25.247,NWE,,CHI,W 51-23,,,,,,,0.0%,,,,,,
11,2014,2014-11-02,9,25.254,NWE,,DEN,W 43-21,,,,,,,0.0%,,,,,,
12,2014,2014-11-16,10,25.268,NWE,@,IND,W 42-20,*,2,0,0,,0,0.0%,0.00,0,0,0.0,1,0
13,2014,2014-11-23,11,25.275,NWE,,DET,W 34-9,,,,,,,0.0%,,,,,,
14,2014,2014-11-30,12,25.282,NWE,@,GNB,L 21-26,,,,,,,0.0%,,,,,,
15,2014,2014-12-07,13,25.289,NWE,@,SDG,W 23-14,,0,0,0,,0,0.0%,,0,0,0.0,1,0
16,2014,2014-12-14,14,25.296,NWE,,MIA,W 41-13,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
17,2014,2014-12-21,15,25.303,NWE,@,NYJ,W 17-16,,,,,,,0.0%,,,,,,
18,2014,2014-12-28,16,25.310,NWE,,BUF,L 9-17,*,6,4,39,9.75,0,66.7%,6.50,0,0,0.0,0,0
