ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,23.043,ATL,@,CAR,W 20-6,,10,66,6.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
2,2006,2006-09-17,2,23.050,ATL,,TAM,W 14-3,,9,45,5.00,0,1,1,12,12.00,0,100.0%,12.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,,
3,2006,2006-09-25,3,23.058,ATL,@,NOR,L 3-23,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,69,34.50,0,0,0,0.0,,
4,2006,2006-10-01,4,23.064,ATL,,ARI,W 32-10,,6,106,17.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
5,2006,2006-10-15,5,23.078,ATL,,NYG,L 14-27,,4,9,2.25,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,1,22,22.00,0,0,0,0.0,,
6,2006,2006-10-22,6,23.085,ATL,,PIT,W 41-38,,8,64,8.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,1,27,27.00,0,0,0,0.0,,
7,2006,2006-10-29,7,23.092,ATL,@,CIN,W 29-27,,9,31,3.44,0,3,2,39,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
8,2006,2006-11-05,8,23.099,ATL,@,DET,L 14-30,,5,34,6.80,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,2,19,9.50,0,0,0,0.0,,
9,2006,2006-11-19,10,23.113,ATL,@,BAL,L 10-24,,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,4,93,23.25,0,0,0,0.0,,
10,2006,2006-11-26,11,23.120,ATL,,NOR,L 13-31,,13,54,4.15,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,,,1,37,37.00,0,0,0,0.0,,
