ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1989,1989-09-10,1,27.102,PHI,,SEA,W 31-7,1,8,8.00,0,0,0,,0,4,25,6.25,0
2,1989,1989-09-17,2,27.109,PHI,@,WAS,W 42-37,0,0,,0,2,42,21.00,0,1,11,11.00,0
3,1989,1989-09-24,3,27.116,PHI,,SFO,L 28-38,0,0,,0,1,18,18.00,0,4,50,12.50,0
4,1989,1989-10-02,4,27.124,PHI,@,CHI,L 13-27,2,18,9.00,0,3,52,17.33,0,3,17,5.67,0
5,1989,1989-10-08,5,27.130,PHI,,NYG,W 21-19,0,0,,0,0,0,,0,2,29,14.50,0
6,1989,1989-10-15,6,27.137,PHI,@,PHO,W 17-5,0,0,,0,1,28,28.00,0,5,33,6.60,0
7,1989,1989-10-22,7,27.144,PHI,,RAI,W 10-7,0,0,,0,0,0,,0,2,9,4.50,0
8,1989,1989-10-29,8,27.151,PHI,@,DEN,W 28-24,0,0,,0,1,24,24.00,0,3,45,15.00,0
9,1989,1989-11-05,9,27.158,PHI,@,SDG,L 17-20,0,0,,0,2,20,10.00,0,1,7,7.00,0
10,1989,1989-11-12,10,27.165,PHI,,WAS,L 3-10,1,6,6.00,0,2,27,13.50,0,1,17,17.00,0
11,1989,1989-11-19,11,27.172,PHI,,MIN,W 10-9,0,0,,0,2,38,19.00,0,2,8,4.00,0
12,1989,1989-11-23,12,27.176,PHI,@,DAL,W 27-0,0,0,,0,0,0,,0,2,16,8.00,0
13,1989,1989-12-03,13,27.186,PHI,@,NYG,W 24-17,0,0,,0,0,0,,0,0,0,,0
